created_at,product,amount
2025-05-14 09:33:44.255029,RUN-FLUIDMATIC DIII MV 500ML,300
2025-05-14 09:34:18.479351,RUN-RACE BRAKEFLUID DOT4+ 500ML,800
2025-05-14 11:08:27.761760,MPO-QUARTZ 4X4 15W40 500ML,1500
2025-05-14 11:08:51.609867,MPO-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-14 11:10:17.114788,MPO-FLUIDMATIC DIII MV 500ML,300
2025-05-14 11:10:40.356176,MPO-QUARTZ 3000 SG 20W50 500ML,300
2025-05-14 11:20:37.931685,CRI-QUARTZ 4X4 15W40 5L,2000
2025-05-14 13:45:25.086356,CRI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-14 15:14:16.484053,GWE-RUBIA TIR 7400 SAE 15W40 5L,5000
2025-05-14 17:06:53.917872,KAD-RUBIA TIR 7400 15W40 500ML,300
2025-05-14 17:07:31.848939,KAD-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-14 19:20:22.694650,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-14 22:55:59.146401,CHA-RUBIA TIR 7400 15W40 500ML,300
2025-05-14 23:50:25.597228,GWE-QUARTZ 5000 20W50 500ML,300
2025-05-14 23:51:58.253438,GWE-FLUIDMATIC DIII MV 500ML,300
2025-05-15 05:43:09.728428,MSA-QUARTZ 5000 20W50 500ML,300
2025-05-15 06:04:13.175867,BAN-FLUIDMATIC CVT MV 1L,1000
2025-05-15 07:04:22.095209,20W50 5LTRS,2800
2025-05-15 07:07:00.478113,KHA-QUARTZ 5000 20W50 5L,2200
2025-05-15 07:38:37.345659,CHI-RUBIA TIR 7400 15W40 500ML,300
2025-05-15 07:44:54.483249,CRI-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-15 07:47:36.373950,KAD-RUBIA TIR 7400 15W40 500ML,900
2025-05-15 09:41:12.438918,CVT 1LTR,2000
2025-05-15 10:06:39.859643,CHA-RUBIA SX SAE40 500ML,300
2025-05-15 11:34:27.994877,KHA-RUBIA TIR 7400 15W40 500ML,300
2025-05-15 12:08:27.546711,CVT 1LTR,1000
2025-05-15 12:33:45.600510,MPO-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-15 13:21:22.352902,MSA-QUARTZ 5000 20W50 500ML,300
2025-05-15 14:12:02.539700,AVO-QUARTZ 3000 SG 20W50 500ML,300
2025-05-15 14:23:17.632166,RUN-FLUIDMATIC DIII MV 500ML,300
2025-05-15 15:30:22.234054,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-15 15:31:31.739026,SEK-RUBIA SX SAE40 500ML,300
2025-05-15 15:48:20.109436,CHA-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-15 16:20:21.610534,CRI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-15 17:55:05.251218,MGM-RUBIA SX SAE40 500ML,300
2025-05-15 17:55:05.435296,MGM-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-15 18:21:03.081736,CHE-QUARTZ 5000 20W50 5L,2200
2025-05-15 18:21:38.094181,CHE-QUARTZ 4X4 15W40 500ML,300
2025-05-15 18:44:02.971567,SEK-RUBIA SX SAE40 500ML,600
2025-05-15 19:34:28.886220,SEK-RUBIA SX SAE40 500ML,300
2025-05-15 20:21:12.503508,CHI-FLUIDMATIC DIII MV 500ML,300
2025-05-15 22:38:42.984670,AVO-QUARTZ 5000 20W50 500ML,300
2025-05-15 22:49:51.885586,CHA-FLUIDMATIC DIII MV 500ML,600
2025-05-15 22:51:03.467785,CHA-QUARTZ 5000 20W50 500ML,600
2025-05-15 23:00:17.722413,CHA-RUBIA TIR 7400 SAE 15W40 5L,2500
2025-05-16 08:37:10.387963,SAM-NEPTUNA 2T SUPER SPORT 500ML,400
2025-05-16 08:50:26.982215,BAN-FLUIDMATIC CVT MV 1L,1000
2025-05-16 10:15:44.211284,SEK-RUBIA TIR 7400 15W40 500ML,300
2025-05-16 10:28:10.724157,20W50 500ML,300
2025-05-16 10:28:22.383368,SAE40 500ML,300
2025-05-16 11:46:40.017645,SAE40 500ML,300
2025-05-16 18:55:47.887320,SUN-RUBIA TIR 7400 15W40 500ML,600
2025-05-16 18:56:48.531565,SUN-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-16 18:57:34.926436,SUN-QUARTZ 5000 20W50 500ML,1500
2025-05-16 18:58:19.381637,SUN-RUBIA SX SAE40 500ML,3000
2025-05-16 18:58:30.989261,SUN-FLUIDMATIC DIII MV 500ML,1200
2025-05-16 19:05:07.778085,SEK-QUARTZ 5000 20W50 500ML,1200
2025-05-17 00:07:49.348363,GWE-QUARTZ 4X4 15W40 500ML,600
2025-05-17 05:12:30.882455,BRAKE FLUID 500ML,300
2025-05-17 07:11:53.923499,CHI-QUARTZ 5000 20W50 500ML,300
2025-05-17 10:16:26.321163,MPO-QUARTZ 5000 20W50 5L,2200
2025-05-17 11:54:38.191943,SAE40 500ML,900
2025-05-17 13:48:17.901350,AVO-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-17 14:09:30.439958,BAN-QUARTZ 5000 20W50 500ML,300
2025-05-17 14:42:05.699649,SAE40 500ML,600
2025-05-17 15:12:55.262591,AVO-RUBIA TIR 7400 15W40 500ML,600
2025-05-17 16:26:53.869354,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-17 16:51:27.244018,15W40 500ML,300
2025-05-18 04:54:38.549631,CHE-QUARTZ 5000 20W50 5L,2200
2025-05-18 04:55:14.961747,CHE-QUARTZ 4X4 15W40 500ML,300
2025-05-18 05:30:29.527655,CHI-RUBIA TIR 7400 15W40 500ML,300
2025-05-18 05:30:29.703692,CHI-RUBIA TIR 7400 SAE 15W40 5L,2500
2025-05-18 05:40:38.624769,15W40 5LTRS,1800
2025-05-18 07:51:23.801223,SAE40 500ML,600
2025-05-18 08:27:13.021099,CHI-RUBIA TIR 7400 15W40 500ML,300
2025-05-18 08:39:04.121875,15W40 500ML,300
2025-05-18 09:03:10.317019,CHI-QUARTZ 5000 20W50 500ML,300
2025-05-18 10:27:59.317637,15W40 500ML,300
2025-05-18 11:13:54.051546,20W50 500ML,600
2025-05-18 13:20:29.898429,TURN-PROSYLVA 2 STROKE 200ML,400
2025-05-18 13:20:51.519731,SAE40 500ML,300
2025-05-18 15:29:18.965132,KHA-RUBIA TIR 7400 15W40 500ML,300
2025-05-18 15:39:54.488291,BAN-RUBIA SX SAE40 500ML,600
2025-05-18 18:05:13.213838,SEK-QUARTZ 5000 20W50 500ML,300
2025-05-18 18:13:56.595602,TUR-QUARTZ 4X4 15W40 500ML,600
2025-05-18 18:28:38.857743,KAD-QUARTZ 5000 20W50 5L,2200
2025-05-18 20:15:03.723227,SEK-QUARTZ 5000 20W50 500ML,600
2025-05-18 20:24:21.165762,CHI-RUBIA TIR 7400 15W40 500ML,600
2025-05-19 07:05:00.586257,CRI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-19 07:35:27.430692,SUN-QUARTZ 4X4 15W40 500ML,3000
2025-05-19 07:36:17.458738,SUN-RUBIA SX SAE40 500ML,1500
2025-05-19 07:36:55.304455,SUN-FLUIDMATIC DIII MV 500ML,600
2025-05-19 08:04:01.781566,15W40 500ML,300
2025-05-19 08:29:23.866359,CHA-QUARTZ 9000 SAE 5W40 500ML,1000
2025-05-19 08:42:32.119986,BAN-MULTIS EP 2 500G,700
2025-05-19 08:42:32.305711,TURN-PROSYLVA 2 STROKE 200ML,400
2025-05-19 10:28:52.961783,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-19 10:36:32.467137,KIRK-PROSYLVA 2 STROKE 200ML,400
2025-05-19 12:42:23.974259,SHIELD D/INJECTOR CLEANER 350ML,400
2025-05-19 13:04:59.744027,RUN-RUBIA TIR 7400 15W40 500ML,300
2025-05-19 13:32:13.325106,BRAKE FLUID 500ML,600
2025-05-19 13:33:02.941679,TUR-RACE BRAKEFLUID DOT4+ 500ML,800
2025-05-19 14:17:52.438214,CHI-QUARTZ 5000 20W50 500ML,600
2025-05-19 15:00:41.748329,RM-RUBIA SX SAE40 500ML,300
2025-05-19 15:01:14.057355,RM-QUARTZ 9000 SAE 5W40 500ML,1000
2025-05-19 15:01:46.512284,RM-FLUIDMATIC DIII MV 500ML,300
2025-05-19 15:03:13.530235,RM-RUBIA SX SAE40 500ML,300
2025-05-19 16:23:59.422699,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-19 17:45:32.162653,MSA-QUARTZ 9000 SAE 5W40 500ML,1000
2025-05-19 18:14:37.658767,CHI-FLUIDMATIC DIII MV 500ML,300
2025-05-19 18:16:42.572575,CHI-FLUIDMATIC DIII MV 500ML,300
2025-05-19 18:52:13.012836,FOR-QUARTZ 3000 SG 20W50 5L,1800
2025-05-19 18:52:13.547403,FOR-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-19 18:52:14.460658,FOR-RACE BRAKEFLUID DOT4+ 500ML,300
2025-05-19 19:25:25.945133,20W50 500ML,600
2025-05-19 20:50:38.536285,SEK-QUARTZ 3000 SG 20W50 500ML,300
2025-05-20 05:38:16.889558,SEK-RUBIA SX SAE40 500ML,1500
2025-05-20 05:50:21.108182,SEK-RUBIA SX SAE40 500ML,300
2025-05-20 09:49:55.140649,TURN-PROSYLVA 2 STROKE 200ML,400
2025-05-20 09:50:57.844887,RUN-FLUIDMATIC DIII MV 500ML,300
2025-05-20 10:51:12.922621,FOR-QUARTZ 4X4 15W40 500ML,600
2025-05-20 11:33:30.837849,MSA-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-20 11:36:31.444589,FOR-QUARTZ 4X4 15W40 500ML,300
2025-05-20 13:36:11.634556,KIR-FLUIDMATIC DIII MV 500ML,300
2025-05-20 13:38:59.664197,CHE-QUARTZ 5000 20W50 5L,2200
2025-05-20 13:49:27.204361,CHE-QUARTZ 4X4 15W40 500ML,600
2025-05-20 13:51:32.786171,AVO-QUARTZ 5000 20W50 500ML,300
2025-05-20 14:25:12.561101,15W40 500ML,600
2025-05-20 15:36:22.623875,BRAKE FLUID 500ML,600
2025-05-20 15:39:00.872656,MSE-RUBIA SX SAE40 500ML,300
2025-05-20 15:39:01.053968,MSE-QUARTZ 4X4 15W40 500ML,300
2025-05-20 15:39:01.231198,MSE-FLUIDMATIC DIII MV 500ML,600
2025-05-20 16:06:08.610026,MAR-PROSYLVA 2 STROKE 200ML,200
2025-05-20 16:06:41.270948,CVT 1LTR,8000
2025-05-20 16:09:25.338603,MAR-QUARTZ 5000 20W50 500ML,900
2025-05-20 16:38:55.665053,SHIELD D/INJECTOR CLEANER 350ML,400
2025-05-20 17:24:13.436593,BAN-RUBIA TIR 7400 15W40 500ML,300
2025-05-20 17:47:32.674838,AVO-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-20 19:13:53.868760,CHI-QUARTZ 5000 20W50 500ML,600
2025-05-20 20:04:28.412055,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-21 05:54:35.537008,SEK-RUBIA SX SAE40 500ML,600
2025-05-21 09:27:59.363435,MAR-PROSYLVA 2 STROKE 200ML,200
2025-05-21 09:27:59.539135,BRAKE FLUID 500ML,400
2025-05-21 09:27:59.716265,MAR-FLUIDMATIC CVT MV 1L,4000
2025-05-21 09:27:59.895905,MAR-QUARTZ 9000 SAE 5W40 5L,3000
2025-05-21 09:28:00.071159,BRAKE FLUID 500ML,400
2025-05-21 11:03:03.450904,SEK-RUBIA TIR 7400 15W40 500ML,900
2025-05-21 12:13:57.574137,SUN-RUBIA TIR 7400 15W40 500ML,1500
2025-05-21 12:14:46.602937,SUN-RACE BRAKEFLUID DOT4+ 500ML,800
2025-05-21 12:16:11.079401,SUN-RUBIA SX SAE40 500ML,600
2025-05-21 12:31:02.574541,BAN-QUARTZ 5000 20W50 500ML,300
2025-05-21 14:18:39.272105,CHI-RUBIA TIR 7400 15W40 500ML,300
2025-05-21 14:27:26.147116,AVO-RUBIA TIR 7400 15W40 500ML,600
2025-05-21 14:59:41.972370,SUN-RUBIA TIR 7400 15W40 500ML,300
2025-05-21 15:02:05.995350,SEK-RUBIA TIR 7400 15W40 500ML,600
2025-05-21 15:08:21.741964,FIF-FLUIDMATIC DIII MV 500ML,300
2025-05-21 15:09:09.902068,FIF-FLUIDMATIC CVT MV 1L,1000
2025-05-21 15:10:09.000518,FIF-RACE BRAKEFLUID DOT4+ 500ML,1600
2025-05-21 15:12:22.033715,BAN-QUARTZ 9000 SAE 5W40 500ML,1000
2025-05-21 15:12:24.380161,BAN-RUBIA TIR 7400 15W40 500ML,300
2025-05-21 15:51:24.797508,TURN-PROSYLVA 2 STROKE 200ML,200
2025-05-21 16:06:28.723774,MAR-FLUIDMATIC CVT MV 1L,4000
2025-05-21 16:07:04.855887,MAR-QUARTZ 9000 SAE 5W40 5L,3000
2025-05-21 16:07:41.397202,MAR-QUARTZ 9000 SAE 5W40 5L,3000
2025-05-21 16:08:05.650912,MAR-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-21 16:08:30.023917,MAR-PROSYLVA 2 STROKE 200ML,200
2025-05-21 16:08:51.494787,MAR-QUARTZ 4X4 15W40 500ML,300
2025-05-21 17:08:06.684367,MAR-FLUIDMATIC CVT MV 1L,4000
2025-05-21 17:08:30.688230,MAR-PROSYLVA 2 STROKE 200ML,200
2025-05-21 17:28:53.941285,TUR-RACE BRAKEFLUID DOT4+ 500ML,800
2025-05-21 17:40:51.850644,MPO-QUARTZ 4X4 15W40 500ML,600
2025-05-21 19:52:02.128194,CHI-QUARTZ 5000 20W50 500ML,300
2025-05-21 22:53:56.462225,KIR-RUBIA SX SAE40 500ML,300
2025-05-22 05:09:28.647300,ATF 500ML,300
2025-05-22 06:20:56.301337,SEK-QUARTZ 4X4 15W40 500ML,900
2025-05-22 07:40:51.518256,KIR-FLUIDMATIC DIII MV 500ML,300
2025-05-22 07:45:27.604222,CHI-QUARTZ 5000 20W50 500ML,300
2025-05-22 07:45:51.924281,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-22 08:40:20.602653,BAN-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-22 08:46:34.719868,KIR-RUBIA SX SAE40 500ML,300
2025-05-22 11:11:00.397572,AVO-RUBIA TIR 7400 15W40 500ML,300
2025-05-22 11:15:03.369012,RUN-RUBIA SX SAE40 500ML,1500
2025-05-22 11:23:56.764802,KAD-QUARTZ 4X4 15W40 500ML,300
2025-05-22 13:12:59.954608,TRO-FLUIDMATIC DIII MV 500ML,300
2025-05-22 14:00:21.192711,TUR-QUARTZ 5000 20W50 5L,2200
2025-05-22 14:00:21.592125,TUR-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-22 14:00:21.780994,TUR-QUARTZ 5000 20W50 500ML,600
2025-05-22 14:17:20.841070,GWE-QUARTZ 5000 20W50 5L,2200
2025-05-22 15:36:14.671904,AVO-QUARTZ 5000 20W50 500ML,300
2025-05-22 15:50:38.102450,CHI-QUARTZ 4X4 15W40 500ML,600
2025-05-22 16:52:43.807806,KIR-RUBIA SX SAE40 500ML,300
2025-05-22 18:10:05.341061,BAN-QUARTZ 5000 20W50 500ML,600
2025-05-22 18:38:28.083406,CHI-QUARTZ 5000 20W50 500ML,600
2025-05-22 20:27:46.849470,KAD-RUBIA SX SAE40 500ML,300
2025-05-22 21:38:36.931873,CHI-RUBIA TIR 7400 15W40 500ML,300
2025-05-22 22:08:20.504428,ATF 500ML,300
2025-05-23 05:32:16.510055,MAR-QUARTZ 9000 SAE 5W40 5L,3000
2025-05-23 05:33:17.934104,MAR-RACE BRAKEFLUID DOT4+ 500ML,800
2025-05-23 06:37:11.040942,CHI-FLUIDMATIC DIII MV 500ML,600
2025-05-23 07:57:35.939946,SEK-RUBIA TIR 7400 15W40 500ML,900
2025-05-23 08:57:11.979311,SEK-RUBIA SX SAE40 500ML,300
2025-05-23 09:02:34.531609,AVO-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-23 09:03:49.728239,AVO-RUBIA TIR 7400 15W40 500ML,300
2025-05-23 09:17:31.711281,BAN-RUBIA TIR 7400 SAE 15W40 5L,5000
2025-05-23 09:25:10.609101,GWE-QUARTZ 4X4 15W40 500ML,900
2025-05-23 10:09:39.055668,MSA-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-23 13:17:17.057792,BAN-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-23 13:17:53.727099,TRO-NEPTUNA 2T SUPER SPORT 500ML,400
2025-05-23 13:38:24.442312,GWE-QUARTZ 4X4 15W40 500ML,600
2025-05-23 13:51:00.660945,GWE-RUBIA TIR 7400 15W40 500ML,1200
2025-05-23 15:01:00.027532,RUN-QUARTZ 4X4 15W40 500ML,600
2025-05-23 15:50:16.083156,MSE-QUARTZ 9000 SAE 5W40 500ML,1000
2025-05-23 15:50:16.269925,MUTARE2-PROSYLVA 2 STROKE 200ML,200
2025-05-23 17:00:18.958363,RUN-FLUIDMATIC DIII MV 500ML,300
2025-05-23 18:02:44.550238,SAE40 500ML,300
2025-05-23 18:02:44.729271,TUR-RUBIA TIR 7400 15W40 500ML,300
2025-05-23 20:56:24.333461,CHI-QUARTZ 5000 20W50 5L,2200
2025-05-23 21:41:42.871146,KAD-RUBIA TIR 7400 SAE 15W40 5L,2500
2025-05-24 00:31:23.398789,RM-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-24 05:42:27.341277,20W50 500ML,300
2025-05-24 06:38:32.806688,BRAKE FLUID 500ML,400
2025-05-24 06:46:00.036432,5W40 500ML,300
2025-05-24 06:46:25.092860,FOR-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-24 07:18:40.798092,TURN-PROSYLVA 2 STROKE 200ML,200
2025-05-24 07:49:06.779433,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-24 08:25:06.173898,SAE40 500ML,300
2025-05-24 11:45:15.849212,GWE-QUARTZ 9000 SAE 5W40 500ML,1500
2025-05-24 12:06:05.526160,MGM-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-24 12:18:26.809844,MGM-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-24 12:19:04.202131,TUR-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-24 12:19:17.493568,MGM-FLUIDMATIC DIII MV 500ML,300
2025-05-24 12:53:43.887821,CHE-QUARTZ 9000 SAE 5W40 5L,3000
2025-05-24 13:27:04.057895,FOR-QUARTZ 4X4 15W40 500ML,600
2025-05-24 15:44:15.566576,CHE-QUARTZ 5000 20W50 500ML,600
2025-05-24 16:43:12.743831,MSA-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-24 17:01:26.849979,AVO-RUBIA TIR 7400 15W40 500ML,600
2025-05-24 21:17:02.569425,CHI-RUBIA TIR 7400 15W40 500ML,300
2025-05-24 21:17:15.725783,CHI-QUARTZ 5000 20W50 500ML,600
2025-05-24 22:37:58.234212,KIR-QUARTZ 9000 SAE 5W40 500ML,1000
2025-05-25 06:54:51.578163,CHA-RUBIA TIR 7400 SAE 15W40 5L,2500
2025-05-25 07:08:29.823772,15W40 500ML,900
2025-05-25 09:36:39.476054,CHI-QUARTZ 4X4 15W40 500ML,600
2025-05-25 12:38:22.082394,20W50 500ML,300
2025-05-25 13:46:07.474873,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-25 14:12:30.658130,20W50 500ML,300
2025-05-25 15:09:37.446393,CHI-RUBIA TIR 7400 15W40 500ML,600
2025-05-25 15:14:47.040193,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-25 15:58:57.267481,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-25 16:00:20.054251,TRO-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-25 16:00:20.229699,TRO-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-25 16:00:20.593387,CVT 1LTR,1000
2025-05-25 16:12:56.550074,RUN-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-25 16:30:41.221456,AVO-QUARTZ 4X4 15W40 500ML,900
2025-05-25 17:55:15.049317,15W40 500ML,300
2025-05-25 22:05:56.672724,CHI-FLUIDMATIC DIII MV 500ML,900
2025-05-26 05:39:26.696273,FOR-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-26 14:21:13.920699,TRO-NEPTUNA 2T SUPER SPORT 500ML,400
2025-05-26 14:21:14.723481,TRO-NEPTUNA 2T SUPER SPORT 500ML,1600
2025-05-26 14:21:15.455677,TRO-NEPTUNA 2T SUPER SPORT 500ML,500
2025-05-26 14:45:57.841023,AVO-QUARTZ 3000 SG 20W50 500ML,300
2025-05-26 14:46:46.130996,CRI-RUBIA TIR 7400 SAE 15W40 5L,2500
2025-05-26 14:48:59.539151,CRI-QUARTZ 5000 20W50 500ML,600
2025-05-26 16:26:48.966451,BAN-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-26 16:43:05.567664,FOR-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-26 17:01:57.839136,MAR-RUBIA TIR 7400 15W40 500ML,600
2025-05-26 17:40:50.232527,AVO-QUARTZ 5000 20W50 500ML,600
2025-05-27 06:54:24.306616,20W50 500ML,600
2025-05-27 07:06:41.339355,TUR-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-27 07:12:54.932643,BAN-QUARTZ 5000 20W50 500ML,300
2025-05-27 08:53:38.792693,SUN-FLUIDMATIC CVT MV 1L,1000
2025-05-27 08:54:32.312734,SUN-FLUIDMATIC DIII MV 500ML,600
2025-05-27 08:55:33.139494,SUN-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-27 09:25:54.010457,CHI-FLUIDMATIC DIII MV 500ML,600
2025-05-27 09:38:18.095459,GWE-RACE BRAKEFLUID DOT4+ 500ML,800
2025-05-27 10:28:10.674005,CHI-RUBIA TIR 7400 SAE 15W40 5L,2500
2025-05-27 11:18:28.332891,RM-RUBIA TIR 7400 15W40 500ML,2100
2025-05-27 12:12:18.072056,CHI-QUARTZ 5000 20W50 500ML,600
2025-05-27 12:59:03.156524,SAE40 500ML,300
2025-05-27 17:01:58.058512,20W50 500ML,300
2025-05-28 05:19:47.806864,SAE40 500ML,300
2025-05-28 06:30:36.338503,AVO-RUBIA TIR 7400 15W40 500ML,1200
2025-05-28 06:51:38.385271,TUR-QUARTZ 3000 SG 20W50 500ML,900
2025-05-28 06:54:12.897938,SAE40 500ML,300
2025-05-28 09:20:46.418057,TUR-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-28 09:30:16.525044,CHI-FLUIDMATIC DIII MV 500ML,300
2025-05-28 14:03:32.201285,MSA-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-28 14:28:42.132227,KHA-FLUIDMATIC DIII MV 500ML,600
2025-05-28 14:44:12.562084,20W50 500ML,1500
2025-05-28 14:44:48.541576,MUT1STOP-PROSYLVA 2 STROKE 200ML,200
2025-05-28 14:45:25.578140,MOS-RUBIA SX SAE40 500ML,300
2025-05-28 14:45:50.965492,MOS-RACE BRAKEFLUID DOT4+ 500ML,800
2025-05-28 14:46:16.890028,ATF 500ML,300
2025-05-28 14:46:41.919548,15W40 500ML,600
2025-05-28 15:43:30.258642,SAE40 500ML,300
2025-05-28 16:23:43.134326,CRI-QUARTZ 5000 20W50 500ML,300
2025-05-28 17:28:52.731294,FIF-QUARTZ 4X4 15W40 500ML,900
2025-05-28 17:32:24.404938,FIF-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-28 17:33:07.625333,FIF-FLUIDMATIC DIII MV 500ML,600
2025-05-28 17:33:40.366878,FIF-QUARTZ 5000 20W50 500ML,1200
2025-05-28 17:34:17.309939,FIF-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-28 17:36:42.454282,FIF-RUBIA SX SAE40 500ML,1200
2025-05-29 04:59:47.230532,AVO-QUARTZ 9000 SAE 5W40 5L,3000
2025-05-29 06:20:14.972825,GWE-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-29 07:04:08.243834,GWE-FLUIDMATIC DIII MV 500ML,600
2025-05-29 08:26:08.580642,GWE-FLUIDMATIC DIII MV 500ML,900
2025-05-29 10:01:49.035634,KAD-RUBIA TIR 7400 15W40 500ML,300
2025-05-29 12:30:44.548600,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-29 14:28:49.793471,TUR-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-29 14:36:22.486783,CRI-RACE BRAKEFLUID DOT4+ 500ML,800
2025-05-29 14:56:02.675950,GWE-FLUIDMATIC CVT MV 1L,1000
2025-05-29 16:44:08.306700,RUN-QUARTZ 4X4 15W40 500ML,300
2025-05-29 16:45:41.611327,KAD-QUARTZ 4X4 15W40 500ML,300
2025-05-29 16:52:42.707574,KIRK-PROSYLVA 2 STROKE 200ML,200
2025-05-29 17:08:50.038463,RUN-FLUIDMATIC DIII MV 500ML,300
2025-05-29 18:12:21.152539,RUN-FLUIDMATIC DIII MV 500ML,300
2025-05-29 19:51:46.278957,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-29 20:28:34.018707,CRI-QUARTZ 5000 20W50 500ML,600
2025-05-29 20:38:43.896582,RUN-RUBIA TIR 7400 15W40 500ML,1200
2025-05-29 20:42:03.258465,RUN-QUARTZ 9000 SAE 5W40 5L,3000
2025-05-30 06:53:34.917341,MGM-FLUIDMATIC DIII MV 500ML,1200
2025-05-30 06:54:30.583546,MGM-QUARTZ 5000 20W50 500ML,600
2025-05-30 07:13:58.651015,GWE-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-30 07:40:24.323670,GREESE,400
2025-05-30 08:05:55.427800,RM-FLUIDMATIC CVT MV 1L,1000
2025-05-30 10:56:35.631029,RM-FLUIDMATIC DIII MV 500ML,600
2025-05-30 11:03:04.093410,CRI-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-30 12:37:21.487365,AVO-QUARTZ 5000 20W50 500ML,1500
2025-05-30 12:48:17.596946,RUN-QUARTZ 9000 SAE 5W40 5L,3000
2025-05-30 13:25:52.748103,ATF 500ML,600
2025-05-30 13:26:48.802152,5W40 500ML,300
2025-05-30 15:49:52.920507,RUN-FLUIDMATIC DIII MV 500ML,300
2025-05-30 15:51:46.903395,RM-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-30 15:52:29.253324,RM-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-30 15:52:56.409727,RM-QUARTZ 4X4 15W40 500ML,300
2025-05-30 16:00:36.320360,SUN-FLUIDMATIC DIII MV 500ML,300
2025-05-30 17:27:51.928305,AVO-RACE BRAKEFLUID DOT4+ 500ML,400
2025-05-30 18:45:03.272274,MSE-QUARTZ 5000 20W50 500ML,300
2025-05-30 18:45:03.488156,MSE-QUARTZ 4X4 15W40 500ML,1200
2025-05-30 20:21:08.675505,CHI-RUBIA TIR 7400 15W40 500ML,300
2025-05-30 21:44:05.847250,MAR-FLUIDMATIC CVT MV 1L,1000
2025-05-31 06:53:41.866005,15W40 500ML,300
2025-05-31 06:55:17.089707,TRO-RUBIA SX SAE40 500ML,300
2025-05-31 06:55:17.277037,TRO-RUBIA SX SAE40 500ML,300
2025-05-31 06:55:17.712771,TRO-NEPTUNA 2T SUPER SPORT 500ML,800
2025-05-31 08:06:34.688072,KAD-RUBIA TIR 7400 15W40 500ML,600
2025-05-31 11:37:58.562383,TUR-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-31 13:42:34.780941,RUN-NEPTUNA 2T SUPER SPORT 500ML,400
2025-05-31 15:16:43.997197,GWE-QUARTZ 9000 SAE 5W40 500ML,500
2025-05-31 16:13:13.763737,15W40 500ML,600
2025-05-31 16:55:50.748451,RUN-QUARTZ 9000 SAE 5W40 500ML,500
