created_at,product,amount
2024-10-22 07:22:39.532801,BAN-RUBIA TIR 7400 15W40 500ML,600
2024-10-22 09:34:06.154164,MGM-RUBIA TIR 7400 15W40 500ML,300
2024-11-09 01:04:00.959820,SAE40 500ML,400
2024-10-22 11:40:45.526717,BAN-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-09 05:34:31.059558,SAE40 500ML,400
2024-10-22 15:03:32.614678,MSA-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-22 16:13:54.745697,KIR-QUARTZ 3000 SG 20W50 500ML,600
2024-10-22 17:00:20.785472,CHI-RUBIA TIR 7400 SAE 15W40 5L,2500
2024-10-22 19:40:52.577509,CRI-RUBIA SX SAE40 500ML,300
2024-10-22 22:06:25.320529,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-23 06:15:18.240884,FOR-RUBIA TIR 7400 15W40 500ML,600
2024-10-23 07:03:43.595256,MPO-QUARTZ 9000 SAE 5W40 500ML,500
2024-10-23 07:04:26.220360,MPO-RUBIA TIR 7400 15W40 500ML,300
2024-10-23 07:43:23.546988,MPO-QUARTZ 9000 SAE 5W40 500ML,500
2024-10-23 07:46:28.394817,KIR-QUARTZ 3000 SG 20W50 500ML,600
2024-10-23 08:58:54.666824,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-23 10:38:10.082498,AVO-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-23 10:38:10.625389,CVT 1LTR,2000
2025-03-13 07:13:52.892704,5W40 500ML,500
2024-10-23 13:07:27.250550,GWE-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-23 14:31:15.646621,MGM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-23 14:32:23.390255,MGM-RUBIA SX SAE40 500ML,400
2024-10-23 14:34:29.720344,MGM-RUBIA SX SAE40 500ML,300
2024-10-23 14:35:07.075313,MGM-QUARTZ 5000 20W50 500ML,300
2025-03-13 07:14:14.464185,5W40 500ML,500
2024-10-23 16:23:33.025815,20W50 500ML,300
2024-10-23 16:23:35.223877,20W50 500ML,300
2024-10-23 16:23:35.772462,20W50 500ML,300
2024-10-23 16:40:33.119491,KIR-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-23 17:30:27.878132,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-23 17:51:10.990770,SAM-QUARTZ 5000 20W50 500ML,300
2024-10-23 18:13:43.615790,KAD-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-23 21:58:55.465210,5W40 500ML,1000
2025-03-13 07:30:11.618415,20W50 5LTRS,2200
2024-10-24 07:36:31.107117,KHA-QUARTZ 9000 SAE 5W40 500ML,400
2024-10-24 07:40:58.361220,15W40 500ML,300
2024-10-24 11:41:40.815248,MGM-RACE BRAKEFLUID DOT4+ 500ML,800
2024-10-24 11:45:44.129378,MGM-RUBIA SX SAE40 500ML,900
2024-10-24 12:40:04.861829,TRO-QUARTZ 5000 20W50 5L,2200
2024-10-24 16:09:33.412308,CHI-QUARTZ 3000 SG 20W50 500ML,600
2024-10-24 16:10:49.192563,CHI-QUARTZ 5000 20W50 500ML,300
2024-10-24 16:20:49.930031,SEK-QUARTZ 9000 SAE 5W40 5L,3000
2024-10-24 21:26:38.089572,MSE-QUARTZ 5000 20W50 500ML,600
2024-10-24 21:27:10.669504,MSE-QUARTZ 4X4 15W40 500ML,1500
2024-10-24 21:27:35.710298,MSE-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-24 21:28:12.662633,MSE-QUARTZ 5000 20W50 500ML,300
2024-10-24 23:43:21.107191,FIF-RACE BRAKEFLUID DOT4+ 500ML,1200
2024-10-24 23:44:11.619738,FIF-RUBIA SX SAE40 500ML,300
2024-10-24 23:44:50.025967,FIF-FLUIDMATIC DIII MV 500ML,600
2024-10-25 05:00:09.749807,CVT 1LTR,1000
2024-10-25 05:55:17.269582,5W40 500ML,500
2024-10-25 08:37:00.356202,AVO-QUARTZ 5000 20W50 500ML,600
2024-10-25 09:22:13.009634,SAM-NEPTUNA 2T SUPER SPORT 500ML,400
2024-10-25 10:07:23.392922,MGM-RUBIA SX SAE40 500ML,600
2024-10-25 16:00:44.931777,BAN-QUARTZ 4X4 15W40 500ML,300
2024-10-25 17:42:48.300079,BAN-QUARTZ 9000 SAE 5W40 500ML,2000
2024-10-25 17:47:58.722625,ATF 500ML,300
2024-10-25 19:13:57.183959,CHI-QUARTZ 5000 20W50 5L,1800
2024-10-25 23:35:55.021478,KAD-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-26 05:29:26.080427,FIF-RUBIA SX SAE40 500ML,600
2024-10-26 08:28:39.596434,MSA-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-26 08:31:41.366701,20W50 5LTRS,2200
2024-10-26 09:08:05.227094,MGM-QUARTZ 5000 20W50 500ML,900
2024-10-26 14:08:29.204914,KIR-QUARTZ 9000 SAE 5W40 500ML,500
2024-10-26 15:16:42.029416,KAD-FLUIDMATIC DIII MV 500ML,800
2024-10-26 16:33:35.140828,SEK-FLUIDMATIC CVT MV 1L,1000
2024-10-26 17:24:34.021902,TRO-QUARTZ 5000 20W50 5L,2200
2024-10-26 17:30:17.627363,TRO-RUBIA TIR 7400 15W40 500ML,600
2024-10-26 17:30:57.764412,TRO-NEPTUNA 2T SUPER SPORT 500ML,400
2024-10-26 17:32:10.932286,CHI-QUARTZ 5000 20W50 5L,4400
2024-10-26 17:33:12.995410,TRO-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-26 17:34:14.932824,CHI-RUBIA TIR 7400 15W40 500ML,300
2024-10-26 19:26:18.585570,CHI-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-26 22:15:10.158361,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-27 09:12:09.218971,KIR-QUARTZ 5000 20W50 500ML,300
2024-10-27 11:53:25.990412,5W40 500ML,500
2024-10-27 12:07:03.310687,MSA-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-27 12:30:58.549221,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-27 12:34:28.852911,CHI-QUARTZ 5000 20W50 500ML,300
2024-10-28 07:57:07.924016,20W50 500ML,1500
2024-10-28 09:34:54.884973,20W50 500ML,300
2024-10-27 14:54:51.248302,MSA-QUARTZ 9000 SAE 5W40 500ML,500
2024-10-27 16:20:51.605531,20W50 500ML,300
2024-10-27 16:21:28.021347,CHA-QUARTZ 4X4 15W40 500ML,300
2024-10-27 16:21:52.986812,TUR-QUARTZ 4X4 15W40 500ML,300
2024-10-27 16:24:54.610804,SAM-QUARTZ 5000 20W50 5L,2200
2024-10-27 16:37:10.492513,CHI-QUARTZ 5000 20W50 500ML,300
2024-10-28 09:35:31.185231,15W40 500ML,300
2024-10-27 20:53:57.550219,BAN-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-27 20:55:11.734215,BAN-RUBIA SX SAE40 500ML,400
2024-10-27 23:25:23.758586,GWE-QUARTZ 5000 20W50 500ML,300
2024-10-28 08:07:30.801874,CHA-RUBIA TIR 7400 SAE 15W40 20L,300
2024-10-28 08:59:06.649376,TRO-NEPTUNA 2T SUPER SPORT 500ML,1600
2024-10-28 10:26:30.495739,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-28 13:27:17.554101,5W40 500ML,500
2024-10-28 14:20:50.853843,ATF 500ML,300
2024-10-28 15:49:28.764589,AVO-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-28 15:54:00.051227,FIF-NEPTUNA 2T SUPER SPORT 500ML,1200
2024-10-28 15:54:22.352445,FIF-QUARTZ 4X4 15W40 500ML,500
2024-10-28 16:24:03.965051,MAR-QUARTZ 3000 SG 20W50 5L,5400
2024-10-28 16:33:06.288684,CVT 1LTR,2000
2024-10-28 16:57:11.773499,KIR-QUARTZ 5000 20W50 500ML,300
2024-10-28 16:59:26.191771,KIR-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-28 17:00:32.267103,CHI-RUBIA TIR 7400 15W40 500ML,600
2024-10-28 17:38:07.238626,KIR-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-28 17:40:04.459976,TRO-RUBIA TIR 7400 15W40 500ML,300
2024-10-28 18:19:18.460700,TRO-NEPTUNA 2T SUPER SPORT 500ML,1200
2024-10-28 21:35:55.761480,SAE40 500ML,300
2024-10-28 21:36:07.022487,ATF 500ML,300
2024-10-29 04:30:38.492059,15W40 500ML,600
2024-10-29 05:44:32.395424,RUN-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-29 07:45:39.793708,KIR-RACE BRAKEFLUID DOT4+ 500ML,500
2024-10-29 08:37:53.461380,MSA-QUARTZ 5000 20W50 500ML,300
2024-10-29 09:12:26.081134,SAM-QUARTZ 5000 20W50 500ML,300
2024-10-29 11:05:27.715567,KIR-QUARTZ 5000 20W50 500ML,300
2024-10-29 11:05:52.393256,KIR-RACE BRAKEFLUID DOT4+ 500ML,500
2024-10-29 11:12:45.873648,KIR-RACE BRAKEFLUID DOT4+ 500ML,200
2024-10-29 11:29:28.574965,TRO-NEPTUNA 2T SUPER SPORT 500ML,800
2024-10-29 11:30:17.784726,SHIELD D/INJECTOR CLEANER 350ML,400
2024-10-29 14:18:24.000917,KAD-RUBIA TIR 7400 15W40 500ML,600
2024-10-29 14:46:19.627042,SAM-FLUIDMATIC CVT MV 1L,1000
2024-10-29 14:47:23.855308,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-29 15:22:07.482948,SAE40 500ML,800
2024-10-31 06:24:57.917265,5W40 5LTRS,6000
2024-10-29 17:36:50.681998,CHI-RUBIA TIR 7400 15W40 500ML,600
2024-10-29 18:14:46.104723,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-30 05:29:47.724209,CHE-MULTIS EP 2 500G,700
2024-10-30 05:30:11.789988,CHE-MULTIS EP 2 500G,700
2024-10-30 05:30:48.341321,CHE-MULTIS EP 2 500G,700
2024-10-30 09:44:55.447336,MPO-RUBIA TIR 7400 15W40 500ML,600
2024-10-30 09:45:57.132178,MPO-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-30 10:12:18.784766,SAM-QUARTZ 4X4 15W40 500ML,600
2024-10-30 11:41:01.476781,TRO-NEPTUNA 2T SUPER SPORT 500ML,400
2024-10-30 12:40:52.488268,SAM-RUBIA TIR 7400 15W40 500ML,300
2024-10-30 14:32:41.243588,MSA-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-30 14:37:06.976420,MPO-QUARTZ 9000 SAE 5W40 500ML,500
2024-10-30 14:37:07.537551,MPO-QUARTZ 9000 SAE 5W40 500ML,500
2024-10-31 18:35:33.172965,SWIFTEX - 628CE,8000
2024-10-30 15:19:22.923233,BAN-FLUIDMATIC DIII MV 500ML,300
2024-10-30 15:28:09.726706,MPO-RUBIA TIR 7400 15W40 500ML,600
2024-10-30 15:28:47.048265,SAM-RUBIA TIR 7400 15W40 500ML,800
2024-10-30 16:21:45.820615,SEK-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-30 17:35:28.353590,MAR-QUARTZ 5000 20W50 500ML,600
2024-10-30 19:40:12.306449,MAR-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-31 05:33:18.184529,KAD-RUBIA TIR 7400 15W40 500ML,300
2024-10-31 08:11:39.351907,SAM-QUARTZ 5000 20W50 5L,2200
2024-10-31 09:00:21.127118,CRI-RUBIA SX SAE40 500ML,600
2024-10-31 09:05:42.285829,CHA-QUARTZ 9000 SAE 5W40 500ML,1000
2024-10-31 10:40:44.527717,KHA-QUARTZ 9000 SAE 5W40 500ML,500
2024-10-31 11:01:03.197816,KHA-QUARTZ 9000 SAE 5W40 5L,6000
2024-10-31 14:24:59.411366,CHI-QUARTZ 3000 SG 20W50 500ML,600
2024-10-31 14:30:06.023091,TRO-NEPTUNA 2T SUPER SPORT 500ML,400
2024-10-31 15:54:34.420325,SAE40 500ML,1600
2024-10-31 17:12:37.632452,RUN-RUBIA TIR 7400 15W40 500ML,600
2024-10-31 17:26:27.592812,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-31 17:40:10.460981,CHI-QUARTZ 5000 20W50 500ML,600
2024-10-31 17:40:53.199700,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-31 17:43:36.769118,CHI-QUARTZ 5000 20W50 500ML,300
2024-10-31 18:10:49.282143,MSA-RACE BRAKEFLUID DOT4+ 500ML,400
2024-10-31 19:09:53.218829,20W50 500ML,300
2024-10-31 19:34:54.052496,CHE-RUBIA TIR 7400 15W40 500ML,300
2024-10-31 19:35:26.354429,CHE-RUBIA TIR 7400 SAE 15W40 5L,300
2024-10-31 19:36:52.444974,CHE-RUBIA TIR 7400 15W40 500ML,300
2024-10-31 19:42:20.972409,MSE-QUARTZ 5000 20W50 5L,2200
2024-10-31 19:42:33.687683,MSE-QUARTZ 5000 20W50 500ML,300
2024-10-31 19:43:09.229289,MSE-QUARTZ 9000 SAE 5W40 500ML,2000
2024-10-31 19:43:30.951151,MSE-FLUIDMATIC CVT MV 1L,1000
2024-10-31 19:43:42.232344,MSE-QUARTZ 5000 20W50 500ML,300
2024-10-31 21:22:44.331796,20W50 5LTRS,1800
2024-10-31 22:02:35.638167,MSA-FLUIDMATIC DIII MV 500ML,600
2024-11-01 06:01:27.841961,GWE-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-01 07:03:05.312935,SAM-QUARTZ 5000 20W50 500ML,900
2024-11-01 08:29:14.609251,KAD-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-01 09:35:53.917758,BRAKE FLUID 500ML,400
2024-11-01 09:40:06.302157,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-01 11:54:12.301454,SAM-QUARTZ 3000 SG 20W50 500ML,300
2024-11-01 11:58:15.806040,CHI-QUARTZ 5000 20W50 500ML,300
2024-11-01 14:59:28.131758,TUR-QUARTZ 3000 SG 20W50 5L,50000
2024-11-01 16:41:45.884995,CHE-QUARTZ 5000 20W50 500ML,1200
2024-11-01 19:39:47.889661,SAE40 500ML,800
2024-11-01 21:05:43.207802,CRI-QUARTZ 5000 20W50 500ML,1000
2024-11-01 22:20:58.277047,SEK-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-02 00:01:10.009057,15W40 500ML,300
2024-11-02 00:01:54.765366,15W40 500ML,300
2024-11-02 04:37:39.139982,SAE40 500ML,400
2024-11-02 08:51:26.316793,SEK-RACE BRAKEFLUID DOT4+ 500ML,800
2024-11-02 09:28:53.011584,TRO-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-02 10:35:29.706463,SAM-QUARTZ 5000 20W50 500ML,600
2024-11-02 11:32:13.560578,CHA-RUBIA TIR 7400 15W40 500ML,600
2024-11-02 16:28:10.774379,20W50 500ML,300
2024-11-02 18:38:39.429073,TRO-QUARTZ 5000 20W50 500ML,300
2024-11-02 18:56:06.872356,TRO-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-02 19:19:27.220599,SEK-QUARTZ 5000 20W50 500ML,900
2024-11-02 22:43:35.933420,BRAKE FLUID 500ML,400
2024-11-02 23:41:08.295356,15W40 500ML,300
2024-11-02 23:41:30.003316,15W40 500ML,300
2024-11-03 07:09:11.496536,TRO-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-03 08:53:24.626824,ATF 500ML,300
2024-11-03 08:54:27.976997,KHA-RUBIA TIR 7400 15W40 500ML,300
2024-11-03 09:26:19.652171,SEK-QUARTZ 9000 SAE 5W40 500ML,1000
2024-11-03 12:28:29.639269,CHI-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-03 13:47:54.443984,MSA-QUARTZ 9000 SAE 5W40 500ML,1000
2024-11-03 14:44:17.514603,SEK-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-03 16:00:05.131773,SEK-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-03 16:06:41.642483,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-03 18:13:25.281100,TRO-QUARTZ 5000 20W50 5L,2200
2024-11-03 19:46:21.208986,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-03 20:35:15.196060,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-03 22:06:05.455851,KIR-RACE BRAKEFLUID DOT4+ 500ML,800
2024-11-04 05:58:49.318165,KIR-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-04 07:03:16.568131,AVO-RUBIA TIR 7400 15W40 500ML,300
2024-11-04 07:04:14.480935,20W50 500ML,600
2024-11-04 08:10:45.367905,CRI-RUBIA SX SAE40 500ML,600
2024-11-04 12:16:42.422118,CRI-QUARTZ 9000 SAE 5W40 5L,3000
2024-11-04 14:23:13.768641,SAM-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-04 16:16:18.491563,FIF-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-04 16:16:55.385928,FIF-RUBIA SX SAE40 500ML,1200
2024-11-04 16:26:06.918878,RM-QUARTZ 4X4 15W40 500ML,31200
2024-11-04 16:43:19.893733,KAD-RACE BRAKEFLUID DOT4+ 500ML,800
2024-11-04 17:51:05.100559,CHA-FLUIDMATIC DIII MV 500ML,300
2025-03-14 09:25:24.021358,SEK-FLUIDMATIC DIII MV 500ML,600
2024-11-04 18:26:22.311059,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-04 18:28:37.076992,SEK-QUARTZ 9000 SAE 5W40 500ML,400
2024-11-04 19:14:08.685476,TRO-RUBIA TIR 7400 15W40 500ML,600
2024-11-04 22:31:38.285021,CHI-QUARTZ 5000 20W50 500ML,300
2024-11-05 02:26:29.029461,KIR-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-05 05:31:53.830839,15W40 500ML,300
2024-11-05 06:07:15.306863,20W50 500ML,300
2024-11-05 06:08:03.647057,20W50 500ML,300
2024-11-05 06:37:35.882102,MPO-RUBIA TIR 7400 SAE 15W40 5L,2500
2024-11-05 06:39:24.585185,TRO-RUBIA TIR 7400 SAE 15W40 5L,2500
2024-11-05 07:08:48.226124,TRO-NEPTUNA 2T SUPER SPORT 500ML,800
2024-11-05 07:10:34.543107,TRO-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-05 08:00:25.036299,20W50 500ML,300
2024-11-05 09:29:32.065327,5W40 5LTRS,3000
2024-11-05 09:58:42.816679,5W40 500ML,500
2024-11-05 15:51:09.436998,FIF-RUBIA SX SAE40 500ML,600
2024-11-05 15:51:53.766023,FIF-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-05 15:53:15.473590,ATF 500ML,3000
2024-11-05 15:58:19.646351,20W50 500ML,300
2024-11-05 16:21:49.919046,CHA-RUBIA TIR 7400 15W40 500ML,600
2024-11-05 16:22:29.505150,CHA-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-05 17:18:05.043043,SEK-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-05 17:34:04.083263,20W50 500ML,300
2024-11-05 17:34:52.691266,20W50 500ML,300
2024-11-06 07:34:47.930537,CVT 1LTR,1000
2024-11-06 08:35:29.947456,KIR-QUARTZ 9000 SAE 5W40 500ML,1500
2024-11-06 09:00:45.763285,SAM-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-06 09:28:14.924793,KIR-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-06 09:33:13.346461,SEK-FLUIDMATIC CVT MV 1L,1000
2024-11-06 09:33:50.254526,SEK-QUARTZ 5000 20W50 500ML,300
2024-11-06 13:37:53.271230,GWE-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-06 15:22:27.024647,FIF-RUBIA SX SAE40 500ML,300
2024-11-06 15:23:19.950693,FIF-FLUIDMATIC DIII MV 500ML,300
2024-11-06 16:09:36.810436,SAM-QUARTZ 5000 20W50 500ML,300
2024-11-06 21:12:03.144428,CHI-FLUIDMATIC CVT MV 1L,1000
2024-11-06 23:55:27.818736,MOS-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-07 06:56:21.001869,SAM-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-07 08:47:54.604029,MSE-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-07 08:48:26.695757,MSE-QUARTZ 9000 SAE 5W40 500ML,1000
2024-11-07 08:48:37.911283,MSE-QUARTZ 5000 20W50 500ML,600
2024-11-07 10:15:53.804804,CHE-QUARTZ 5000 20W50 500ML,300
2024-11-07 11:09:14.744999,CHI-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-07 11:53:18.631160,CHI-FLUIDMATIC CVT MV 1L,1000
2024-11-07 12:13:23.904155,SEK-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-07 13:50:52.565851,GWE-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-07 14:12:29.709969,GWE-RUBIA SX SAE40 500ML,600
2024-11-07 15:14:07.391440,CHI-QUARTZ 5000 20W50 500ML,900
2024-11-07 15:50:37.849023,KHA-RACE BRAKEFLUID DOT4+ 500ML,1200
2024-11-07 16:15:25.029643,CHE-QUARTZ 4X4 15W40 5L,2500
2024-11-07 16:32:34.661763,SAM-QUARTZ 5000 20W50 500ML,300
2024-11-07 16:53:10.439774,CHE-QUARTZ 3000 SG 20W50 500ML,7500
2024-11-07 18:32:37.980621,TRO-NEPTUNA 2T SUPER SPORT 500ML,800
2024-11-07 21:11:51.659813,SEK-QUARTZ 5000 20W50 500ML,600
2024-11-08 05:16:57.883586,FOR-RUBIA SX SAE40 500ML,400
2024-11-08 05:25:27.151744,MOS-FLUIDMATIC CVT MV 1L,1000
2024-11-08 07:12:33.581844,KIR-QUARTZ 9000 SAE 5W40 500ML,1000
2024-11-29 13:48:24.686855,5W40 5LTRS,2500
2024-11-08 09:13:06.866885,SEK-RACE BRAKEFLUID DOT4+ 500ML,800
2024-11-08 10:13:19.316594,KIR-QUARTZ 9000 SAE 5W40 500ML,1000
2024-11-08 11:26:50.716582,SEK-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-08 12:01:02.054960,5W40 5LTRS,6000
2024-11-08 12:03:49.868793,MSA-QUARTZ 5000 20W50 5L,2200
2024-11-08 12:04:33.625565,MSA-QUARTZ 9000 SAE 5W40 500ML,1000
2024-11-08 14:30:51.005208,TUR-QUARTZ 3000 SG 20W50 5L,2500
2024-11-08 16:33:54.999837,SEK-QUARTZ 9000 SAE 5W40 500ML,1000
2024-12-02 22:12:48.081950,20W50 5LTRS,1800
2024-11-08 21:03:18.080615,CHI-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-08 21:52:50.789419,CHI-FLUIDMATIC CVT MV 1L,2000
2024-11-08 22:15:36.409422,SAE40 500ML,300
2024-11-09 01:02:57.960786,FIF-FLUIDMATIC DIII MV 500ML,300
2024-11-09 05:52:12.682448,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-09 07:30:36.565051,CHE-RUBIA TIR 7400 15W40 500ML,300
2024-11-09 07:31:08.579199,CHE-RUBIA TIR 7400 15W40 500ML,300
2024-11-09 07:50:29.663105,KIR-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-09 08:30:00.149710,5W40 500ML,1000
2024-11-09 08:38:40.720384,SEK-QUARTZ 5000 20W50 500ML,600
2024-11-09 08:42:36.622305,CHE-RUBIA TIR 7400 15W40 500ML,300
2024-11-09 08:45:28.098328,CHE-RUBIA TIR 7400 15W40 500ML,300
2024-11-09 12:02:37.529571,TUR-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-09 12:45:13.580203,TUR-QUARTZ 4X4 15W40 500ML,600
2024-11-09 12:55:05.866719,MAR-NEPTUNA 2T SUPER SPORT 500ML,400
2024-11-09 13:12:39.514138,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-09 13:46:10.746079,FIF-RUBIA SX SAE40 500ML,300
2024-11-09 16:08:11.125962,GWE-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-09 16:15:06.649905,CRI-QUARTZ 9000 SAE 5W40 500ML,1000
2024-11-09 16:21:05.801940,CRI-QUARTZ 4X4 15W40 500ML,300
2024-11-09 18:25:25.933560,SEK-QUARTZ 5000 20W50 500ML,300
2024-11-09 19:56:26.273109,MAR-QUARTZ 5000 20W50 500ML,300
2024-11-10 07:19:51.979248,SEK-QUARTZ 9000 SAE 5W40 500ML,1000
2024-11-10 07:30:25.717652,SAM-QUARTZ 5000 20W50 500ML,600
2024-11-10 07:38:43.322609,CHA-QUARTZ 5000 20W50 500ML,300
2024-11-10 08:26:39.028517,SAM-QUARTZ 5000 20W50 500ML,600
2024-11-10 08:50:13.483642,SAM-QUARTZ 5000 20W50 500ML,600
2024-11-10 08:52:43.283910,KAD-RUBIA SX SAE40 500ML,600
2024-11-10 10:57:08.998811,CHE-RUBIA TIR 7400 15W40 500ML,300
2024-11-10 11:12:32.274230,FOR-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-10 11:23:27.860487,KIR-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-10 12:16:55.926835,CHI-QUARTZ 5000 20W50 500ML,300
2024-11-10 12:18:55.081326,CHI-RUBIA TIR 7400 SAE 15W40 5L,2500
2024-11-10 12:19:59.503678,CHI-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-10 13:54:20.583924,5W40 500ML,500
2024-11-10 14:55:05.919915,SAM-QUARTZ 5000 20W50 500ML,300
2024-11-10 17:02:06.182220,CHE-QUARTZ 5000 20W50 5L,2200
2024-11-10 17:03:43.027745,CHE-QUARTZ 5000 20W50 500ML,300
2024-11-10 17:04:17.827883,CHE-QUARTZ 5000 20W50 500ML,300
2024-11-10 17:51:47.736847,SAM-RACE BRAKEFLUID DOT4+ 500ML,400
2024-12-03 11:04:06.276018,5W40 500ML,500
2024-11-10 19:42:04.059366,SEK-QUARTZ 5000 20W50 500ML,300
2024-11-10 21:29:16.597304,MAR-QUARTZ 5000 20W50 500ML,300
2024-11-11 05:52:14.702456,5W40 500ML,500
2024-11-11 05:54:43.365714,FIF-RACE BRAKEFLUID DOT4+ 500ML,400
2024-11-11 05:55:15.466117,SAE40 500ML,1200
2024-11-11 07:10:15.923003,CRI-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-11 08:06:54.809918,MSA-QUARTZ 5000 20W50 500ML,300
2024-11-11 08:07:48.189387,AVO-RACE BRAKEFLUID DOT4+ 500ML,500
2024-11-11 12:44:52.470242,CHI-QUARTZ 5000 20W50 500ML,300
2024-11-11 12:55:50.646073,SEK-QUARTZ 5000 20W50 500ML,600
2024-11-11 14:30:46.797979,SEK-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-11 15:55:03.099180,KIR-QUARTZ 9000 SAE 5W40 500ML,2500
2024-11-11 16:45:41.563363,AVO-RACE BRAKEFLUID DOT4+ 500ML,300
2024-11-11 21:46:44.975001,CHI-QUARTZ 5000 20W50 5L,2200
2024-11-11 22:47:52.636606,CHA-MULTIS EP 2 500G,400
2024-11-12 06:38:51.103569,MSA-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-12 06:44:56.083789,SEK-QUARTZ 5000 20W50 500ML,300
2024-11-12 07:36:32.796076,CHI-QUARTZ 5000 20W50 500ML,300
2024-11-12 12:35:23.676566,MSA-QUARTZ 9000 SAE 5W40 500ML,500
2024-11-12 12:49:32.991603,CHE-QUARTZ 5000 20W50 500ML,300
2024-11-12 12:49:44.070974,MPO-RUBIA TIR 7400 SAE 15W40 5L,5000
2024-11-12 12:50:58.151329,MPO-RUBIA TIR 7400 15W40 500ML,300
2024-11-12 13:26:56.360263,SAM-QUARTZ 5000 20W50 500ML,600
2024-11-12 16:03:06.094517,20W50 500ML,300
