created_at,description,product,amount
2020-11-30 16:34:16,SALE : GRANITESIDE USD LUBRICANTS : GRANITESIDE,GRANITESIDE USD LUBRICANTS,21.0
2020-12-11 11:55:44,SALE : MUTARE SECOND USD LUBRICANTS : MUTARE SECOND STREET,MUTARE SECOND USD LUBRICANTS,220.0
2020-12-24 07:08:19,SALE : CHINHOYI USD LUBRICANTS : CHINHOYI,CHINHOYI USD LUBRICANTS,18.6
2020-12-29 09:53:25,SALE : CHINHAMO USD LUBRICANTS : CHINHAMO,CHINHAMO USD LUBRICANTS,46.8
2021-01-04 12:56:30,SALE : MSASA USD LUBRICANTS : MSASA,MSASA USD LUBRICANTS,5.0
2021-01-07 12:40:08,SALE : RUNIVILLE USD LUBRICANTS : RUNIVILLE,RUNIVILLE USD LUBRICANTS,3.0
2021-01-09 08:11:48,SALE : MSASA USD LUBRICANTS : MSASA,MSASA USD LUBRICANTS,22.0
2021-01-16 07:58:10,SALE : MUTARE USD LUBRICANTS : MUTARE,MUTARE USD LUBRICANTS,100.0
2021-01-21 11:05:25,SALE : AVONDALE USD LUBRICANTS : AVONDALE,AVONDALE USD LUBRICANTS,9.0
2021-01-30 14:01:31,SALE : AVONDALE USD LUBRICANTS : AVONDALE,AVONDALE USD LUBRICANTS,30.0
2021-02-13 14:28:48,SALE : RUNIVILLE USD LUBRICANTS : RUNIVILLE,RUNIVILLE USD LUBRICANTS,16.0
2021-02-14 14:59:46,SALE : KADOMA USD LUBRICANTS : KADOMA,KADOMA USD LUBRICANTS,30.0
2021-02-20 07:36:44,SALE : SAMORA USD LUBRICANTS : SAMORA,SAMORA USD LUBRICANTS,16.0
2021-03-03 16:15:10,SALE : GRANITESIDE USD LUBRICANTS : GRANITESIDE,GRANITESIDE USD LUBRICANTS,12.0
2021-03-04 07:39:32,SALE : 5W40 5LTRS : POMONA,5W40 5LTRS,36.0
2021-03-04 14:42:44,SALE : MPOPOMA USD LUBRICANTS : MPOPOMA,MPOPOMA USD LUBRICANTS,48.0
2021-03-07 12:36:09,SALE : 5W40 5LTRS : CHARTER,5W40 5LTRS,102.9
2021-03-11 13:18:27,SALE : RUNIVILLE USD LUBRICANTS : RUNIVILLE,RUNIVILLE USD LUBRICANTS,6.0
2021-03-14 17:01:37,SALE : SAE40 5LTRS : MSASA,SAE40 5LTRS,16.0
2021-03-16 09:33:42,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,3.0
2021-03-16 09:37:43,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,3.0
2021-03-16 11:28:22,SALE : 5W40 500ML : MSASA,5W40 500ML,3.0
2021-03-17 18:05:35,SALE : COOLANT COOLANT : GRANITESIDE,COOLANT COOLANT,6.0
2021-03-18 17:51:56,SALE : 20W50 500ML : AVONDALE,20W50 500ML,6.0
2021-03-18 17:58:24,SALE : 20W50 500ML : AVONDALE,20W50 500ML,3.0
2021-03-19 15:38:09,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,40.18
2021-03-20 14:31:48,SALE : SAE40 5LTRS : RUNIVILLE,SAE40 5LTRS,16.0
2021-03-21 07:26:34,SALE : COOLANT COOLANT : POMONA,COOLANT COOLANT,3.0
2021-03-23 11:46:46,SALE : BRAKE FLUID 500ML : POMONA,BRAKE FLUID 500ML,50.0
2021-03-28 11:18:03,SALE : ATF 500ML : AVONDALE,ATF 500ML,3.0
2021-03-30 10:05:27,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,6.0
2021-03-31 09:10:04,SALE : COOLANT COOLANT : AVONDALE,COOLANT COOLANT,3.0
2021-04-01 10:39:24,SALE : 15W40 5LTRS : MSASA,15W40 5LTRS,38.43
2021-04-02 07:28:29,SALE : 5W40 500ML : AVONDALE,5W40 500ML,3.0
2021-04-02 13:10:43,SALE : 20W50 500ML : FORD,20W50 500ML,41.0
2021-04-03 10:10:30,SALE : 20W50 5LTRS : ROADPORT,20W50 5LTRS,16.0
2021-04-03 11:00:23,SALE : ATF 500ML : AVONDALE,ATF 500ML,3.0
2021-04-05 16:10:19,SALE : 5W40 500ML : AVONDALE,5W40 500ML,3.0
2021-04-06 12:21:58,SALE : 20W50 500ML : KAMBUZUMA,20W50 500ML,24.8
2021-04-07 09:10:02,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,9.0
2021-04-07 13:19:51,SALE : SAE40 500ML : POMONA,SAE40 500ML,3.0
2021-04-10 13:03:08,SALE : 20W50 5LTRS : GRANITESIDE,20W50 5LTRS,16.0
2021-04-13 15:48:50,SALE : COOLANT COOLANT : ROADPORT,COOLANT COOLANT,40.0
2021-04-13 17:29:14,SALE : COOLANT COOLANT : FORT STREET,COOLANT COOLANT,6.0
2021-04-16 18:16:24,SALE : 15W40 500ML : POMONA,15W40 500ML,6.0
2021-04-17 06:59:04,SALE : 5W40 500ML : POMONA,5W40 500ML,3.0
2021-04-17 10:40:54,SALE : ATF 500ML : ROADPORT,ATF 500ML,3.0
2021-04-19 15:01:16,SALE : 20W50 500ML : CHARTER,20W50 500ML,38.4
2021-04-20 10:18:15,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,6.0
2021-04-20 14:23:32,SALE : 20W50 500ML : TROUTBECK,20W50 500ML,6.0
2021-04-20 15:39:54,SALE : 5W40 500ML : MSASA,5W40 500ML,3.0
2021-04-22 07:45:55,SALE : 20W50 500ML : POMONA,20W50 500ML,6.0
2021-04-23 13:24:19,SALE : 20W50 5LTRS : GRANITESIDE,20W50 5LTRS,16.0
2021-04-23 15:19:28,SALE : 15W40 5LTRS : ROADPORT,15W40 5LTRS,18.0
2021-04-26 07:00:20,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,8.0
2021-04-28 17:54:15,SALE : 15W40 500ML : POMONA,15W40 500ML,8.0
2021-04-28 18:54:45,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
2021-04-30 09:32:45,SALE : 15W40 500ML : POMONA,15W40 500ML,4.0
2021-04-30 15:17:33,SALE : SAE40 5LTRS : GRANITESIDE,SAE40 5LTRS,20.0
2021-04-30 15:18:39,SALE : COOLANT COOLANT : GRANITESIDE,COOLANT COOLANT,8.0
2021-04-30 18:37:26,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2021-05-01 14:24:38,SALE : 20W50 500ML : CHARTER,20W50 500ML,66.91
2021-05-02 10:28:15,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,24.82
2021-05-02 16:11:09,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,8.0
2021-05-02 16:16:47,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,8.0
2021-05-03 12:25:41,SALE : 20W50 500ML : AVONDALE,20W50 500ML,6.0
2021-05-03 14:54:33,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,6.0
2021-05-05 16:02:22,SALE : 20W50 500ML : AVONDALE,20W50 500ML,52.0
2021-05-06 14:49:43,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,58.09
2021-05-07 07:55:26,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2021-05-07 09:49:29,SALE : SAE40 500ML : FIFE STREET,SAE40 500ML,3.0
2021-05-07 12:29:51,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,4.0
2021-05-07 16:42:23,SALE : SAE40 500ML : POMONA,SAE40 500ML,6.0
2021-05-08 18:21:27,SALE : BRAKE FLUID 500ML : SUNWAY CITY,BRAKE FLUID 500ML,20.0
2021-05-09 17:44:30,SALE : 5W40 5LTRS : RUNIVILLE,5W40 5LTRS,4.0
2021-05-10 11:50:23,SALE : ATF 500ML : KIRKMAN,ATF 500ML,4.0
2021-05-10 12:31:46,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,8.0
2021-05-10 13:41:58,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,5.0
2021-05-10 16:24:46,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,6.0
2021-05-11 17:04:04,SALE : 15W40 500ML : POMONA,15W40 500ML,8.0
2021-05-13 06:50:35,SALE : 15W40 5LTRS : SAMORA,15W40 5LTRS,22.0
2021-05-13 17:52:34,SALE : 5W40 500ML : POMONA,5W40 500ML,30.0
2021-05-14 16:25:35,SALE : BRAKE FLUID 500ML : CHARTER,BRAKE FLUID 500ML,44.0
2021-05-15 11:41:12,SALE : 20W50 500ML : TYNWALD,20W50 500ML,9.0
2021-05-16 06:44:25,SALE : SAE40 500ML : MSASA,SAE40 500ML,3.0
2021-05-17 08:22:23,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,3.0
2021-05-19 09:43:46,SALE : 15W40 5LTRS : ROADPORT,15W40 5LTRS,120.0
2021-05-19 16:35:05,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,3.0
2021-05-19 16:35:47,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,8.0
2021-05-20 15:53:14,SALE : 15W40 5LTRS : ROADPORT,15W40 5LTRS,60.0
2021-05-21 16:39:29,SALE : BRAKE FLUID 500ML : SAMORA,BRAKE FLUID 500ML,4.0
2021-05-23 16:06:04,SALE : 20W50 500ML : SNAKE PARK,20W50 500ML,586.5
2021-05-27 16:27:27,SALE : 15W40 500ML : POMONA,15W40 500ML,8.0
2021-05-27 16:43:53,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,4.0
2021-05-28 12:56:47,SALE : ATF 500ML : MSASA,ATF 500ML,4.0
2021-05-28 15:47:37,SALE : 5W40 500ML : SUNWAY CITY,5W40 500ML,10.0
2021-05-29 13:41:06,SALE : 15W40 500ML : TYNWALD,15W40 500ML,38.09
2021-05-31 15:39:47,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
2021-05-31 15:40:38,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2021-05-31 17:22:09,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
2021-06-01 19:04:07,SALE : SAE40 5LTRS : MUTARE GREEN MARKET,SAE40 5LTRS,126.0
2021-06-01 19:05:54,SALE : 20W50 5LTRS : MUTARE GREEN MARKET,20W50 5LTRS,60.0
2021-06-02 06:32:44,SALE : 15W40 5LTRS : MARONDERA,15W40 5LTRS,44.0
2021-06-02 08:50:06,SALE : 20W50 5LTRS : MSASA,20W50 5LTRS,20.0
2021-06-03 14:14:49,SALE : 15W40 5LTRS : ROADPORT,15W40 5LTRS,61.0
2021-06-05 13:42:09,SALE : 15W40 5LTRS : MSASA,15W40 5LTRS,22.0
2021-06-05 18:01:44,SALE : BRAKE FLUID 500ML : POMONA,BRAKE FLUID 500ML,4.0
2021-06-06 11:52:48,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,8.0
2021-06-06 13:48:23,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2021-06-06 13:49:47,SALE : BRAKE FLUID 500ML : AVONDALE,BRAKE FLUID 500ML,4.0
2021-06-07 10:00:39,SALE : ATF 500ML : RUNIVILLE,ATF 500ML,4.0
2021-06-07 10:03:09,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,3.0
2021-06-07 16:31:21,SALE : ATF 500ML : KAMBUZUMA,ATF 500ML,19.04
2021-06-08 11:52:55,SALE : ATF 500ML : GRANITESIDE,ATF 500ML,65.53
2021-06-11 09:36:35,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,6.0
2021-06-11 10:07:00,SALE : ATF 500ML : POMONA,ATF 500ML,4.0
2021-06-13 14:51:17,SALE : 15W40 500ML : CHARTER,15W40 500ML,70.62
2021-06-14 10:15:01,SALE : 15W40 5LTRS : ROADPORT,15W40 5LTRS,61.0
2021-06-17 08:06:47,SALE : 20W50 500ML : MSASA,20W50 500ML,6.0
2021-06-17 09:05:47,SALE : BRAKE FLUID 500ML : MSASA,BRAKE FLUID 500ML,4.0
2021-06-17 15:17:22,SALE : 5W40 500ML : R MUGABE,5W40 500ML,101.6
2021-06-17 18:53:35,SALE : BRAKE FLUID 500ML : GRANITESIDE,BRAKE FLUID 500ML,4.0
2021-06-20 08:24:25,SALE : 5W40 5LTRS : FORD,5W40 5LTRS,50.0
2021-06-21 17:15:45,SALE : SAE40 500ML : GRANITESIDE,SAE40 500ML,3.0
2021-06-22 08:26:05,SALE : 5W40 5LTRS : GWERU,5W40 5LTRS,75.0
2021-06-22 13:15:12,SALE : SAE40 5LTRS : RUNIVILLE,SAE40 5LTRS,18.0
2021-06-23 15:07:34,SALE : 20W50 500ML : SAMORA,20W50 500ML,3.0
2021-06-23 15:08:37,SALE : 20W50 5LTRS : SAMORA,20W50 5LTRS,20.0
2021-06-24 19:01:58,SALE : SAE40 5LTRS : GRANITESIDE,SAE40 5LTRS,18.0
2021-06-24 19:02:57,SALE : COOLANT COOLANT : GRANITESIDE,COOLANT COOLANT,4.0
2021-06-25 08:56:07,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2021-06-25 11:58:25,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,15.0
2021-06-25 13:29:12,SALE : 80W90 5LTRS : MSASA,80W90 5LTRS,60.0
2021-06-25 13:55:26,SALE : 80W90 5LTRS : MSASA,80W90 5LTRS,60.0
2021-06-26 08:28:35,SALE : 15W40 5LTRS : MSASA,15W40 5LTRS,66.0
2021-06-26 17:32:07,SALE : 15W40 5LTRS : KADOMA,15W40 5LTRS,22.0
2021-06-27 07:40:30,SALE : 80W90 500ML : RUNIVILLE,80W90 500ML,20.0
2021-06-27 08:00:30,SALE : 80W90 5LTRS : GRANITESIDE,80W90 5LTRS,40.0
2021-06-27 11:21:33,SALE : 15W40 500ML : POMONA,15W40 500ML,4.0
2021-06-27 17:04:20,SALE : 80W90 5LTRS : MSASA,80W90 5LTRS,20.0
2021-06-28 17:48:54,SALE : 15W40 5LTRS : MSASA,15W40 5LTRS,44.0
2021-06-30 13:37:34,SALE : ATF 500ML : RUNIVILLE,ATF 500ML,4.0
2021-07-01 10:03:59,SALE : CVT 1LTR : POMONA,CVT 1LTR,10.0
2021-07-02 15:11:30,SALE : ATF 500ML : KIRKMAN,ATF 500ML,8.0
2021-07-03 09:00:36,SALE : 5W40 500ML : AVONDALE,5W40 500ML,5.0
2021-07-03 09:30:08,SALE : SAE40 5LTRS : SAMORA,SAE40 5LTRS,18.0
2021-07-03 09:32:52,SALE : SAE40 5LTRS : SAMORA,SAE40 5LTRS,18.0
2021-07-03 21:07:59,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,20.0
2021-07-04 10:50:46,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2021-07-05 13:44:44,SALE : 20W50 500ML : GRANITESIDE,20W50 500ML,6.0
2021-07-05 15:52:30,SALE : SAE40 500ML : GRANITESIDE,SAE40 500ML,3.0
2021-07-05 15:53:13,SALE : BRAKE FLUID 500ML : GRANITESIDE,BRAKE FLUID 500ML,4.0
2021-07-05 16:54:08,SALE : 20W50 500ML : FORD,20W50 500ML,6.0
2021-07-07 11:52:52,SALE : ATF 500ML : ROADPORT,ATF 500ML,8.0
2021-07-07 21:45:01,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,40.0
2021-07-09 10:30:50,SALE : 5W40 500ML : SNAKE PARK,5W40 500ML,5.0
2021-07-09 11:05:10,SALE : 20W50 500ML : MUTARE GREEN MARKET,20W50 500ML,3.0
2021-07-09 14:15:33,SALE : SAE40 5LTRS : GRANITESIDE,SAE40 5LTRS,18.0
2021-07-10 13:53:26,SALE : ATF 500ML : AVONDALE,ATF 500ML,8.0
2021-07-12 10:43:25,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,15.0
2021-07-12 10:50:44,SALE : SAE40 500ML : MUTARE SECOND STREET,SAE40 500ML,3.0
2021-07-13 11:12:32,SALE : BRAKE FLUID 500ML : AVONDALE,BRAKE FLUID 500ML,8.0
2021-07-14 08:29:16,SALE : 5W40 500ML : SNAKE PARK,5W40 500ML,15.0
2021-07-14 11:01:09,SALE : 15W40 5LTRS : CHINHAMO,15W40 5LTRS,75.0
2021-07-15 15:16:37,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,6.0
2021-07-15 19:29:50,SALE : SAE40 500ML : KIRKMAN,SAE40 500ML,3.0
2021-07-17 11:08:52,SALE : SAE40 5LTRS : SAMORA,SAE40 5LTRS,18.0
2021-07-17 16:07:18,SALE : 15W40 5LTRS : SNAKE PARK,15W40 5LTRS,22.0
2021-07-19 11:37:06,SALE : CVT 1LTR : GWERU,CVT 1LTR,100.0
2021-07-22 14:58:40,SALE : 20W50 500ML : ROADPORT,20W50 500ML,6.0
2021-07-23 08:31:31,SALE : SAE40 500ML : MUTARE SECOND STREET,SAE40 500ML,3.0
2021-07-24 11:47:05,SALE : 5W40 500ML : AVONDALE,5W40 500ML,5.0
2021-07-24 12:25:37,SALE : 15W40 5LTRS : ROADPORT,15W40 5LTRS,61.0
2021-07-25 10:02:02,SALE : CVT 1LTR : KIRKMAN,CVT 1LTR,10.0
2021-07-25 10:05:13,SALE : ATF 500ML : MUTARE SECOND STREET,ATF 500ML,82.6
2021-07-26 03:46:02,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2021-07-26 15:02:36,SALE : BRAKE FLUID 500ML : MSASA,BRAKE FLUID 500ML,4.0
2021-07-27 10:50:58,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,20.0
2021-07-27 16:38:42,SALE : 5W40 500ML : SAMORA,5W40 500ML,20.0
2021-07-28 09:36:41,SALE : 5W40 500ML : POMONA,5W40 500ML,5.0
2021-07-28 10:15:58,SALE : SAE40 500ML : GRANITESIDE,SAE40 500ML,6.0
2021-07-28 10:16:49,SALE : ATF 500ML : GRANITESIDE,ATF 500ML,4.0
2021-07-28 17:45:27,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,20.0
2021-07-29 08:42:53,SALE : BRAKE FLUID 500ML : FIFE STREET,BRAKE FLUID 500ML,6.0
2021-08-04 10:57:27,SALE : SAE40 500ML : MUTARE GREEN MARKET,SAE40 500ML,6.0
2021-08-06 08:34:09,SALE : ATF 500ML : POMONA,ATF 500ML,4.0
2021-08-06 09:35:53,SALE : 5W40 500ML : MSASA,5W40 500ML,5.0
2021-08-06 09:40:52,SALE : ATF 500ML : MSASA,ATF 500ML,4.0
2021-08-06 16:01:30,SALE : 15W40 500ML : KIRKMAN,15W40 500ML,28.0
2021-08-09 12:07:55,SALE : 15W40 500ML : FORD,15W40 500ML,8.0
2021-08-09 17:55:44,SALE : SAE40 500ML : MSASA,SAE40 500ML,6.0
2021-08-11 09:09:22,SALE : SAE40 500ML : MUTARE GREEN MARKET,SAE40 500ML,3.0
2021-08-11 09:39:41,SALE : SAE40 5LTRS : SAMORA,SAE40 5LTRS,18.0
2021-08-11 15:38:36,SALE : 5W40 5LTRS : KIRKMAN,5W40 5LTRS,35.0
2021-08-12 15:44:26,SALE : COOLANT COOLANT : GRANITESIDE,COOLANT COOLANT,4.0
2021-08-16 10:46:54,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2021-08-16 12:16:37,SALE : 20W50 500ML : CHARTER,20W50 500ML,141.66
2021-08-16 12:53:53,SALE : SAE40 500ML : POMONA,SAE40 500ML,3.0
2021-08-16 14:42:27,SALE : 15W40 500ML : POMONA,15W40 500ML,20.0
2021-08-17 10:15:41,SALE : SAE40 500ML : POMONA,SAE40 500ML,3.0
2021-08-20 12:07:50,SALE : 20W50 5LTRS : RUNIVILLE,20W50 5LTRS,20.0
2021-08-20 12:08:42,SALE : ATF 500ML : RUNIVILLE,ATF 500ML,4.0
2021-08-20 12:09:42,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2021-08-20 14:08:41,SALE : BRAKE FLUID 500ML : FORD,BRAKE FLUID 500ML,8.0
2021-08-20 14:25:46,SALE : 20W50 5LTRS : GRANITESIDE,20W50 5LTRS,20.0
2021-08-21 14:14:29,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
2021-08-23 08:57:06,SALE : 15W40 5LTRS : RUNIVILLE,15W40 5LTRS,22.0
2021-08-23 10:44:29,SALE : SAE40 500ML : MUTARE GREEN MARKET,SAE40 500ML,3.0
2021-08-23 15:06:49,SALE : 15W40 5LTRS : FIFE STREET,15W40 5LTRS,20.0
2021-08-25 16:49:05,SALE : 5W40 5LTRS : CHINHAMO,5W40 5LTRS,51.05
2021-08-27 09:26:30,SALE : 15W40 500ML : TROUTBECK,15W40 500ML,22.0
2021-08-27 09:42:28,SALE : 15W40 5LTRS : RUNIVILLE,15W40 5LTRS,66.0
2021-08-29 17:20:17,SALE : ATF 500ML : FORT STREET,ATF 500ML,9.0
2021-09-01 08:39:09,SALE : BRAKE FLUID 500ML : FIFE STREET,BRAKE FLUID 500ML,18.0
2021-09-02 10:03:34,SALE : 15W40 5LTRS : TROUTBECK,15W40 5LTRS,22.0
2021-09-02 14:08:31,SALE : 20W50 500ML : CHARTER,20W50 500ML,76.8
2021-09-02 17:14:12,SALE : 5W40 500ML : SAMORA,5W40 500ML,10.0
2021-09-02 17:15:18,SALE : BRAKE FLUID 500ML : SAMORA,BRAKE FLUID 500ML,12.0
2021-09-03 08:58:40,SALE : SAE40 500ML : MUTARE SECOND STREET,SAE40 500ML,3.0
2021-09-03 11:18:57,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,6.0
2021-09-03 16:53:48,SALE : SAE40 5LTRS : RUNIVILLE,SAE40 5LTRS,18.0
2021-09-04 07:48:12,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
2021-09-04 07:58:07,SALE : 15W40 5LTRS : TROUTBECK,15W40 5LTRS,44.0
2021-09-04 08:20:35,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2021-09-04 09:00:48,SALE : 5W40 5LTRS : MSASA,5W40 5LTRS,30.0
2021-09-07 18:32:04,SALE : 15W40 5LTRS : MARONDERA,15W40 5LTRS,22.0
2021-09-10 12:34:34,SALE : 15W40 500ML : BANKET,15W40 500ML,50.0
2021-09-10 18:33:37,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,20.0
2021-09-12 12:49:34,SALE : 15W40 500ML : GRANITESIDE,15W40 500ML,4.0
2021-09-12 23:25:30,SALE : 15W40 5LTRS : MARONDERA,15W40 5LTRS,23.0
2021-09-13 07:41:05,SALE : 5W40 5LTRS : MUTARE SECOND STREET,5W40 5LTRS,13.0
2021-09-13 07:41:30,SALE : SAE40 500ML : GRANITESIDE,SAE40 500ML,3.0
2021-09-13 12:02:47,SALE : 5W40 500ML : KADOMA,5W40 500ML,100.0
2021-09-16 07:12:06,SALE : 15W40 500ML : FIFE STREET,15W40 500ML,39.59
2021-09-16 08:41:56,SALE : 20W50 5LTRS : CHINHOYI MAIN,20W50 5LTRS,20.0
2021-09-18 12:24:16,SALE : SAE40 5LTRS : ROADPORT,SAE40 5LTRS,22.0
2021-09-19 08:14:35,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,5.0
2021-09-20 17:22:33,SALE : 15W40 5LTRS : MARONDERA,15W40 5LTRS,22.0
2021-09-20 17:58:09,SALE : BRAKE FLUID 500ML : MSASA,BRAKE FLUID 500ML,12.0
2021-09-21 15:43:11,SALE : 20W50 5LTRS : KIRKMAN,20W50 5LTRS,20.0
2021-09-21 16:08:45,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,8.0
2021-09-23 15:05:06,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,9.0
2021-09-24 16:23:05,SALE : 5W40 5LTRS : GRANITESIDE,5W40 5LTRS,35.0
2021-09-27 13:45:43,SALE : 15W40 500ML : GRANITESIDE,15W40 500ML,5.0
2021-09-28 13:39:00,SALE : ATF 500ML : GWERU,ATF 500ML,77.0
2021-09-28 19:10:39,SALE : SAE40 500ML : SAMORA,SAE40 500ML,5.0
2021-09-29 08:10:20,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,8.0
2021-09-29 15:05:39,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,6.0
2021-09-30 17:59:03,SALE : 5W40 500ML : AVONDALE,5W40 500ML,15.0
2021-10-01 17:58:47,SALE : 15W40 5LTRS : FIFE STREET,15W40 5LTRS,370.0
2021-10-05 15:27:29,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,3.0
2021-10-05 17:51:45,SALE : 15W40 500ML : POMONA,15W40 500ML,8.0
2021-10-05 19:22:33,SALE : SAE40 500ML : POMONA,SAE40 500ML,6.0
2021-10-05 19:27:24,SALE : 5W40 5LTRS : MSASA,5W40 5LTRS,44.0
2021-10-06 08:08:50,SALE : 5W40 500ML : KWEKWE,5W40 500ML,5.0
2021-10-06 12:10:45,SALE : 15W40 500ML : AVONDALE,15W40 500ML,4.0
2021-10-07 12:24:31,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,20.0
2021-10-07 13:00:18,SALE : ATF 500ML : GRANITESIDE,ATF 500ML,4.0
2021-10-08 07:54:03,SALE : 5W40 5LTRS : TROUTBECK,5W40 5LTRS,35.0
2021-10-08 16:12:00,SALE : 20W50 5LTRS : GRANITESIDE,20W50 5LTRS,20.0
2021-10-09 12:21:36,SALE : 15W40 5LTRS : AVONDALE,15W40 5LTRS,78.68
2021-10-09 14:55:12,SALE : 5W40 5LTRS : FORD,5W40 5LTRS,82.64
2021-10-10 11:04:47,SALE : 5W40 500ML : GRANITESIDE,5W40 500ML,15.0
2021-10-11 14:18:30,SALE : 15W40 500ML : AVONDALE,15W40 500ML,15.0
2021-10-11 18:56:39,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,18.0
2021-10-12 09:21:35,SALE : 15W40 500ML : AVONDALE,15W40 500ML,100.69
2021-10-12 09:48:20,SALE : 15W40 5LTRS : AVONDALE,15W40 5LTRS,44.0
2021-10-13 06:16:04,SALE : 20W50 500ML : FIFE STREET,20W50 500ML,8.0
2021-10-14 08:42:49,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
2021-10-14 17:35:30,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,6.0
2021-10-14 18:03:09,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
2021-10-15 18:11:51,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,3.0
2021-10-16 09:12:04,SALE : 15W40 5LTRS : KIRKMAN,15W40 5LTRS,70.0
2021-10-16 12:17:04,SALE : BRAKE FLUID 500ML : SAMORA,BRAKE FLUID 500ML,12.0
2021-10-17 12:12:40,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,3.0
2021-10-18 09:29:08,SALE : 15W40 5LTRS : ROADPORT,15W40 5LTRS,66.0
2021-10-18 20:59:40,SALE : 15W40 5LTRS : SUNWAY CITY,15W40 5LTRS,22.0
2021-10-19 14:34:13,SALE : SAE40 500ML : GRANITESIDE,SAE40 500ML,6.0
2021-10-20 06:25:56,SALE : 5W40 5LTRS : MUTARE GREEN MARKET,5W40 5LTRS,35.0
2021-10-20 16:38:59,SALE : 5W40 5LTRS : RUNIVILLE,5W40 5LTRS,5.0
2021-10-20 17:05:04,SALE : 5W40 500ML : POMONA,5W40 500ML,15.0
2021-10-21 14:27:12,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2021-10-21 17:35:11,SALE : 80W90 500ML : FIFE STREET,80W90 500ML,20.0
2021-10-22 09:15:44,SALE : 20W50 500ML : POMONA,20W50 500ML,3.0
2021-10-22 16:11:42,SALE : 20W50 5LTRS : GRANITESIDE,20W50 5LTRS,20.0
2021-10-24 16:32:10,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
