created_at,description,product,amount
2025-08-04 16:25:35,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,46.95
2025-08-05 08:57:29,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.0
2025-08-05 09:01:39,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,53.4
2025-08-05 11:28:01,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,25.6
2025-08-05 11:39:00,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,1.5
2025-08-05 11:54:06,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,90.0
2025-08-05 12:31:51,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.6
2025-08-05 13:39:44,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.0
2025-08-05 15:11:12,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.0
2025-08-05 15:23:46,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,36.39
2025-08-05 15:58:02,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,142.51
2025-08-05 16:27:27,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,1.0
2025-08-06 14:20:48,SALE : MSA-QUARTZ 5000 20W50 500ML : MSASA,MSA-QUARTZ 5000 20W50 500ML,10.0
2025-08-06 15:25:38,SALE : RUN-QUARTZ 9000 SAE 5W40 500ML : RUNIVILLE,RUN-QUARTZ 9000 SAE 5W40 500ML,3.0
2025-08-07 08:40:33,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-08-07 08:46:26,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,22.5
2025-08-07 09:54:41,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,68.33
2025-08-07 10:38:21,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,15.48
2025-08-07 13:43:25,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.8
2025-08-07 13:59:32,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,0.8
2025-08-08 06:51:41,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,16.0
2025-08-08 06:55:40,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,54.0
2025-08-08 09:28:38,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,13.5
2025-08-08 10:38:58,SALE : RUN-QUARTZ 5000 20W50 500ML : RUNIVILLE,RUN-QUARTZ 5000 20W50 500ML,3.0
2025-08-08 11:17:47,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,53.6
2025-08-08 11:26:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.0
2025-08-08 13:06:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,12.42
2025-08-08 15:03:30,SALE : RUN-QUARTZ 9000 SAE 5W40 500ML : RUNIVILLE,RUN-QUARTZ 9000 SAE 5W40 500ML,5.0
2025-08-09 08:01:18,SALE : SUN-RUBIA TIR 7400 SAE 15W40 5L : SUNWAY CITY,SUN-RUBIA TIR 7400 SAE 15W40 5L,25.0
2025-08-09 08:26:58,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,3.0
2025-08-09 10:10:32,SALE : RUN-QUARTZ 9000 SAE 5W40 5L : RUNIVILLE,RUN-QUARTZ 9000 SAE 5W40 5L,30.0
2025-08-09 10:53:49,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.0
2025-08-09 11:00:40,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.8
2025-08-09 11:57:35,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-08-09 16:11:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,11.2
2025-08-10 14:39:01,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.5
2025-08-13 07:52:32,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,51.6
2025-08-13 08:40:38,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.0
2025-08-13 09:34:33,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,33.9
2025-08-13 09:35:26,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.0
2025-08-13 11:49:23,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,100.0
2025-08-13 15:53:49,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,56.0
2025-08-14 07:48:03,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,73.38
2025-08-14 07:54:38,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,51.04
2025-08-14 09:59:07,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,42.0
2025-08-14 10:05:48,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,41.25
2025-08-14 10:11:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,128.53
2025-08-14 10:17:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,47.36
2025-08-14 11:19:43,SALE : MSA-RUBIA SX SAE40 500ML : MSASA,MSA-RUBIA SX SAE40 500ML,3.0
2025-08-14 15:42:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-08-14 17:04:11,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.1
2025-08-15 09:45:54,SALE : CHE-RUBIA TIR 7400 15W40 500ML : CHEGUTU,CHE-RUBIA TIR 7400 15W40 500ML,3.0
2025-08-15 14:04:49,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-08-15 14:12:36,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.0
2025-08-15 14:31:21,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,41.7
2025-08-15 15:02:47,SALE : MSA-RUBIA SX SAE40 500ML : MSASA,MSA-RUBIA SX SAE40 500ML,6.0
2025-08-16 10:47:22,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,3.0
2025-08-16 15:09:31,SALE : FIF-QUARTZ 5000 20W50 500ML : FIFE STREET,FIF-QUARTZ 5000 20W50 500ML,3.0
2025-08-18 09:24:46,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,1.0
2025-08-18 16:21:31,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,49.6
2025-08-18 16:23:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.48
2025-08-19 08:22:28,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,46.43
2025-08-19 08:32:24,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.0
2025-08-19 08:42:16,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,26.43
2025-08-19 08:44:36,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,60.0
2025-08-19 08:52:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,25.0
2025-08-19 08:57:50,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,48.2
2025-08-19 08:59:28,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,100.0
2025-08-19 09:04:36,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,90.05
2025-08-19 13:47:38,SALE : ROD-SWIFTEX BATTERY 628CE : ROADPORT,ROD-SWIFTEX BATTERY 628CE,90.0
2025-08-19 16:43:41,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.2
2025-08-20 08:32:58,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.0
2025-08-20 08:50:24,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-08-20 09:06:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,13.87
2025-08-20 09:07:43,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,12.95
2025-08-20 09:10:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,30.0
2025-08-20 09:12:16,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-08-20 09:13:46,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,30.0
2025-08-20 09:16:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,15.0
2025-08-20 09:20:46,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.0
2025-08-20 09:21:59,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,1.9
2025-08-20 09:25:48,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.1
2025-08-20 17:02:51,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,19.11
2025-08-20 17:05:02,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-08-20 17:26:25,SALE : FIF-QUARTZ 4X4 15W40 5L : FIFE STREET,FIF-QUARTZ 4X4 15W40 5L,40.0
2025-08-21 15:40:54,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,44.0
2025-08-21 17:47:18,SALE : SAM-QUARTZ 9000 SAE 5W40 500ML : SAMORA,SAM-QUARTZ 9000 SAE 5W40 500ML,5.0
2025-08-22 08:44:02,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.0
2025-08-22 08:51:48,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.82
2025-08-22 09:29:31,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,71.73
2025-08-22 10:06:43,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,12.06
2025-08-25 12:11:24,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,120.94
2025-08-26 09:22:40,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,110.0
2025-08-26 10:01:44,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,15.0
2025-08-26 15:27:59,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,53.6
2025-08-27 12:56:11,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,58.7
2025-08-27 14:52:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,1.45
2025-08-27 15:56:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.46
2025-08-27 16:14:22,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.81
2025-08-27 17:27:20,SALE : RUN-RACE BRAKEFLUID DOT4+ 500ML : RUNIVILLE,RUN-RACE BRAKEFLUID DOT4+ 500ML,8.0
2025-08-28 13:26:07,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.5
2025-08-28 13:30:30,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.0
2025-08-28 17:13:12,SALE : RUN-RUBIA SX SAE40 500ML : RUNIVILLE,RUN-RUBIA SX SAE40 500ML,6.0
2025-08-30 13:32:44,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,12.8
2025-09-01 12:24:10,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,80.66
2025-09-01 12:29:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,110.87
2025-09-01 13:03:39,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,26.06
2025-09-01 13:39:55,SALE : RUN-RUBIA TIR 7400 SAE 15W40 5L : RUNIVILLE,RUN-RUBIA TIR 7400 SAE 15W40 5L,25.0
2025-09-01 16:34:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-09-02 15:50:37,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-09-02 15:52:26,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.5
2025-09-02 15:57:47,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-09-02 17:01:23,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.2
2025-09-02 18:30:43,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,7.0
2025-09-03 08:14:35,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,46.72
2025-09-03 08:16:32,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,32.78
2025-09-03 09:13:00,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.2
2025-09-03 09:54:28,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,74.36
2025-09-03 09:57:12,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-09-03 10:22:01,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.1
2025-09-03 12:04:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-09-03 16:04:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.19
2025-09-04 08:07:42,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-09-04 08:12:06,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,45.1
2025-09-04 08:15:46,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.87
2025-09-04 08:16:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.95
2025-09-04 08:25:18,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,17.66
2025-09-04 12:26:28,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-09-04 14:41:08,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,59.63
2025-09-04 14:48:20,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,80.0
2025-09-04 15:16:13,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,91.0
2025-09-04 15:33:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.0
2025-09-04 15:33:57,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.0
2025-09-04 15:58:57,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,60.0
2025-09-04 18:14:07,SALE : FOR-FLUIDMATIC DIII MV 500ML : FORT STREET,FOR-FLUIDMATIC DIII MV 500ML,30.0
2025-09-05 09:25:44,SALE : RUN-NEPTUNA 2T SUPER SPORT 500ML : RUNIVILLE,RUN-NEPTUNA 2T SUPER SPORT 500ML,8.0
2025-09-05 11:17:22,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.1
2025-09-05 11:35:08,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.0
2025-09-05 13:01:54,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.0
2025-09-05 13:03:53,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.0
2025-09-05 15:07:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,27.0
2025-09-05 16:09:52,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-09-05 16:30:02,SALE : RUN-RUBIA TIR 7400 15W40 500ML : RUNIVILLE,RUN-RUBIA TIR 7400 15W40 500ML,6.0
2025-09-05 17:46:54,SALE : RUN-RUBIA SX SAE40 500ML : RUNIVILLE,RUN-RUBIA SX SAE40 500ML,3.0
2025-09-07 11:59:11,SALE : RUN-QUARTZ 9000 SAE 5W40 500ML : RUNIVILLE,RUN-QUARTZ 9000 SAE 5W40 500ML,5.0
2025-09-07 12:01:15,SALE : RUN-COOLELF AUTO SUPRA 1L : RUNIVILLE,RUN-COOLELF AUTO SUPRA 1L,5.0
2025-09-08 08:41:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,53.98
2025-09-08 14:49:55,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,24.2
2025-09-08 15:17:10,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,18.0
2025-09-08 15:24:25,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,4.34
2025-09-08 15:54:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,20.0
2025-09-09 07:44:22,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.31
2025-09-09 08:14:11,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,26.12
2025-09-09 13:46:01,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,8.0
2025-09-09 14:28:52,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,48.26
2025-09-09 16:21:07,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,69.0
2025-09-10 09:49:52,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,48.1
2025-09-10 12:26:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,43.7
2025-09-10 12:27:55,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,3.0
2025-09-11 15:05:21,SALE : RUN-RUBIA SX SAE40 500ML : RUNIVILLE,RUN-RUBIA SX SAE40 500ML,3.0
2025-09-11 15:31:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.4
2025-09-12 08:01:23,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,93.8
2025-09-12 08:03:13,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.4
2025-09-12 14:50:08,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,36.0
2025-09-12 14:52:14,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,81.0
2025-09-13 13:08:37,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.0
2025-09-13 14:18:03,SALE : MUNCH & MOVE -TURNPIKE  - SALES : TURNPIKE M&M,MUNCH & MOVE -TURNPIKE  - SALES,20.8
2025-09-14 10:40:24,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,24.7
2025-09-15 07:57:51,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,9.2
2025-09-15 09:17:54,SALE : FOR-QUARTZ 5000 20W50 500ML : FORT STREET,FOR-QUARTZ 5000 20W50 500ML,6.0
2025-09-15 11:04:52,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-09-15 11:52:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,96.99
2025-09-15 14:41:11,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,17.22
2025-09-15 15:22:02,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.1
2025-09-15 15:23:55,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,16.25
2025-09-15 15:26:01,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,164.56
2025-09-15 17:14:54,SALE : MUNCH & MOVE -TURNPIKE  - SALES : TURNPIKE M&M,MUNCH & MOVE -TURNPIKE  - SALES,6.8
2025-09-16 09:27:14,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,38.0
2025-09-17 08:06:57,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,13.85
2025-09-17 09:55:09,SALE : MSA-QUARTZ 5000 20W50 5L : MSASA,MSA-QUARTZ 5000 20W50 5L,22.0
2025-09-18 07:52:07,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.8
2025-09-18 08:20:31,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-09-18 08:21:37,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.71
2025-09-18 09:23:43,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,24.0
2025-09-18 11:40:09,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,7.47
2025-09-18 13:47:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,13.3
2025-09-19 07:28:21,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.3
2025-09-19 10:46:38,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-09-19 10:48:33,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.0
2025-09-19 11:01:00,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,50.0
2025-09-19 12:08:36,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,2.76
2025-09-20 13:27:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.4
2025-09-21 10:24:43,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,31.6
2025-09-22 13:59:51,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,11.3
2025-09-23 09:15:17,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.1
2025-09-23 09:22:00,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,14.4
2025-09-23 17:21:29,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,118.7
2025-09-24 07:31:57,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,15.5
2025-09-24 07:52:50,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,22.0
2025-09-24 07:54:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,8.81
2025-09-24 12:31:26,SALE : RUN-QUARTZ 3000 SG 20W50 500ML : RUNIVILLE,RUN-QUARTZ 3000 SG 20W50 500ML,3.0
2025-09-24 14:02:06,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,60.35
2025-09-24 15:41:00,SALE : RUN-QUARTZ 3000 SG 20W50 500ML : RUNIVILLE,RUN-QUARTZ 3000 SG 20W50 500ML,3.0
2025-09-24 16:04:39,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,45.0
2025-09-24 16:50:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-09-25 08:00:07,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,35.67
2025-09-25 13:38:56,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.2
2025-09-26 12:15:51,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,16.61
2025-09-29 14:19:08,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,8.2
2025-09-29 14:24:34,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,29.0
2025-09-30 15:43:02,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.1
2025-09-30 15:52:55,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,6.8
2025-09-30 15:58:33,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.35
2025-10-01 09:20:28,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,10.9
2025-10-01 14:34:13,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,5.0
2025-10-01 14:36:05,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,40.0
2025-10-01 14:45:49,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,75.52
2025-10-01 14:48:35,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,11.9
2025-10-01 14:49:40,SALE : MUNCH & MOVE - SALES : MUNCH & MOVE,MUNCH & MOVE - SALES,28.0
