date,service_station,product,closing_stock_litres
2025-02-08,Seke,PETROL,5800.0
2025-02-07,Fort Street,DIESEL,7697.0
2025-02-07,Fort Street,PETROL,4927.0
2025-02-07,Kadoma,DIESEL,1711.0
2025-02-07,Kadoma,PETROL,5032.0
2025-02-07,Mpopoma,DIESEL,9186.0
2025-02-07,Mpopoma,PETROL,5599.0
2025-02-07,Seke,DIESEL,6000.0
2025-02-07,Seke,PETROL,8500.0
2025-02-06,Fort Street,DIESEL,4714.0
2025-02-06,Fort Street,PETROL,5764.0
2025-02-06,Kadoma,DIESEL,4359.0
2025-02-06,Kadoma,PETROL,6545.0
2025-02-06,Mpopoma,DIESEL,11813.0
2025-02-06,Mpopoma,PETROL,916.0
2025-02-06,Seke,DIESEL,8500.0
2025-02-06,Seke,PETROL,3200.0
2025-02-05,Fort Street,DIESEL,7273.0
2025-02-05,Fort Street,PETROL,6713.0
2025-02-05,Kadoma,DIESEL,5965.0
2025-02-05,Kadoma,PETROL,8000.0
2025-02-05,Mpopoma,DIESEL,379.0
2025-02-05,Mpopoma,PETROL,939.0
2025-02-05,Seke,DIESEL,12400.0
2025-02-05,Seke,PETROL,2000.0
2025-02-04,Fort Street,DIESEL,8153.0
2025-02-04,Fort Street,PETROL,7370.0
2025-02-04,Kadoma,DIESEL,7415.0
2025-02-04,Kadoma,PETROL,9347.0
2025-02-04,Mpopoma,DIESEL,2857.0
2025-02-04,Mpopoma,PETROL,1562.0
2025-02-04,Seke,DIESEL,8700.0
2025-02-04,Seke,PETROL,4800.0
2025-02-03,Fort Street,DIESEL,9064.0
2025-02-03,Fort Street,PETROL,7939.0
2025-02-03,Mpopoma,DIESEL,4810.0
2025-02-03,Mpopoma,PETROL,2586.0
2025-02-03,Seke,DIESEL,12500.0
2025-02-03,Seke,PETROL,7400.0
2025-02-02,Fort Street,DIESEL,9393.0
2025-02-02,Fort Street,PETROL,8112.0
2025-02-02,Khami,DIESEL,6827.0
2025-02-02,Khami,PETROL,12430.0
2025-02-02,Mpopoma,DIESEL,8617.0
2025-02-02,Mpopoma,PETROL,3402.0
2025-02-02,Seke,DIESEL,2200.0
2025-02-02,Seke,PETROL,4400.0
2025-02-01,Fort Street,DIESEL,10419.0
2025-02-01,Fort Street,PETROL,8442.0
2025-02-01,Khami,DIESEL,7873.0
2025-02-01,Khami,PETROL,12943.0
2025-02-01,Mpopoma,DIESEL,10544.0
2025-02-01,Mpopoma,PETROL,4551.0
2025-02-01,Seke,DIESEL,5600.0
2025-02-01,Seke,PETROL,6700.0
2025-01-31,Fort Street,DIESEL,11699.0
2025-01-31,Fort Street,PETROL,8755.0
2025-01-31,Kadoma,DIESEL,800.0
2025-01-31,Kadoma,PETROL,6800.0
2025-01-31,Mpopoma,DIESEL,4587.0
2025-01-31,Mpopoma,PETROL,5849.0
2025-01-31,Seke,DIESEL,4000.0
2025-01-31,Seke,PETROL,1200.0
2025-01-30,Fort Street,DIESEL,12544.0
2025-01-30,Fort Street,PETROL,9176.0
2025-01-30,Kadoma,DIESEL,3275.0
2025-01-30,Kadoma,PETROL,8376.0
2025-01-30,Mpopoma,DIESEL,7326.0
2025-01-30,Mpopoma,PETROL,6921.0
2025-01-30,Seke,DIESEL,7300.0
2025-01-30,Seke,PETROL,3400.0
2025-01-29,Fort Street,DIESEL,13799.0
2025-01-29,Fort Street,PETROL,1889.0
2025-01-29,Kadoma,DIESEL,5667.0
2025-01-29,Kadoma,PETROL,5000.0
2025-01-29,Mpopoma,DIESEL,10013.0
2025-01-29,Mpopoma,PETROL,8105.0
2025-01-29,Seke,DIESEL,5600.0
2025-01-29,Seke,PETROL,6100.0
2025-01-28,Fort Street,DIESEL,15435.0
2025-01-28,Fort Street,PETROL,2455.0
2025-01-28,Kadoma,DIESEL,6786.0
2025-01-28,Kadoma,PETROL,6491.0
2025-01-28,Mpopoma,DIESEL,12378.0
2025-01-28,Mpopoma,PETROL,9204.0
2025-01-28,Seke,DIESEL,8100.0
2025-01-28,Seke,PETROL,8400.0
2025-01-27,Fort Street,DIESEL,17161.0
2025-01-27,Fort Street,PETROL,3213.0
2025-01-27,Head Office,PETROL,11125.0
2025-01-27,Head Office,UNLEADED PETROLDIESEL,1111.0
2025-01-27,Kadoma,DIESEL,7981.0
2025-01-27,Kadoma,PETROL,7836.0
2025-01-27,Mpopoma,DIESEL,15701.0
2025-01-27,Mpopoma,PETROL,10596.0
2025-01-27,Seke,DIESEL,11500.0
2025-01-27,Seke,PETROL,11100.0
2025-01-26,Fort Street,DIESEL,17546.0
2025-01-26,Fort Street,PETROL,3468.0
2025-01-26,Kadoma,DIESEL,5947.0
2025-01-26,Kadoma,PETROL,1581.0
2025-01-26,Mpopoma,AGRO DIESEL,17434.0
2025-01-26,Mpopoma,PETROL,11743.0
2025-01-26,Seke,DIESEL,14000.0
2025-01-26,Seke,PETROL,13000.0
2025-01-25,Fort Street,DIESEL,18374.0
2025-01-25,Fort Street,PETROL,3927.0
2025-01-25,Kadoma,DIESEL,9534.0
2025-01-25,Kadoma,PETROL,3000.0
2025-01-25,Mpopoma,DIESEL,19901.0
2025-01-25,Mpopoma,PETROL,12751.0
2025-01-25,Seke,DIESEL,12100.0
2025-01-25,Seke,PETROL,15400.0
2025-01-24,Fort Street,DIESEL,12040.0
2025-01-24,Fort Street,PETROL,4494.0
2025-01-24,Kadoma,DIESEL,11320.0
2025-01-24,Kadoma,PETROL,4508.0
2025-01-24,Mpopoma,DIESEL,9219.0
2025-01-24,Mpopoma,PETROL,2651.0
2025-01-24,Seke,DIESEL,10000.0
2025-01-24,Seke,PETROL,17600.0
2025-01-23,Fort Street,DIESEL,13154.0
2025-01-23,Fort Street,PETROL,5259.0
2025-01-23,Kadoma,DIESEL,12526.0
2025-01-23,Kadoma,PETROL,5935.0
2025-01-23,Mpopoma,DIESEL,10610.0
2025-01-23,Mpopoma,PETROL,3625.0
2025-01-23,Seke,DIESEL,7300.0
2025-01-23,Seke,PETROL,12300.0
2025-01-22,Fort Street,DIESEL,14644.0
2025-01-22,Fort Street,PETROL,5720.0
2025-01-22,Kadoma,DIESEL,13453.0
2025-01-22,Kadoma,PETROL,7509.0
2025-01-22,Mpopoma,DIESEL,12248.0
2025-01-22,Mpopoma,PETROL,4691.0
2025-01-22,Seke,DIESEL,11000.0
2025-01-22,Seke,PETROL,14700.0
2025-01-21,Fort Street,DIESEL,15767.0
2025-01-21,Fort Street,PETROL,6175.0
2025-01-21,Kadoma,DIESEL,10371.0
2025-01-21,Kadoma,PETROL,4000.0
2025-01-21,Mpopoma,DIESEL,14013.0
2025-01-21,Mpopoma,PETROL,5951.0
2025-01-21,Seke,DIESEL,6000.0
2025-01-21,Seke,PETROL,9700.0
2025-01-20,Fort Street,DIESEL,12055.0
2025-01-20,Fort Street,PETROL,6840.0
2025-01-20,Mpopoma,DIESEL,15859.0
2025-01-20,Mpopoma,PETROL,7288.0
2025-01-20,Seke,DIESEL,11500.0
2025-01-20,Seke,PETROL,12100.0
2025-01-19,Fort Street,DIESEL,12789.0
2025-01-19,Fort Street,PETROL,7160.0
2025-01-19,Mpopoma,PETROL,11278.0
2025-01-18,Fort Street,DIESEL,7129.0
2025-01-18,Fort Street,PETROL,7425.0
2025-01-18,Khami,DIESEL,12140.0
2025-01-18,Khami,PETROL,7681.0
2025-01-18,Mpopoma,DIESEL,12871.0
2025-01-18,Mpopoma,PETROL,2474.0
