sale_date,site_id,site_name,product,total_litres,total_amount
2024-11-21,157,Hatfield,HATFIELD USD PETROL,20.13422818791946,30.0
2025-02-25,160,Zaka ,ZAKA USD PETROL,808.1632653061225,1188.0
2025-02-02,135,Cripps,CRIPPS DIESEL USD,308.84353741496597,454.0
2024-04-11,92,Msasa,MSASA USD PETROL,1199.3243243243244,1775.0
2024-01-18,145,Sunway City,SUNWAY USD DIESEL,1767.6829268292684,2899.0
2024-05-05,127,Mpopoma,MPOPOMA USD DIESEL,365.5844155844155,563.0
2024-03-13,121,Gweru,GWERU USD PETROL,383.2258064516129,594.0
2025-01-20,102,Kirkman,KIRKMAN BULK DIESEL USD,477.46478873239437,678.0
2024-10-02,96,Samora,SAMORA USD PETROL TAXIS,1093.1034482758623,1585.0
2024-08-10,140,Mutare Second Street,MUTARE SECOND USD BULK DIESEL,152.77777777777777,220.0
2024-03-31,131,R Mugabe,R MUGABE USD DIESEL,524.6753246753246,808.0
2024-07-25,112,Marondera,MARONDERA USD PETROL,173.97260273972603,254.0
2024-08-18,147,Chinhoyi Main,CHI-QUARTZ 5000 20W50 500ML,1.0,3.0
2024-05-25,112,Marondera, MARONDERA PETROL TAXIS,941.3793103448269,1365.0
2024-08-19,110,Mutare Green Market,MGM-RACE BRAKEFLUID DOT4+ 500ML,1.0,4.0
2023-12-28,135,Cripps,CRIPPS DIESEL USD,886.25,1418.0
2024-09-17,140,Mutare Second Street,MUTARE SECOND USD PETROL,2927.857142857143,4099.0
2023-03-16,84,Avondale,AVONDALE USD PETROL,1465.4320987654316,2374.0
2023-11-26,123,Fife Street,FIFE USD PETROL,1433.5483870967755,2222.0
2024-12-31,129,Khami,KHAMI USD PETROL,796.3666666666666,1194.55
2024-10-16,88,Seke,SEK-QUARTZ 3000 SG 20W50 500ML,2.0,6.0
2024-02-22,110,Mutare Green Market,MUTARE GREENMARKET USD PETROL,933.3333333333333,1344.0
2024-09-11,129,Khami,KHAMI USD DIESEL,1733.591917808219,2531.04
2024-07-15,96,Samora,SAM-RUBIA TIR 7400 15W40 500ML,2.0,6.0
2024-07-24,112,Marondera,MARONDERA USD DIESEL,245.13888888888889,353.0
2023-11-11,150,Mutare One Stop,MUTARE ONE STOP DIESEL,1193.125,1909.0
2024-09-26,129,Khami,KHAMI USD DIESEL,155.40540540540542,230.0
2024-05-08,92,Msasa,MSASA USD PETROL,551.6339869281046,844.0
2024-10-04,147,Chinhoyi Main,CHINHOYI MAIN USD PETROL,2885.2348993288592,4299.0
2024-03-23,131,R Mugabe,R MUGABE USD PETROL,720.6451612903229,1117.0
2024-07-26,121,Gweru,GWERU BULK DIESEL USD,890.6666666666667,1336.0
2024-10-27,92,Msasa,MSA- SWIFTEX BATTERY-616C,1.0,70.0
2024-02-22,82,Runiville,RUNIVILLE USD DIESEL,424.2424242424243,700.0
2024-01-27,149,Turnpike,TURNPIKE USD DIESEL,889.375,1423.0
2024-11-06,146,Banket,BANKET DIESEL CASH DISCOUNT,2000.0,2860.0
2024-06-28,125,Fort Street,FORT USD PETROL,258.7837837837838,383.0
2024-05-16,147,Chinhoyi Main,CHINHOYI MAIN USD DIESEL,1201.2903225806451,1862.0
2024-01-26,147,Chinhoyi Main,CHINHOYI MAIN USD PETROL,1482.185430463576,2238.1
2024-11-08,112,Marondera, MARONDERA PETROL TAXIS,1469.2857142857144,2057.0
2024-10-11,114,Kadoma,KADOMA USD PETROL,1297.9310344827586,1882.0
2025-01-01,149,Turnpike,15W40 500ML,3.3333333333333335,10.0
2024-05-15,140,Mutare Second Street,MUTARE SECOND USD DIESEL,38.96103896103896,60.0
2025-02-04,131,R Mugabe,R MUGABE USD PETROL,139.58333333333334,201.0
2024-07-29,102,Kirkman,KIR-RUBIA SX SAE40 500ML,2.0,6.0
2023-11-26,125,Fort Street,FORT USD PETROL,344.51612903225805,534.0
2024-06-17,112,Marondera,MAR-NEPTUNA 2T SUPER SPORT 500ML,1.0,4.0
2024-10-15,82,Runiville,RUN-RUBIA TIR 7400 15W40 500ML,1.0,3.0
2024-01-05,141,Troutbeck,TROUTBECK USD DIESEL,319.8795180722892,531.0
2024-04-27,92,Msasa,MSASA USD UNLEADED PETROL,1089.937106918239,1733.0
2025-01-02,160,Zaka ,ZAKA USD DIESEL,598.0263157894736,909.0
2025-03-13,149,Turnpike,15W40 500ML,1.0,3.0
2024-11-04,147,Chinhoyi Main,CHINHOYI MAIN USD PETROL,2834.2281879194634,4223.0
2024-08-31,150,Mutare One Stop,MUTARE ONE STOP DIESEL,396.65999999999997,594.98
2025-01-10,149,Turnpike,5W40 500ML,1.6666666666666667,5.0
2024-10-30,96,Samora,SAMORA USD PETROL,611.4093959731543,911.0
2025-01-27,160,Zaka ,ZAKA USD DIESEL,247.6510067114094,369.0
2023-11-17,146,Banket,BANKET USD PETROL,711.5384615384205,1110.0
2024-09-09,125,Fort Street,FORT USD PETROL,25.0,36.0
2024-07-13,86,Charter,CHA-RUBIA SX SAE40 500ML,1.0,3.0
2024-11-29,146,Banket,BANKET DIESEL CASH DISCOUNT,1000.0,1430.0
2024-12-08,127,Mpopoma,MPOPOMA USD DIESEL,2087.837837837838,3090.0
2024-11-06,129,Khami,KHAMI USD PETROL,1406.164383561644,2053.0
2024-08-23,92,Msasa,MSASA USD PETROL,1182.4324324324325,1750.0
2024-11-25,127,Mpopoma,MPOPOMA USD PETROL,752.054794520548,1098.0
2024-12-21,140,Mutare Second Street,MUTARE SECOND USD PETROL,1866.6666666666667,2688.0
2025-02-07,146,Banket,BANKET USD PETROL,1493.9189189189187,2211.0
2024-10-07,112,Marondera,MARONDERA USD PETROL,266.6666666666667,376.0
2024-02-27,149,Turnpike,TURNPIKE USD DIESEL,148.38709677419357,230.0
2024-01-29,147,Chinhoyi Main,CHINHOYI MAIN USD DIESEL,861.006289308176,1369.0
2024-02-21,131,R Mugabe,R MUGABE USD DIESEL,567.0731707317074,930.0
2024-12-31,140,Mutare Second Street,MUTARE SECOND USD DIESEL,1438.1666666666667,2070.96
2025-01-24,135,Cripps,CRIPPS DIESEL USD,384.3537414965986,565.0
2025-02-15,110,Mutare Green Market,MUTARE GREENMARKET USD DIESEL,1711.9718309859156,2431.0
2024-05-16,112,Marondera,MARONDERA USD PETROL,282.4324324324325,418.0
2024-03-15,86,Charter,CHARTER USD UNLEADED PETROL,595.5974842767296,947.0
2024-01-21,150,Mutare One Stop,MUTARE ONE STOP PETROL,1292.361111111111,1861.0
2024-06-23,86,Charter,CHARTER USD DIESEL,897.9865771812081,1338.0
2023-03-14,98,Roadport,ROADPORT USD DIESEL,705.7352333815359,1163.0
2024-05-08,96,Samora,SAMORA USD PETROL,1782.2368421052636,2709.0
2024-06-30,112,Marondera,MAR-RUBIA SX SAE40 500ML,1.3333333333333333,4.0
2023-11-26,84,Avondale,AVONDALE USD DIESEL,748.2758620689656,1302.0
2024-11-28,102,Kirkman,KIRKMAN USD DIESEL,867.5675675675676,1284.0
2024-09-17,114,Kadoma,KADOMA USD PETROL,1244.8275862068965,1805.0
2024-10-14,102,Kirkman,KIRKMAN USD PETROL,1365.5405405405409,2021.0
2024-07-14,129,Khami,KHAMI USD PETROL,688.3561643835618,1005.0
2024-08-15,147,Chinhoyi Main,CHI-QUARTZ 9000 SAE 5W40 500ML,2.0,10.0
2023-12-19,82,Runiville,RUNIVILLE USD PETROL,177.63157894736844,270.0
2024-11-14,150,Mutare One Stop,MUTARE ONE STOP PETROL,2817.3714285714286,3944.31
2024-12-18,82,Runiville,RUNIVILLE USD PETROL,335.5,496.54
2024-12-12,140,Mutare Second Street,MSE-QUARTZ 4X4 15W40 500ML,4.0,12.0
2024-10-15,147,Chinhoyi Main,CHINHOYI MAIN USD DIESEL,1369.7986577181205,2041.0
2024-06-18,127,Mpopoma,MPOPOMA USD PETROL,931.5068493150684,1360.0
2024-12-19,140,Mutare Second Street,MSE-RACE BRAKEFLUID DOT4+ 500ML,2.0,8.0
2024-07-18,141,Troutbeck,TROUTBECK BULK DIESEL ,303.44827586206895,440.0
2024-07-19,141,Troutbeck,TROUTBECK USD PETROL,783.8926174496644,1168.0
2024-11-27,146,Banket,BANKET USD PETROL,1453.691275167785,2166.0
2024-07-17,88,Seke,SEKE USD DIESEL,1214.5578231292518,1785.4
2025-03-01,125,Fort Street,FORT USD DIESEL,654.1095890410959,955.0
2024-11-27,121,Gweru,GWE-NEPTUNA 2T SUPER SPORT 500ML,1.0,4.0
2024-07-12,135,Cripps,CRIPPS BULK DIESEL USD,117.24137931034483,170.0
2025-02-09,147,Chinhoyi Main,CHINHOYI MAIN USD PETROL,2644.594594594594,3914.0
2025-02-06,102,Kirkman,KIR-RACE BRAKEFLUID DOT4+ 500ML,1.0,4.0
2024-08-17,149,Turnpike,TURNPIKE USD PETROL,363.33333333333337,545.0
2024-04-17,121,Gweru,GWERU USD DIESEL,959.3548387096773,1487.0
2024-03-30,121,Gweru,GWERU USD PETROL,413.54838709677415,641.0
2024-01-05,98,Roadport,ROAPORT USD PETROL,2300.6578947368416,3497.0
2024-11-02,149,Turnpike,TURNPIKE USD DIESEL,898.6486486486486,1330.0
2024-10-08,114,Kadoma,KADOMA USD PETROL,1157.9310344827588,1679.0
2024-03-04,135,Cripps,CRIPPS DIESEL USD,1218.6666666666665,1828.0
2025-02-13,112,Marondera,MARONDERA USD PETROL,47.22222222222222,68.0
2024-07-12,125,Fort Street,FORT UNLEADED PETROL USD,39.62264150943396,63.0
2023-12-31,88,Seke,SEKE USD PETROL,1763.3489932885911,2627.39
2024-12-02,84,Avondale,AVONDALE USD DIESEL,673.0263157894736,1023.0
2024-03-20,145,Sunway City,SUNWAY USD DIESEL,2892.9032258064517,4484.0
2024-02-29,112,Marondera,MARONDERA USD PETROL,16.19718309859155,23.0
2025-02-04,129,Khami,KHA-RUBIA TIR 7400 SAE 15W40 5L,1.0,25.0
2024-10-30,82,Runiville,RUNIVILLE USD DIESEL,216.66666666666669,325.0
2024-05-23,84,Avondale,AVONDALE USD PETROL,1563.6363636363637,2408.0
2025-01-06,150,Mutare One Stop,MUTARE ONE STOP PETROL,1232.9931972789116,1812.5
2024-01-31,114,Kadoma,KADOMA USD PETROL,129.6774193548387,201.0
2024-12-11,125,Fort Street,FORT USD PETROL,460.2739726027397,672.0
2024-10-13,123,Fife Street,FIF-QUARTZ 3000 SG 20W50 500ML,3.0,9.0
2025-02-09,146,Banket,BANKET USD DIESEL,467.7852348993289,697.0
2024-06-02,98,Roadport,ROAPORT USD PETROL,959.9999999999999,1440.0
2024-12-04,112,Marondera,MARONDERA USD DIESEL,1205.5555555555554,1736.0
2024-01-19,141,Troutbeck,TROUTBECK USD DIESEL,750.6024096385541,1246.0
2024-06-20,150,Mutare One Stop,MUTARE ONE STOP PETROL,47.2972972972973,70.0
2025-01-19,84,Avondale,AVONDALE USD PETROL,639.1891891891892,946.0
2024-12-06,146,Banket,BANKET USD DIESEL,853.6912751677854,1272.0
2024-02-25,82,Runiville,RUNIVILLE USD DIESEL,12.121212121212121,20.0
2024-09-10,149,Turnpike,TURNPIKE USD DIESEL,984.9315068493152,1438.0
2024-12-31,146,Banket,BANKET USD PETROL,779.7297297297297,1154.0
2024-08-05,88,Seke,SEKE USD PETROL,95.89041095890411,140.0
2024-01-10,131,R Mugabe,R MUGABE USD PETROL,1333.5483870967741,2067.0
2025-01-01,96,Samora,SAMORA USD PETROL,676.3513513513514,1001.0
2024-09-13,150,Mutare One Stop,MUTARE ONE STOP DIESEL,1363.5785714285714,1909.01
2024-10-27,148,Chegutu,CHEGUTU BULK DIESEL USD,791.7241379310345,1148.0
2024-02-03,121,Gweru,GWERU USD DIESEL,2090.586829268293,3428.56
2024-11-29,123,Fife Street,FIFE USD DIESEL,1984.8275862068967,2878.0
2025-01-27,88,Seke,SEKE DIESEL BULK,431.7241379310345,626.0
2024-09-01,96,Samora,SAMORA USD PETROL TAXIS,1232.4137931034484,1787.0
2024-11-15,112,Marondera, MARONDERA PETROL TAXIS,2028.5714285714287,2840.0
2024-12-21,131,R Mugabe,RM-FLUIDMATIC DIII MV 500ML,2.0,6.0
2024-09-17,146,Banket,BANKET USD DIESEL,476.15894039735105,719.0
2024-06-30,127,Mpopoma,MPOPOMA USD PETROL,1220.5479452054797,1782.0
2025-01-04,82,Runiville,RUNIVILLE USD DIESEL,133.5570469798658,199.0
2024-11-07,140,Mutare Second Street,MSE-QUARTZ 9000 SAE 5W40 500ML,2.0,10.0
2024-10-26,135,Cripps,CRIPPS PETROL USD,904.109589041096,1320.0
2024-11-24,84,Avondale,AVONDALE USD PETROL,1023.841059602649,1546.0
2024-06-23,125,Fort Street,FORT USD DIESEL,308.0,462.0
2024-10-30,146,Banket,BANKET BULK DIESEL USD,700.0,1015.0
2024-05-24,102,Kirkman,KIRKMAN USD DIESEL,916.1290322580646,1420.0
2023-11-25,123,Fife Street,FIFE USD DIESEL,1118.90243902439,1835.0
2024-09-12,140,Mutare Second Street,MSE-QUARTZ 5000 20W50 500ML,2.0,6.0
2024-07-02,127,Mpopoma,MPOPOMA USD PETROL,572.6027397260276,836.0
2024-12-19,141,Troutbeck,TROUTBECK USD PETROL,1322.9729729729731,1958.0
2024-02-09,121,Gweru,GWERU USD DIESEL,1227.5463414634146,2013.17
2024-03-26,92,Msasa,MSASA USD UNLEADED PETROL,315.72327044025155,502.0
2023-12-01,114,Kadoma,KADOMA USD DIESEL,43.975903614457835,73.0
2024-09-08,123,Fife Street,FIF-RUBIA TIR 7400 15W40 500ML,4.0,12.0
2024-11-27,96,Samora,SAMORA USD PETROL,856.040268456376,1275.5
2024-05-26,127,Mpopoma,MPOPOMA USD DIESEL,672.1854304635762,1015.0
2025-02-23,84,Avondale,AVONDALE USD DIESEL,131.33333333333334,197.0
2025-01-25,141,Troutbeck,TROUTBECK USD PETROL,1194.5945945945946,1768.0
2024-09-22,92,Msasa,MSASA BULK DIESEL,2350.3448275862065,3408.0
2025-03-14,149,Turnpike,TURNPIKE USD DIESEL,404.02684563758396,602.0
2024-03-23,82,Runiville,RUNIVILLE USD PETROL,109.15032679738562,167.0
2023-11-24,98,Roadport,ROADPORT USD DIESEL,1271.9176470588236,2162.26
2024-10-07,102,Kirkman,KIRKMAN USD DIESEL,783.7837837837839,1160.0
2025-01-17,88,Seke,SEKE USD DIESEL,1177.3972602739725,1719.0
2025-01-04,112,Marondera,MARONDERA USD PETROL,802.7027027027026,1188.0
2025-01-03,141,Troutbeck,5W40 500ML,8.333333333333334,25.0
2024-03-12,129,Khami,KHAMI USD PETROL,414.83870967741933,643.0
2024-08-01,86,Charter,CHARTER USD UNLEADED PETROL,332.0754716981132,528.0
2025-01-12,149,Turnpike,TURNPIKE USD DIESEL,832.2147651006712,1240.0
2024-12-23,141,Troutbeck,TROUTBECK USD DIESEL,574.025974025974,884.0
2024-10-09,88,Seke,SEKE DIESEL BULK,1053.7931034482758,1528.0
2024-10-25,146,Banket,BAN-QUARTZ 9000 SAE 5W40 500ML,4.0,20.0
2024-04-16,140,Mutare Second Street,MUTARE SECOND USD DIESEL,185.44303797468353,293.0
2024-01-09,147,Chinhoyi Main,CHINHOYI MAIN USD PETROL,2188.3116883116877,3370.0
2024-10-10,82,Runiville,RUNIVILLE BULK DIESEL USD,670.344827586207,972.0
2024-02-05,82,Runiville,RUNIVILLE USD PETROL,69.93464052287581,107.0
2024-08-15,150,Mutare One Stop,MUTARE ONE STOP PETROL,702.0408163265306,1032.0
2024-07-20,148,Chegutu,CHEGUTU USD PETROL,1347.3333333333337,2021.0
2024-05-29,121,Gweru,GWERU USD DIESEL,742.6931578947368,1128.89
2024-02-28,86,Charter,CHARTER USD PETROL,1327.51677852349,1978.0
2024-01-16,131,R Mugabe,R MUGABE USD DIESEL,1004.8780487804879,1648.0
2024-12-23,146,Banket,BANKET USD DIESEL,3609.2617449664435,5377.8
2024-01-08,145,Sunway City,SUNWAY USD UNLEADED PETROL,329.87012987012986,508.0
2024-06-19,82,Runiville,RUNIVILLE USD PETROL,310.13513513513516,459.0
2024-01-24,102,Kirkman,KIRKMAN USD PETROL,754.054054054054,1116.0
2023-12-06,96,Samora,SAMORA USD PETROL,1145.0980392156864,1752.0
2024-07-19,131,R Mugabe,R MUGABE USD DIESEL,480.6666666666667,721.0
2024-01-05,92,Msasa,MSASA USD DIESEL,860.6782278481012,1359.87
2023-12-15,145,Sunway City,SUNWAY USD UNLEADED PETROL,882.5806451613096,1368.0
2024-01-12,110,Mutare Green Market,MUTARE GREENMARKET USD DIESEL,993.0379746835445,1569.0
2025-02-14,123,Fife Street,FIFE USD DIESEL,293.1506849315068,428.0
2024-01-20,112,Marondera,MARONDERA USD DIESEL,375.1633986928105,574.0
2024-12-19,135,Cripps,CRI-QUARTZ 9000 SAE 5W40 500ML,2.0,10.0
2025-02-14,84,Avondale,AVONDALE USD PETROL,902.7586206896551,1309.0
2024-07-02,98,Roadport,ROADPORT USD DIESEL,1530.0466666666666,2295.07
2024-03-11,86,Charter,CHARTER USD DIESEL,916.9811320754718,1458.0
2024-12-11,123,Fife Street,FIFE USD PETROL,1546.2068965517244,2242.0
2024-07-01,98,Roadport,ROAPORT USD PETROL,1255.2162162162163,1864.0
2024-05-31,112,Marondera, MARONDERA PETROL TAXIS,738.6827586206894,1071.09
2024-01-06,150,Mutare One Stop,MUTARE ONE STOP DIESEL,1494.3037974683543,2361.0
2024-08-31,110,Mutare Green Market,MUTARE GREENMARKET USD PETROL,1354.7945205479452,1978.0
2024-05-10,88,Seke,SEKE USD PETROL,1760.6666666666667,2641.0
2024-12-05,147,Chinhoyi Main,CHINHOYI MAIN USD PETROL,3162.4161073825503,4712.0
2024-04-16,112,Marondera,MARONDERA USD PETROL,1211.700812433769,1841.0
2024-02-24,96,Samora,SAMORA USD PETROL,1259.3333333333335,1889.0
2025-03-14,88,Seke,SEK-FLUIDMATIC DIII MV 500ML,2.0,6.0
2024-10-16,96,Samora,SAMORA USD TAXI DIESEL ,206.89655172413796,300.0
2023-11-26,125,Fort Street,FORT USD DIESEL,589.2682926829268,966.4
2024-07-09,102,Kirkman,KIRKMAN USD PETROL,485.1275167785235,722.84
2024-04-16,148,Chegutu,CHEGUTU USD PETROL,740.5228758169935,1133.0
2024-04-30,131,R Mugabe,R MUGABE USD PETROL,740.1273885350317,1162.0
2024-11-11,88,Seke,SEKE USD DIESEL,2544.137931034483,3689.0
2024-03-24,135,Cripps,CRIPPS DIESEL USD,27.1523178807947,41.0
2024-10-29,114,Kadoma,KADOMA USD PETROL,886.8965517241379,1286.0
2025-02-05,96,Samora,SAMORA USD PETROL TAXIS,276.55172413793105,401.0
2023-11-29,110,Mutare Green Market,MUTARE GREENMARKET USD DIESEL,1541.7721518987341,2436.0
2024-11-21,123,Fife Street,FIFE USD DIESEL,1736.551724137931,2518.0
2024-07-18,82,Runiville,RUNIVILLE USD PETROL,266.2162162162162,394.0
2024-04-06,98,Roadport,ROADPORT USD DIESEL,952.0569620253165,1504.25
2024-05-02,86,Charter,CHARTER USD DIESEL,1638.3116883116882,2523.0
2024-03-26,148,Chegutu,CHEGUTU USD DIESEL,885.3503184713376,1390.0
2024-11-19,92,Msasa,MSASA BULK DIESEL,942.0689655172414,1366.0
2024-06-07,121,Gweru,GWERU BULK DIESEL USD,1200.0,1740.0
2023-12-28,145,Sunway City,SUNWAY USD DIESEL,1336.5853658536587,2192.0
2024-03-02,98,Roadport,ROADPORT USD DIESEL,1310.2564102564104,2044.0
2024-02-09,145,Sunway City,SUNWAY USD PETROL,359.86842105263156,547.0
2024-05-11,86,Charter,CHARTER USD PETROL,46.103896103896105,71.0
2024-01-29,127,Mpopoma,MPOPOMA USD DIESEL,141.46341463414637,232.0
2024-09-16,140,Mutare Second Street,MUTARE SECOND USD DIESEL,2350.0,3290.0
2024-12-19,84,Avondale,AVONDALE USD PETROL,315.79729729729723,467.38
2023-11-29,92,Msasa,MSASA USD PETROL,2002.206896551711,2903.2
2024-06-09,96,Samora,SAMORA USD DIESEL,465.33333333333337,698.0
2024-07-15,140,Mutare Second Street,MSE-QUARTZ 5000 20W50 500ML,1.0,3.0
2024-07-08,147,Chinhoyi Main,CHINHOYI MAIN USD PETROL,2675.9731543624166,3987.2
2024-03-21,86,Charter,CHARTER USD DIESEL,84.27672955974842,134.0
2024-11-04,98,Roadport,ROADPORT USD DIESEL BUS,1380.281690140845,1960.0
2024-11-23,121,Gweru,GWERU BULK DIESEL USD,1649.655172413793,2392.0
2023-12-06,140,Mutare Second Street,MUTARE SECOND USD PETROL,2126.388888888889,3062.0
2024-10-28,135,Cripps,CRIPPS DIESEL USD,373.01369863013707,544.6
2024-07-20,145,Sunway City,SUNWAY USD PETROL,1143.3333333333333,1715.0
2024-10-27,92,Msasa,MSA-QUARTZ 9000 SAE 5W40 500ML,1.0,5.0
2024-06-08,140,Mutare Second Street,MUTARE SECOND USD DIESEL,419.7368421052632,638.0
2024-02-05,86,Charter,CHARTER USD DIESEL,866.0377358490567,1377.0
2024-09-12,149,Turnpike,TURNPIKE USD DIESEL,921.8904109589041,1345.96
2024-03-14,92,Msasa,MSASA USD PETROL,1092.6666666666665,1639.0
2024-05-26,127,Mpopoma,MPOPOMA USD PETROL,1007.2602739726027,1470.6
2024-07-08,121,Gweru,GWERU USD PETROL,833.3366666666667,1250.0
2024-05-04,86,Charter,CHARTER USD DIESEL,1903.896103896104,2932.0
2024-07-11,102,Kirkman,KIRKMAN USD DIESEL,1143.5135135135135,1692.4
2025-02-19,147,Chinhoyi Main,CHINHOYI MAIN USD DIESEL,610.5960264900663,922.0
2024-07-25,123,Fife Street,FIFE USD PETROL,1139.1891891891892,1686.0
2024-07-26,98,Roadport,ROAPORT USD PETROL,1088.281879194631,1621.53
2024-05-07,148,Chegutu,CHEGUTU USD DIESEL,503.82165605095537,791.0
2024-12-09,129,Khami,KHA-RACE BRAKEFLUID DOT4+ 500ML,1.0,4.0
2024-09-08,125,Fort Street,FORT USD PETROL,3.4722222222222223,5.0
2025-02-19,86,Charter,CHARTER BULK/TAXI DIESEL ,958.6206896551726,1390.0
2024-10-10,141,Troutbeck,SHIELD PETROL INJ CLEANER 350ML,1.0,4.0
2024-12-03,96,Samora,SAMORA USD PETROL,747.6510067114095,1114.0
2024-08-27,149,Turnpike,TURNPKIE USD UNLEADED PETROL,284.375,455.0
2024-10-09,86,Charter,CHARTER BULK/TAXI DIESEL ,1622.0689655172412,2352.0
2024-08-12,135,Cripps,CRIPPS PETROL USD,13.513513513513514,20.0
2024-02-26,127,Mpopoma,MPOPOMA USD DIESEL,259.49367088607596,410.0
2024-01-04,123,Fife Street,FIFE USD DIESEL,437.8048780487805,718.0
2024-09-30,147,Chinhoyi Main,CHINHOYI MAIN USD DIESEL,2042.953020134228,3044.0
2023-12-07,92,Msasa,MSASA USD UNLEADED PETROL,637.4193548387096,988.0
2024-12-12,140,Mutare Second Street,MSE-QUARTZ 9000 SAE 5W40 500ML,2.6,13.0
2024-02-05,98,Roadport,ROADPORT USD DIESEL,1013.8795180722892,1683.04
2025-01-25,145,Sunway City,SUNWAY USD PETROL,4109.45945945946,6082.0
2025-01-27,160,Zaka ,ZAKA USD PETROL,791.1564625850341,1163.0
2024-09-02,127,Mpopoma,MPOPOMA USD PETROL,502.08333333333337,723.0
2024-05-20,98,Roadport,ROADPORT USD DIESEL,578.6666666666666,868.0
2024-01-19,140,Mutare Second Street,MUTARE SECOND USD PETROL,2192.3611111111113,3157.0
2024-11-19,148,Chegutu,CHEGUTU BULK DIESEL USD,588.2758620689655,853.0
2025-01-21,145,Sunway City,SUNWAY USD PETROL,2240.5405405405404,3316.0
2024-06-02,86,Charter,CHARTER USD UNLEADED PETROL,1027.2151898734178,1623.0
2024-09-15,148,Chegutu,CHEGUTU USD PETROL,1698.013698630137,2479.1
2024-08-06,149,Turnpike,TUR-RUBIA TIR 7400 15W40 500ML,1.0,3.0
2024-03-03,149,Turnpike,TURNPIKE USD DIESEL,547.741935483871,849.0
2024-01-09,123,Fife Street,FIFE USD DIESEL,791.4634146341464,1298.0
2024-03-25,114,Kadoma,KADOMA USD DIESEL,207.00636942675158,325.0
2024-09-28,98,Roadport,ROAPORT USD PETROL,3761.073825503355,5604.0
2024-06-10,150,Mutare One Stop,MUTARE ONE STOP DIESEL,10.526315789473685,16.0
2023-12-10,150,Mutare One Stop,MUTARE ONE STOP DIESEL,994.9367088598481,1572.0
2024-06-07,135,Cripps,CRIPPS DIESEL USD,1045.7114093959733,1558.11
2024-03-05,102,Kirkman,KIRKMAN USD UNLEADED PETROL,35.97560975609756,59.0
2024-10-24,121,Gweru,15W40 500ML,1.0,3.0
2024-09-03,140,Mutare Second Street,MUTARE SECOND USD BULK DIESEL,253.47222222222223,365.0
2024-06-03,86,Charter,CHARTER USD UNLEADED PETROL,1042.4050632911392,1647.0
2024-12-15,123,Fife Street,FIFE USD DIESEL,1423.448275862069,2064.0
2024-02-05,127,Mpopoma,MPOPOMA USD DIESEL,117.07317073170732,192.0
2025-02-17,84,Avondale,AVONDALE USD PETROL,1647.5862068965516,2389.0
2025-03-16,84,Avondale,GREESE,1.75,7.0
2024-03-29,141,Troutbeck,TROUTBECK USD PETROL,1053.2894736842104,1601.0
2024-05-23,112,Marondera,MARONDERA USD PETROL,366.89189189189204,543.0
2024-10-11,84,Avondale,AVONDALE USD PETROL,1268.4563758389263,1890.0
2024-01-07,98,Roadport,ROAPORT USD PETROL,1344.7368421052636,2044.0
2023-12-04,145,Sunway City,SUNWAY USD UNLEADED PETROL,242.17948717948715,377.8
2025-01-31,86,Charter,CHARTER USD DIESEL,1017.8082191780823,1486.0
2023-12-16,112,Marondera,MARONDERA USD DIESEL,551.8987341772153,872.0
2024-11-13,125,Fort Street,FORT USD PETROL,376.71232876712327,550.0
2024-10-29,125,Fort Street,FORT USD DIESEL,239.1891891891892,354.0
2024-06-02,86,Charter,CHARTER USD PETROL,1077.1812080536913,1605.0
2024-11-17,123,Fife Street,FIFE USD PETROL,688.9655172413793,999.0
2024-05-08,112,Marondera,MARONDERA USD DIESEL,625.918918918919,926.36
2024-09-12,92,Msasa,MSASA USD DIESEL,732.2,1098.3
2024-04-06,112,Marondera,MARONDERA USD DIESEL,560.1307189542484,857.0
2024-12-03,125,Fort Street,FOR-QUARTZ 5000 20W50 500ML,2.0,6.0
2024-02-29,92,Msasa,MSASA USD DIESEL,2089.610389610389,3218.0
2024-09-27,98,Roadport,ROADPORT USD DIESEL BUS,528.8732394366198,751.0
2025-01-23,82,Runiville,RUNIVILLE USD PETROL,654.7837837837839,969.08
2024-04-30,129,Khami,KHAMI USD DIESEL,792.8571428571429,1221.0
2024-11-27,123,Fife Street,FIFE USD PETROL,1513.7931034482758,2195.0
2024-07-07,112,Marondera,MAR-RUBIA SX SAE40 500ML,4.0,12.0
2024-10-30,125,Fort Street,FORT USD DIESEL,723.6486486486486,1071.0
2024-03-30,131,R Mugabe,R MUGABE USD DIESEL,807.7922077922077,1244.0
2024-07-29,82,Runiville,RUNIVILLE USD DIESEL,884.9833333333333,1327.47
2024-05-11,110,Mutare Green Market,MUTARE GREENMARKET USD PETROL,332.8859060402684,496.0
2025-02-05,140,Mutare Second Street,MUTARE SECOND USD PETROL,942.9577464788732,1339.0
2025-01-29,150,Mutare One Stop,MUTARE ONE STOP PETROL,1604.1666666666667,2310.0
2024-01-10,150,Mutare One Stop,MUTARE ONE STOP PETROL,1790.2777777777778,2578.0
2024-06-16,150,Mutare One Stop,MUTARE ONE STOP DIESEL,32.89473684210526,50.0
2024-11-25,96,Samora,SAMORA USD PETROL TAXIS,712.4137931034484,1033.0
2024-12-11,92,Msasa,MSASA USD DIESEL,614.7651006711409,916.0
2024-01-31,88,Seke,SEKE USD PETROL,1312.0805369127513,1955.0
