sale_date,site_id,site_name,product,total_litres,total_amount
2024-05-19,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,90.0,135.9
2024-04-22,MSASA,MSASA,PETROL,22.88,202157.78
2024-03-14,MUTARE GREEN MARKET,MUTARE GREEN MARKET,MUTARE GREENMARKET USD DIESEL,31.84,48.98
2025-10-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,328.75,501.84
2024-11-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,2.0,2.98
2024-10-25,SEKE,SEKE,SEKE USD PETROL,20.27,29.6
2024-08-19,KIRKMAN,KIRKMAN,KIRKMAN BULK DIESEL USD,138.62,200.1
2023-08-21,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,63.66,98.91
2025-08-16,R MUGABE,R MUGABE,R MUGABE USD PETROL,52.6,79.04
2025-09-21,MARONDERA,MARONDERA,MARONDERA USD PETROL,71.86,107.21
2025-10-24,MARONDERA,MARONDERA,MARONDERA USD PETROL,81.18,121.5
2023-10-14,FORT STREET,FORT STREET,FORT USD PETROL,203.16,320.74
2024-05-02,R MUGABE,R MUGABE,R MUGABE USD DIESEL,25.97,38.5
2025-01-30,SEKE,SEKE,SEKE USD DIESEL,245.89,357.7
2024-04-29,CHARTER,CHARTER,CHARTER USD UNLEADED PETROL,3.06,4.89
2024-07-28,FIFE STREET,FIFE STREET,FIFE USD PETROL,629.35,930.92
2025-10-19,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,80.39,122.4
2024-10-30,SEKE,SEKE,SEKE USD PETROL,27.02,39.96
2025-07-29,ROADPORT,ROADPORT,ROAPORT USD PETROL,42.49,64.26
2024-02-04,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,6.71,8.94
2024-04-27,FIFE STREET,FIFE STREET,FIFE USD PETROL,404.45,634.28
2024-03-22,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,45.91,71.55
2023-06-28,RUNIVILLE,RUNIVILLE,PETROL,230.66,970687.4
2024-07-31,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,40.54,59.2
2023-12-01,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,201.17,304.0
2023-05-19,AVONDALE,AVONDALE,AVONDALE USD PETROL,234.16,376.74
2023-03-23,ROADPORT,ROADPORT,ROAPORT USD PETROL,114.65,1800005.0
2023-09-09,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,69.42,108.33
2024-12-12,MARONDERA,MARONDERA,MARONDERA USD DIESEL,128.47,184.32
2024-10-16,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,24.16,35.76
2025-03-22,SEKE,SEKE,SEKE USD PETROL,102.72,149.94
2024-03-14,R MUGABE,R MUGABE,R MUGABE USD PETROL,45.16,69.75
2024-02-12,R MUGABE,R MUGABE,R MUGABE USD PETROL,45.16,69.75
2023-10-28,KADOMA,KADOMA,KADOMA USD PETROL,9.02,13.95
2025-06-19,FORT STREET,FORT STREET,FORT USD PETROL,13.69,18.98
2025-05-06,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,196.66,294.0
2024-04-14,MSASA,MSASA,MSASA USD PETROL,65.36,99.45
2023-09-15,FORT STREET,FORT STREET,FORT USD DIESEL,110.68,183.7
2024-07-05,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,20.13,29.8
2025-08-28,KADOMA,KADOMA,KADOMA USD DIESEL,3.38,4.44
2024-09-12,FIFE STREET,FIFE STREET,FIFE USD PETROL,95.83,136.8
2024-06-12,FIFE STREET,FIFE STREET,FIFE USD PETROL,45.94,66.6
2024-05-13,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,1088.71,1686.4
2024-02-28,BANKET,BANKET,BANKET USD PETROL,19.73,28.5
2025-11-14,ROADPORT,ROADPORT,ROADPORT USD DIESEL,45.45,69.3
2024-12-06,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,94.0,140.06
2023-12-07,AVONDALE,AVONDALE,AVONDALE USD PETROL,257.41,398.35
2024-12-02,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,202.01,298.96
2025-09-06,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,173.03,262.96
2023-10-03,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,18.87,28.62
2024-04-15,FORT STREET,FORT STREET,FORT USD DIESEL,132.47,203.28
2024-08-29,FORT STREET,FORT STREET,FORT USD PETROL,68.97,98.6
2025-07-31,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,156.57,237.12
2024-03-22,SEKE,SEKE,SEKE USD DIESEL,20.13,29.8
2023-08-29,FIFE STREET,FIFE STREET,FIFE USD PETROL,242.4,382.36
2023-03-26,MSASA,MSASA,MSASA USD DIESEL,79.41,1294383.0
2024-01-22,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,5.03,7.95
2025-09-05,KADOMA,KADOMA,KADOMA USD PETROL,178.67,267.0
2024-07-03,FORT STREET,FORT STREET,FORT UNLEADED PETROL USD,62.89,98.58
2025-09-25,R MUGABE,R MUGABE,R MUGABE USD PETROL,19.73,28.88
2025-08-29,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,470.56,705.0
2024-07-09,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,39.21,59.67
2024-02-10,MARONDERA,MARONDERA,MARONDERA USD PETROL,56.33,79.52
2025-05-13,CRIPPS,CRIPPS,CRIPPS DIESEL USD,106.84,154.76
2024-11-25,CRIPPS,CRIPPS,CRIPPS PETROL USD,6.89,8.7
2024-04-28,MARONDERA,MARONDERA,MARONDERA USD PETROL,31.58,47.12
2023-12-16,MUTARE GREEN MARKET,MUTARE GREEN MARKET,MUTARE GREENMARKET USD PETROL,104.16,149.76
2025-12-03,MSASA,MSASA,MSASA USD PETROL,458.66,705.32
2025-01-10,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,122.07,176.9
2024-04-13,CRIPPS,CRIPPS,CRIPPS BULK DIESEL USD,227.59,329.15
2024-06-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,27.02,39.96
2023-07-23,AVONDALE,AVONDALE,AVONDALE USD PETROL,45.16,69.75
2024-07-28,BANKET,BANKET,BANKET USD PETROL,27.02,39.96
2024-01-14,CHARTER,CHARTER,CHARTER USD DIESEL,37.5,59.2
2025-08-27,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,203.05,304.5
2025-10-30,MARONDERA,MARONDERA,MARONDERA USD PETROL,102.66,153.0
2025-09-27,R MUGABE,R MUGABE,R MUGABE USD PETROL,98.02,148.96
2025-06-17,FORT STREET,FORT STREET,FORT USD PETROL,6.84,8.76
2023-12-06,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,12.75,17.88
2024-08-22,FORT STREET,FORT STREET,FORT USD PETROL,457.93,662.65
2025-08-05,KADOMA,KADOMA,KADOMA USD PETROL,18.73,27.0
2025-04-04,FORT STREET,FORT STREET,FORT USD DIESEL,267.8,389.82
2025-06-05,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,166.66,249.0
2025-05-16,KADOMA,KADOMA,KADOMA USD DIESEL,27.97,38.61
2024-06-14,SAMORA,SAMORA,SAMORA USD PETROL,43.81,64.5
2023-12-22,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,65.79,98.8
2025-01-01,R MUGABE,R MUGABE,R MUGABE USD PETROL,102.77,153.0
2024-09-22,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,68.48,99.28
2024-01-20,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,19.48,29.26
2025-12-10,GWERU,GWERU,GWERU USD PETROL,81.29,125.55
2024-11-28,BANKET,BANKET,BANKET USD PETROL,20.13,29.8
2025-06-18,FORT STREET,FORT STREET,FORT USD DIESEL,13.98,18.59
2024-11-10,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,255.41,377.4
2024-10-29,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,64.43,95.36
2025-08-06,FIFE STREET,FIFE STREET,FIFE USD DIESEL,359.58,524.14
2024-11-16,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,10.06,14.9
2025-08-17,MARONDERA,MARONDERA,MARONDERA USD DIESEL,240.95,350.4
2023-05-21,MSASA,MSASA,MSASA USD PETROL,64.73,98.56
2025-05-03,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,72.97,106.56
2024-02-04,CRIPPS,CRIPPS,CRIPPS PETROL USD,7.43,10.36
2023-06-26,ROADPORT,ROADPORT,ROAPORT USD PETROL,132.25,204.6
2024-03-18,MSASA,MSASA,DIESEL,87.96,806976.33
2024-07-02,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,85.23,126.65
2024-05-31,FIFE STREET,FIFE STREET,FIFE USD PETROL,107.43,158.36
2024-07-09,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,76.66,114.0
2025-07-23,BANKET,BANKET,BANKET USD DIESEL,114.09,169.86
2024-07-03,R MUGABE,R MUGABE,R MUGABE USD PETROL,33.1,48.84
2024-11-30,FIFE STREET,FIFE STREET,FIFE USD PETROL,144.13,208.8
2023-09-03,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,42.68,68.88
2024-10-21,BANKET,BANKET,BANKET USD PETROL,13.51,19.24
2025-10-26,ROADPORT,ROADPORT,ROAPORT USD PETROL,118.87,181.72
2024-07-07,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,40.0,60.0
2024-11-14,R MUGABE,R MUGABE,R MUGABE USD PETROL,68.48,99.28
2023-06-13,FORT STREET,FORT STREET,FORT USD PETROL,13.07,19.89
2024-07-08,AVONDALE,AVONDALE,AVONDALE USD PETROL,113.76,169.5
2024-03-15,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,13.24,19.63
2025-11-12,FORT STREET,FORT STREET,FORT USD PETROL,270.39,410.4
2024-03-01,FORT STREET,FORT STREET,FORT USD PETROL,122.58,189.1
2024-07-13,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,80.3,120.0
2025-06-02,CRIPPS,CRIPPS,CRIPPS PETROL USD,58.21,84.68
2025-01-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,62.16,90.28
2025-05-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,85.33,126.65
2023-11-25,FORT STREET,FORT STREET,FORT USD PETROL,40.7,62.0
2024-08-04,FORT STREET,FORT STREET,FORT USD PETROL,20.27,29.6
2024-01-15,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,47.68,70.97
2025-01-15,KADOMA,KADOMA,KADOMA USD DIESEL,17.23,24.65
2025-02-04,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,23.64,34.04
2025-10-21,ROADPORT,ROADPORT,ROAPORT USD PETROL,175.32,269.5
2025-06-03,ROADPORT,ROADPORT,ROADPORT USD DIESEL,33.54,49.17
2024-03-20,R MUGABE,R MUGABE,R MUGABE USD DIESEL,12.99,18.48
2023-08-01,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,98.6,151.9
2023-07-08,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,25.16,38.75
2025-03-30,FIFE STREET,FIFE STREET,FIFE USD PETROL,249.63,363.54
2023-12-27,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,92.36,132.48
2023-08-26,ROADPORT,ROADPORT,ROAPORT USD PETROL,12.73,18.84
2023-08-21,AVONDALE,AVONDALE,AVONDALE USD DIESEL,60.61,99.0
2023-12-05,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,256.27,389.12
2024-06-02,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,156.66,234.0
2023-08-28,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,38.22,59.66
2025-05-29,FORT STREET,FORT STREET,FORT USD DIESEL,24.47,34.32
2024-06-07,SEKE,SEKE,SEKE USD PETROL,33.78,48.84
2025-06-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,250.34,372.5
2024-07-17,BANKET,BANKET,BANKET USD PETROL,40.0,60.0
2024-10-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,54.85,80.46
2025-12-06,FIFE STREET,FIFE STREET,FIFE USD PETROL,253.14,389.62
2025-04-19,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,159.99,238.5
2025-11-14,R MUGABE,R MUGABE,R MUGABE USD PETROL,103.88,158.62
2025-10-06,MARONDERA,MARONDERA,MARONDERA USD DIESEL,136.05,199.92
2025-08-17,KADOMA,KADOMA,KADOMA USD DIESEL,43.78,63.64
2024-04-01,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,47.31,75.2
2025-07-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,75.65,114.0
2025-01-24,KADOMA,KADOMA,KADOMA USD DIESEL,20.69,29.0
2024-07-16,MARONDERA,MARONDERA,MARONDERA USD DIESEL,125.0,180.0
2024-02-29,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,10.96,15.5
2024-09-20,FIFE STREET,FIFE STREET,FIFE USD PETROL,146.57,213.16
2025-10-05,FORT STREET,FORT STREET,FORT USD PETROL,426.57,647.52
2025-10-22,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,9.93,13.59
2024-10-05,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,84.45,124.32
2024-03-29,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,68.92,100.64
2025-06-26,FIFE STREET,FIFE STREET,FIFE USD PETROL,91.89,134.68
2024-02-02,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,18.18,29.7
2024-01-06,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,48.78,78.72
2025-01-28,FIFE STREET,FIFE STREET,FIFE USD PETROL,91.21,134.68
2024-10-17,KHAMI,KHAMI,KHAMI USD PETROL,99.31,144.54
2024-11-27,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,43.92,63.64
2023-12-18,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,65.58,100.1
2025-05-07,R MUGABE,R MUGABE,R MUGABE USD PETROL,17.12,24.82
2024-07-01,BANKET,BANKET,BANKET USD DIESEL,39.47,59.28
2024-05-30,FIFE STREET,FIFE STREET,FIFE USD PETROL,372.97,550.56
2023-12-17,CHARTER,CHARTER,CHARTER USD DIESEL,12.12,19.8
2024-09-04,CRIPPS,CRIPPS,KIRKMAN BULK DIESEL USD,113.03,163.85
2025-10-13,KHAMI,KHAMI,KHAMI USD PETROL,19.86,28.69
2023-12-12,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,254.44,386.08
2024-07-04,FORT STREET,FORT STREET,FORT USD PETROL,197.09,291.56
2025-06-09,R MUGABE,R MUGABE,R MUGABE USD DIESEL,6.99,8.58
2024-12-31,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,299.32,442.52
2023-05-30,AVONDALE,AVONDALE,AVONDALE USD PETROL,328.57,528.08
2025-04-04,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,85.7,124.1
2024-11-17,FORT STREET,FORT STREET,FORT USD PETROL,112.47,163.52
2024-10-05,BANKET,BANKET,BANKET USD PETROL,21.62,31.08
2024-09-01,FORT STREET,FORT STREET,FORT UNLEADED PETROL USD,63.63,100.8
2023-12-16,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,245.16,379.75
2024-10-21,FIFE STREET,FIFE STREET,FIFE USD PETROL,89.04,129.94
2023-10-07,AVONDALE,AVONDALE,AVONDALE USD PETROL,93.54,152.52
2025-11-14,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,9.74,13.86
2023-04-11,R MUGABE,R MUGABE,R MUGABE USD DIESEL,76.63,125.4
2024-12-29,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,123.76,184.5
2024-05-24,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,31.43,45.88
2025-09-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,110.71,167.2
2024-09-13,FORT STREET,FORT STREET,FORT USD PETROL,70.97,100.8
2025-09-26,FIFE STREET,FIFE STREET,FIFE USD DIESEL,32.86,46.72
2024-08-23,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,24.86,35.52
2025-12-04,FIFE STREET,FIFE STREET,FIFE USD PETROL,401.1,616.0
2025-11-23,GWERU,GWERU,GWERU USD PETROL,323.02,490.96
2024-06-01,CHARTER,CHARTER,CHARTER USD UNLEADED PETROL,6.32,9.48
2025-08-11,CRIPPS,CRIPPS,PETROL,27.02,248102.73
2025-05-06,CRIPPS,CRIPPS,CRIPPS PETROL USD,25.34,36.5
2023-05-27,AVONDALE,AVONDALE,AVONDALE USD PETROL,111.8,178.71
2024-06-15,SEKE,SEKE,SEKE USD DIESEL,81.63,119.07
2025-04-08,BANKET,BANKET,BANKET USD PETROL,67.11,99.83
2025-03-30,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,27.39,39.42
2025-03-12,FORT STREET,FORT STREET,FORT USD DIESEL,182.87,265.72
2024-05-24,CHARTER,CHARTER,CHARTER USD PETROL,9.76,13.41
2024-09-28,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,96.74,143.04
2024-06-12,SEKE,SEKE,SEKE USD PETROL,20.27,29.6
2024-05-01,FORT STREET,FORT STREET,FORT USD DIESEL,408.02,628.32
2024-01-20,ROADPORT,ROADPORT,ROAPORT USD PETROL,19.73,28.88
2023-09-08,AVONDALE,AVONDALE,AVONDALE USD PETROL,263.61,423.43
2025-06-02,ROADPORT,ROADPORT,ROAPORT USD PETROL,135.33,202.5
2025-05-28,KADOMA,KADOMA,KADOMA USD DIESEL,195.8,278.85
2024-12-02,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,6.71,8.94
2024-11-15,FORT STREET,FORT STREET,FORT USD PETROL,220.55,321.2
2025-11-03,FORT STREET,FORT STREET,FORT USD PETROL,154.3,234.08
2024-01-19,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,39.63,63.96
2025-03-11,FORT STREET,FORT STREET,FORT USD DIESEL,379.69,553.34
2024-07-19,BANKET,BANKET,BANKET USD PETROL,13.33,19.5
2024-02-16,AVONDALE,AVONDALE,AVONDALE USD PETROL,32.26,49.6
2023-03-18,MSASA,MSASA,MSASA USD PETROL,103.77,1649943.0
2024-01-12,MSASA,MSASA,MSASA USD PETROL,41.37,59.45
2025-08-28,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,261.18,396.72
2024-12-16,FIFE STREET,FIFE STREET,FIFE USD PETROL,322.06,466.9
2023-09-18,FORT STREET,FORT STREET,FORT USD DIESEL,11.97,18.37
2024-11-06,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,200.0,296.0
2024-04-02,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,82.5,131.2
2024-04-08,MSASA,MSASA,MSASA USD UNLEADED PETROL,57.57,90.63
2025-08-04,ROADPORT,ROADPORT,ROAPORT USD PETROL,85.01,130.05
2023-03-27,ROADPORT,ROADPORT,ROAPORT USD PETROL,92.36,1450052.0
2024-12-02,FIFE STREET,FIFE STREET,FIFE USD PETROL,128.27,185.6
2024-01-08,MSASA,MSASA,MSASA USD PETROL,148.27,214.6
2025-05-28,R MUGABE,R MUGABE,R MUGABE USD DIESEL,73.09,104.39
2023-12-13,ROADPORT,ROADPORT,ROAPORT USD PETROL,13.15,19.76
2024-05-12,FIFE STREET,FIFE STREET,FIFE USD PETROL,204.45,320.28
2025-10-24,FIFE STREET,FIFE STREET,FIFE USD DIESEL,369.58,544.64
2024-02-26,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,67.06,109.88
2024-08-11,R MUGABE,R MUGABE,R MUGABE USD PETROL,112.16,165.76
2023-12-26,MSASA,MSASA,MSASA USD PETROL,41.38,59.45
2024-04-04,FORT STREET,FORT STREET,FORT USD PETROL,44.59,69.08
2025-07-06,R MUGABE,R MUGABE,R MUGABE USD PETROL,33.33,49.5
2024-05-20,FORT STREET,FORT STREET,FORT USD PETROL,81.76,119.88
2024-12-29,R MUGABE,R MUGABE,R MUGABE USD PETROL,100.0,150.0
2024-03-06,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,10.07,14.9
2024-11-10,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,20.13,29.8
2023-06-28,SUNWAY CITY,SUNWAY CITY,SUNWAY USD PETROL,32.46,49.28
2023-05-12,ROADPORT,ROADPORT,ROADPORT USD DIESEL,6.21,9.66
2024-05-22,CHINHOYI MAIN,CHINHOYI MAIN,PETROL,21.47,194555.34
2025-04-24,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,62.43,91.76
2023-06-16,FIFE STREET,FIFE STREET,FIFE USD PETROL,207.18,316.71
2024-02-25,SUNWAY CITY,SUNWAY CITY,SUNWAY USD UNLEADED PETROL,135.97,221.4
2025-11-21,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,72.72,110.88
2025-03-03,KADOMA,KADOMA,KADOMA USD PETROL,6.94,8.64
2025-10-11,ROADPORT,ROADPORT,ROADPORT USD DIESEL BUS,200.0,296.0
2024-12-22,CRIPPS,CRIPPS,CRIPPS DIESEL USD,195.85,286.65
2024-02-16,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,184.78,264.96
2025-08-02,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,72.36,109.44
2023-12-05,FORT STREET,FORT STREET,FORT USD PETROL,22.58,34.1
2024-05-01,SUNWAY CITY,SUNWAY CITY,SUNWAY USD PETROL,15.54,22.5
2025-05-14,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,79.86,117.71
2024-04-14,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,19.37,30.4
2025-11-06,MARONDERA,MARONDERA,MARONDERA USD PETROL,95.03,142.5
2024-07-07,MSASA,MSASA,MSASA USD PETROL,94.59,139.12
2024-09-08,BANKET,BANKET,BANKET USD DIESEL,33.78,50.16
2024-04-29,CHARTER,CHARTER,CHARTER USD PETROL,19.48,29.26
2025-10-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,122.87,186.66
2024-07-21,R MUGABE,R MUGABE,R MUGABE USD PETROL,62.83,91.76
2025-02-16,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,62.66,93.0
2025-12-08,FORT STREET,FORT STREET,FORT USD PETROL,5.76,7.8
2025-11-11,ROADPORT,ROADPORT,ROAPORT USD PETROL,98.7,150.92
2023-08-24,FORT STREET,FORT STREET,FORT USD PETROL,9.49,14.22
2024-08-18,R MUGABE,R MUGABE,R MUGABE USD PETROL,36.54,52.2
2024-10-08,BANKET,BANKET,BANKET USD PETROL,40.54,59.2
2024-04-16,SEKE,SEKE,SEKE USD PETROL,61.25,91.5
2025-10-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,352.05,538.56
2024-06-27,BANKET,BANKET,BANKET USD PETROL,38.65,57.0
2024-01-29,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,168.87,253.68
2023-06-14,AVONDALE,AVONDALE,AVONDALE USD PETROL,396.25,613.8
2025-04-18,ROADPORT,ROADPORT,ROAPORT USD PETROL,55.52,81.4
2023-12-17,MSASA,MSASA,MSASA USD PETROL,309.82,448.05
2025-08-26,FIFE STREET,FIFE STREET,FIFE USD PETROL,423.72,634.5
2024-03-01,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,64.52,99.2
2024-12-11,MARONDERA,MARONDERA,MARONDERA USD DIESEL,287.5,413.28
2024-05-14,R MUGABE,R MUGABE,R MUGABE USD DIESEL,51.95,78.54
2023-06-05,FIFE STREET,FIFE STREET,FIFE USD PETROL,196.77,303.8
2024-06-13,MSASA,MSASA,MSASA USD PETROL,108.1,159.84
2023-11-18,KADOMA,KADOMA,KADOMA USD PETROL,25.81,38.75
2025-07-31,ROADPORT,ROADPORT,ROADPORT USD DIESEL,78.95,118.56
2023-04-26,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,164.82,265.68
2025-05-18,CRIPPS,CRIPPS,CRIPPS PETROL USD,192.75,280.32
2025-04-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,70.0,105.0
2024-05-26,SEKE,SEKE,SEKE USD PETROL,20.94,29.6
2025-03-06,KADOMA,KADOMA,KADOMA USD PETROL,29.17,41.76
2024-02-01,R MUGABE,R MUGABE,R MUGABE USD PETROL,395.48,612.25
2024-04-07,MARONDERA,MARONDERA,MARONDERA USD PETROL,13.42,19.37
2023-08-18,MSASA,MSASA,MSASA USD PETROL,167.92,265.53
2024-06-21,SEKE,SEKE,SEKE USD PETROL,41.09,59.86
2024-09-04,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,39.6,59.28
2024-01-12,FORT STREET,FORT STREET,FORT USD PETROL,9.67,13.95
2025-01-21,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,3.37,4.44
2024-04-29,FORT STREET,FORT STREET,FORT USD PETROL,19.11,29.83
2025-05-27,FIFE STREET,FIFE STREET,FIFE USD PETROL,71.23,103.66
2025-02-02,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,44.82,63.8
2023-04-20,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,212.12,349.8
2024-02-25,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,154.36,229.46
2024-08-17,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,260.79,384.8
2024-07-17,R MUGABE,R MUGABE,R MUGABE USD PETROL,23.64,34.04
2023-04-17,FIFE STREET,FIFE STREET,FIFE USD PETROL,44.58,69.08
2025-10-13,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,138.41,208.38
2025-02-05,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,8.73,12.0
2024-02-28,MUTARE GREEN MARKET,MUTARE GREEN MARKET,MUTARE GREENMARKET USD DIESEL,40.0,63.2
2025-10-08,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,20.52,30.2
2023-08-15,FIFE STREET,FIFE STREET,FIFE USD PETROL,72.78,113.76
2024-10-05,MARONDERA,MARONDERA,MARONDERA USD DIESEL,223.93,314.43
2024-09-10,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,106.75,156.88
2024-02-14,R MUGABE,R MUGABE,R MUGABE USD PETROL,12.9,18.6
2025-02-10,KHAMI,KHAMI,KHAMI USD PETROL,506.25,728.64
2025-05-14,FIFE STREET,FIFE STREET,FIFE USD PETROL,308.2,449.68
