sale_date,site_id,site_name,product,total_litres,total_amount
2022-12-09,FORD,FORD,FORD USD PETROL,9.74,150970.0
2023-12-30,CRIPPS,CRIPPS,CRIPPS PETROL USD,26.0,38.48
2024-07-14,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,20.91,30.6
2025-04-17,GWERU,GWERU,GWERU USD PETROL,71.91,103.66
2025-08-03,R MUGABE,R MUGABE,R MUGABE USD DIESEL,36.24,53.64
2024-07-24,R MUGABE,R MUGABE,R MUGABE USD PETROL,77.7,113.96
2024-09-21,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,50.67,73.0
2023-07-26,FORT STREET,FORT STREET,FORT USD PETROL,66.01,100.98
2024-04-24,MSASA,MSASA,PETROL,13.07,119456.87
2024-11-17,SEKE,SEKE,SEKE USD PETROL,163.13,241.24
2025-06-10,BANKET,BANKET,BANKET USD PETROL,41.38,62.73
2025-06-19,FORT STREET,FORT STREET,FORT USD DIESEL,276.22,394.68
2024-04-12,FORT STREET,FORT STREET,FORT UNLEADED PETROL USD,31.25,49.6
2025-12-09,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,419.23,653.64
2025-02-18,FORT STREET,FORT STREET,FORT USD DIESEL,300.0,438.0
2024-12-10,FIFE STREET,FIFE STREET,FIFE USD PETROL,129.86,187.05
2023-04-08,R MUGABE,R MUGABE,R MUGABE USD PETROL,318.47,499.26
2023-12-19,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,96.77,148.8
2024-08-23,FIFE STREET,FIFE STREET,FIFE USD PETROL,222.31,321.9
2024-04-04,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,32.68,48.96
2024-02-17,FIFE STREET,FIFE STREET,FIFE USD PETROL,250.96,387.5
2024-10-04,FORT STREET,FORT STREET,FORT USD PETROL,112.19,163.52
2024-10-01,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,6.85,8.76
2023-03-10,FORT STREET,FORT STREET,FORT USD DIESEL,65.92,1100864.0
2024-10-02,CRIPPS,CRIPPS,CRIPPS PETROL USD,16.89,23.68
2024-03-05,MARONDERA,MARONDERA,MARONDERA USD PETROL,10.65,14.2
2024-11-12,BANKET,BANKET,BANKET USD PETROL,13.51,19.24
2023-06-29,FIFE STREET,FIFE STREET,FIFE USD PETROL,110.45,168.3
2025-03-21,FORT STREET,FORT STREET,FORT USD PETROL,106.16,154.76
2024-09-05,MARONDERA,MARONDERA,MARONDERA USD PETROL,37.32,52.54
2024-01-14,MSASA,MSASA,MSASA USD PETROL,20.68,29.0
2024-06-27,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,240.54,355.2
2025-11-16,R MUGABE,R MUGABE,R MUGABE USD PETROL,14.27,21.56
2025-08-13,CRIPPS,CRIPPS,CRIPPS PETROL USD,163.51,241.24
2025-03-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,173.13,258.0
2023-07-03,MSASA,MSASA,MSASA USD PETROL,364.24,560.56
2024-10-19,MARONDERA,MARONDERA,MARONDERA USD DIESEL,428.55,603.48
2024-09-01,CRIPPS,CRIPPS,CRIPPS PETROL USD,41.73,59.45
2023-12-19,MSASA,MSASA,MSASA USD PETROL,268.97,388.6
2025-10-05,FIFE STREET,FIFE STREET,FIFE USD PETROL,401.33,601.5
2024-04-30,SEKE,SEKE,SEKE USD PETROL,63.33,94.5
2025-09-15,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,126.79,192.78
2025-06-03,FIFE STREET,FIFE STREET,FIFE USD PETROL,81.5,118.26
2023-05-14,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,15.61,23.25
2025-05-14,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,102.73,148.92
2025-11-10,R MUGABE,R MUGABE,R MUGABE USD PETROL,131.1,201.74
2025-07-28,MARONDERA,MARONDERA,MARONDERA USD PETROL,306.39,459.0
2024-04-22,MARONDERA,MARONDERA,MARONDERA USD PETROL,39.47,59.28
2023-05-01,R MUGABE,R MUGABE,R MUGABE USD PETROL,30.0,46.5
2023-10-04,AVONDALE,AVONDALE,AVONDALE USD PETROL,30.48,49.2
2023-06-11,GWABALANDA,GWABALANDA,GWABALANDA USD PETROL,19.6,29.07
2023-12-21,FORT STREET,FORT STREET,FORT USD PETROL,414.45,641.7
2024-03-30,FIFE STREET,FIFE STREET,FIFE USD PETROL,611.2,959.27
2024-07-24,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,62.32,90.52
2025-04-24,FIFE STREET,FIFE STREET,FIFE USD PETROL,365.54,540.2
2024-08-22,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,950.0,1406.0
2024-09-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,200.0,296.0
2024-05-09,R MUGABE,R MUGABE,R MUGABE USD DIESEL,40.26,61.6
2023-12-15,FIFE STREET,FIFE STREET,FIFE USD PETROL,32.25,49.6
2023-06-01,R MUGABE,R MUGABE,R MUGABE USD PETROL,73.54,113.15
2024-05-25,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,176.47,269.28
2023-08-05,MSASA,MSASA,MSASA USD PETROL,314.04,492.98
2024-01-06,ROADPORT,ROADPORT,ROAPORT USD PETROL,32.89,48.64
2024-10-18,MARONDERA,MARONDERA,MARONDERA USD PETROL,18.43,25.38
2025-06-10,BANKET,BANKET,BANKET BULK DIESEL USD,239.86,341.77
2024-10-19,GWERU,GWERU,GWERU USD PETROL,2.7,2.96
2024-05-14,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,165.61,259.05
2023-07-17,R MUGABE,R MUGABE,R MUGABE USD DIESEL,18.98,28.44
2023-12-30,AVONDALE,AVONDALE,PETROL,185.16,1699963.15
2024-07-26,ROADPORT,ROADPORT,ROAPORT USD PETROL,33.56,49.17
2024-12-03,MARONDERA,MARONDERA,MARONDERA USD DIESEL,201.41,283.41
2024-05-18,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,19.73,28.88
2025-01-07,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,327.7,483.96
2025-04-30,BANKET,BANKET,BANKET USD PETROL,370.32,547.6
2025-07-05,R MUGABE,R MUGABE,R MUGABE USD PETROL,111.33,166.5
2024-12-01,SEKE,SEKE,SEKE USD PETROL,6.75,8.88
2025-10-01,ROADPORT,ROADPORT,ROAPORT USD PETROL,75.64,115.5
2024-02-13,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,21.16,32.55
2024-10-29,MARONDERA,MARONDERA,MARONDERA USD PETROL,354.6,499.14
2024-07-21,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,107.49,160.5
2025-08-20,R MUGABE,R MUGABE,R MUGABE USD DIESEL,42.0,63.0
2024-08-08,R MUGABE,R MUGABE,R MUGABE USD PETROL,118.64,174.64
2024-02-09,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,40.54,59.2
2023-07-26,RUNIVILLE,RUNIVILLE,PETROL,110.32,1010788.9
2025-06-27,FORT STREET,FORT STREET,FORT USD PETROL,42.61,62.58
2024-10-12,BANKET,BANKET,BANKET USD PETROL,13.51,19.24
2024-08-17,FORT STREET,FORT STREET,FORT USD PETROL,118.62,171.1
2023-07-12,R MUGABE,R MUGABE,R MUGABE USD DIESEL,91.76,143.78
2024-06-24,CHARTER,CHARTER,CHARTER USD PETROL,10.74,14.9
2024-05-26,R MUGABE,R MUGABE,R MUGABE USD PETROL,13.51,19.24
2025-09-08,KADOMA,KADOMA,DIESEL,6.75,56106.84
2025-06-24,MARONDERA,MARONDERA,MARONDERA USD DIESEL,673.82,969.12
2023-11-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,12.98,18.48
2025-10-25,FIFE STREET,FIFE STREET,FIFE USD PETROL,26.31,39.52
2024-05-14,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,25.97,38.5
2024-02-12,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,81.69,123.93
2025-09-19,ROADPORT,ROADPORT,ROAPORT USD PETROL,52.83,80.08
2025-06-11,FORT STREET,FORT STREET,FORT USD DIESEL,529.02,756.47
2024-04-04,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,55.41,81.4
2025-07-25,MARONDERA,MARONDERA,MARONDERA USD DIESEL,161.91,235.06
2023-05-31,SAMORA,SAMORA,SAMORA USD PETROL,98.03,149.94
2024-10-29,R MUGABE,R MUGABE,R MUGABE USD PETROL,68.48,99.28
2024-10-12,KHAMI,KHAMI,KHAMI USD PETROL,10.95,14.6
2024-02-29,BANKET,BANKET,BANKET USD DIESEL,31.45,49.29
2024-10-27,FIFE STREET,FIFE STREET,FIFE USD PETROL,339.04,494.94
2024-06-12,MARONDERA,MARONDERA,MARONDERA USD PETROL,71.92,103.66
2025-07-22,R MUGABE,R MUGABE,R MUGABE USD DIESEL,13.61,19.37
2025-05-11,MARONDERA,MARONDERA,MARONDERA USD PETROL,694.44,999.36
2024-05-07,R MUGABE,R MUGABE,R MUGABE USD DIESEL,118.18,181.72
2024-07-10,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,140.66,210.0
2025-10-03,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,39.74,58.89
2024-05-19,MARONDERA,MARONDERA,MARONDERA USD PETROL,70.95,103.6
2024-02-12,CRIPPS,CRIPPS,CRIPPS DIESEL USD,18.78,28.8
2025-11-19,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,107.14,164.78
2024-08-07,SEKE,SEKE,SEKE USD PETROL,27.39,39.42
2023-04-28,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,499.29,788.42
2024-11-18,FORT STREET,FORT STREET,FORT USD DIESEL,267.33,395.16
2025-07-20,FIFE STREET,FIFE STREET,FIFE USD PETROL,231.09,342.7
2023-05-02,R MUGABE,R MUGABE,R MUGABE USD DIESEL,42.94,68.46
2023-12-26,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,27.78,38.88
2025-03-04,FIFE STREET,FIFE STREET,FIFE USD PETROL,121.23,176.66
2024-09-21,BANKET,BANKET,BANKET USD PETROL,59.45,87.32
2025-07-05,ROADPORT,ROADPORT,ROAPORT USD PETROL,135.34,202.5
2025-07-26,BANKET,BANKET,BANKET USD DIESEL,3.35,4.47
2023-04-10,R MUGABE,R MUGABE,R MUGABE USD PETROL,10.0,15.7
2024-08-08,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,6.84,8.76
2024-12-02,TROUTBECK,TROUTBECK,TROUTBECK USD DIESEL,53.33,79.5
2024-06-08,ROADPORT,ROADPORT,PETROL,36.67,330803.64
2023-09-07,FORT STREET,FORT STREET,FORT USD PETROL,142.87,224.36
2024-06-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,40.26,59.6
2025-10-17,MARONDERA,MARONDERA,MARONDERA USD PETROL,309.2,469.68
2025-01-21,R MUGABE,R MUGABE,R MUGABE USD PETROL,54.66,81.0
2024-01-18,FORT STREET,FORT STREET,FORT USD DIESEL,54.87,88.56
2024-10-09,KHAMI,KHAMI,KHAMI USD PETROL,44.93,64.24
2023-05-11,AVONDALE,AVONDALE,AVONDALE USD DIESEL,101.24,162.61
2024-08-11,TROUTBECK,TROUTBECK,TROUTBECK USD PETROL,182.55,271.18
2025-12-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,161.53,251.16
2024-11-29,CRIPPS,CRIPPS,CRIPPS PETROL USD,5.51,7.25
2023-11-13,AVONDALE,AVONDALE,AVONDALE USD PETROL,53.2,82.68
2024-03-22,KHAMI,KHAMI,KHAMI USD PETROL,12.9,18.6
2024-07-06,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,200.0,296.0
2024-11-01,FIFE STREET,FIFE STREET,FIFE USD PETROL,128.08,186.88
2024-04-07,R MUGABE,R MUGABE,R MUGABE USD DIESEL,64.94,98.56
2024-11-15,FIFE STREET,FIFE STREET,FIFE USD PETROL,10.27,14.6
2023-07-01,MSASA,MSASA,MSASA USD PETROL,282.47,434.28
2024-02-14,FORT STREET,FORT STREET,FORT USD DIESEL,210.0,344.4
2024-03-10,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,20.13,29.8
2023-07-10,AVONDALE,AVONDALE,AVONDALE USD DIESEL,72.03,112.32
2024-05-27,CHARTER,CHARTER,CHARTER USD UNLEADED PETROL,69.62,109.02
2023-06-16,ROADPORT,ROADPORT,ROAPORT USD PETROL,206.46,319.3
2024-01-14,FORT STREET,FORT STREET,FORT USD DIESEL,136.79,223.04
2023-12-26,CRIPPS,CRIPPS,CRIPPS PETROL USD,13.51,19.24
2025-05-06,MARONDERA,MARONDERA,MARONDERA USD PETROL,158.33,227.52
2025-01-01,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,67.56,97.68
2025-06-05,BANKET,BANKET,BANKET USD PETROL,37.25,56.61
2025-11-04,FORT STREET,FORT STREET,FORT USD PETROL,65.13,98.8
2025-03-04,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,78.77,113.88
2023-11-28,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,16.77,23.84
2024-06-26,R MUGABE,R MUGABE,R MUGABE USD PETROL,316.89,467.68
2025-12-10,SUNWAY CITY,SUNWAY CITY,SUNWAY USD PETROL,687.17,1071.72
2024-05-19,KHAMI,KHAMI,-,13.69,0.0
2025-11-05,GWERU,GWERU,GWERU USD PETROL,19.73,28.88
2024-09-06,FORT STREET,FORT STREET,FORT USD PETROL,99.38,142.56
2025-09-29,MARONDERA,MARONDERA,MARONDERA USD DIESEL,329.62,483.63
2025-01-05,R MUGABE,R MUGABE,R MUGABE USD PETROL,38.09,57.0
2025-08-27,FIFE STREET,FIFE STREET,FIFE USD PETROL,471.99,706.5
2024-08-18,GWERU,GWERU,GWERU USD DIESEL,33.33,49.5
2024-12-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,6.71,8.94
2024-06-18,RUNIVILLE,RUNIVILLE,RUNIVILLE BULK DIESEL USD,2413.79,3498.85
2024-07-30,SEKE,SEKE,SEKE USD PETROL,17.12,24.82
2025-07-31,CRIPPS,CRIPPS,CRIPPS DIESEL USD,84.25,122.64
2023-12-26,FORT STREET,FORT STREET,FORT USD PETROL,34.19,52.7
2025-07-20,ROADPORT,ROADPORT,ROAPORT USD PETROL,43.47,65.79
2023-04-13,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,81.89,127.98
2024-08-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,110.73,163.9
2024-06-06,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,60.81,88.8
2024-11-27,MARONDERA,MARONDERA,MARONDERA USD PETROL,533.57,751.53
2024-09-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,20.13,29.8
2025-10-27,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,648.0,972.0
2025-07-29,CRIPPS,CRIPPS,CRIPPS DIESEL USD,93.15,135.78
2024-03-20,FORT STREET,FORT STREET,FORT USD DIESEL,125.0,190.0
2024-08-22,SEKE,SEKE,SEKE USD PETROL,36.97,52.56
2025-04-28,KADOMA,KADOMA,KADOMA USD PETROL,10.34,14.5
2024-10-14,MARONDERA,MARONDERA,MARONDERA USD DIESEL,102.83,143.82
2024-03-16,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,18.86,27.18
2023-03-27,MSASA,MSASA,MSASA USD DIESEL,30.67,499921.0
2024-03-03,FORT STREET,FORT STREET,FORT USD PETROL,77.42,119.35
2023-06-11,ROADPORT,ROADPORT,ROAPORT USD PETROL,174.19,269.7
2024-06-21,FIFE STREET,FIFE STREET,FIFE USD PETROL,169.59,250.12
2023-09-15,FORT STREET,FORT STREET,FORT USD PETROL,22.68,34.76
2023-10-10,AVONDALE,AVONDALE,AVONDALE USD PETROL,135.12,221.4
2024-11-05,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,13.7,18.98
2025-05-14,MARONDERA,MARONDERA,MARONDERA USD DIESEL,42.56,60.48
2023-04-29,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,252.13,398.16
2024-08-03,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,159.33,238.5
2024-08-07,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,44.67,66.0
2023-08-26,SAMORA,SAMORA,SAMORA USD PETROL,45.16,71.55
2023-12-15,R MUGABE,R MUGABE,R MUGABE USD DIESEL,170.12,278.8
2024-07-02,SEKE,SEKE,SEKE USD PETROL,58.21,84.68
2025-09-14,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,117.64,179.01
2025-06-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,70.45,104.3
2024-12-22,KHAMI,KHAMI,KHAMI USD PETROL,3.33,4.5
2024-08-21,KIRKMAN,KIRKMAN,KIRKMAN USD PETROL,33.78,48.84
2023-06-30,SAMORA,SAMORA,SAMORA USD PETROL,9.8,13.77
2023-04-29,ROADPORT,ROADPORT,ROAPORT USD PETROL,19.35,29.45
2024-06-18,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,111.48,164.28
2023-11-19,MUTARE SECOND STREET,MUTARE SECOND STREET,MUTARE SECOND USD PETROL,6.08,8.88
2024-11-22,GWERU,GWERU,GWERU USD PETROL,13.51,19.24
2024-11-17,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,46.97,68.54
2024-10-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,61.74,90.89
2024-11-27,KHAMI,KHAMI,KHAMI USD DIESEL,370.29,547.6
2023-07-18,R MUGABE,R MUGABE,R MUGABE USD DIESEL,47.46,74.26
2023-07-14,MSASA,MSASA,MSASA USD PETROL,160.33,241.6
2025-05-20,R MUGABE,R MUGABE,R MUGABE USD PETROL,37.67,54.02
2024-12-24,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,20.27,29.6
2023-05-07,SAMORA,SAMORA,SAMORA USD PETROL,67.73,103.85
2025-08-06,R MUGABE,R MUGABE,R MUGABE USD DIESEL,53.33,79.5
2024-05-23,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,1070.27,1583.6
2024-09-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,80.53,119.2
2024-10-27,BANKET,BANKET,BANKET USD PETROL,10.81,14.8
2025-04-15,KADOMA,KADOMA,KADOMA USD PETROL,88.28,127.6
2024-07-27,MARONDERA,MARONDERA,MARONDERA USD PETROL,184.94,268.64
2025-02-27,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,20.54,29.2
2023-12-29,MSASA,MSASA,MSASA USD PETROL,197.24,285.65
2023-04-05,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,60.6,99.0
2024-11-27,SEKE,SEKE,SEKE USD PETROL,27.02,39.96
2024-07-15,MARONDERA,MARONDERA,MARONDERA USD DIESEL,156.25,224.64
2025-07-26,KADOMA,KADOMA,PETROL,33.33,305729.82
2025-02-22,KADOMA,KADOMA,DIESEL,13.88,121564.82
2025-01-09,R MUGABE,R MUGABE,R MUGABE USD PETROL,111.33,166.5
2025-08-22,ROADPORT,ROADPORT,ROADPORT USD DIESEL BUS,350.0,518.0
2025-04-08,R MUGABE,R MUGABE,R MUGABE USD PETROL,10.0,14.6
2025-04-13,R MUGABE,R MUGABE,R MUGABE USD PETROL,83.64,122.84
2024-09-09,SEKE,SEKE,SEKE USD PETROL,54.79,78.84
2023-08-30,MSASA,MSASA,MSASA USD PETROL,119.35,184.45
2025-02-27,FIFE STREET,FIFE STREET,FIFE USD PETROL,65.06,94.9
2023-12-04,AVONDALE,AVONDALE,AVONDALE USD PETROL,76.92,118.56
2025-11-24,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,25.97,38.5
2024-05-04,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,87.89,136.59
2023-08-20,ROADPORT,ROADPORT,ROAPORT USD PETROL,50.95,78.5
2023-08-31,ROADPORT,ROADPORT,ROAPORT USD PETROL,47.77,73.79
2025-06-16,FORT STREET,FORT STREET,FORT USD PETROL,28.49,40.88
2024-11-26,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,60.4,89.4
2025-01-18,KHAMI,KHAMI,KHAMI USD DIESEL,30.26,45.6
2024-08-16,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,117.57,173.16
2025-10-07,FORT STREET,FORT STREET,FORT USD PETROL,72.36,109.44
2025-07-29,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,23.33,34.5
2025-04-17,R MUGABE,R MUGABE,R MUGABE USD DIESEL,13.99,18.59
2025-10-04,FIFE STREET,FIFE STREET,FIFE USD PETROL,452.59,678.0
2025-08-15,MARONDERA,MARONDERA,MARONDERA USD PETROL,196.33,294.0
2025-05-18,R MUGABE,R MUGABE,R MUGABE USD PETROL,3.42,4.38
2023-01-13,AVONDALE,AVONDALE,AVONDALE USD PETROL,98.04,1500012.0
2023-08-03,SUNWAY CITY,SUNWAY CITY,SUNWAY USD PETROL,39.47,59.28
2025-01-03,MARONDERA,MARONDERA,MARONDERA USD PETROL,354.05,523.92
2024-06-25,FORT STREET,FORT STREET,FORT USD PETROL,172.3,254.56
2024-01-05,FIFE STREET,FIFE STREET,FIFE USD PETROL,229.35,354.95
2023-07-29,FORT STREET,FORT STREET,FORT USD PETROL,127.45,194.31
2025-05-09,CRIPPS,CRIPPS,CRIPPS PETROL USD,96.57,140.16
2025-03-30,FORT STREET,FORT STREET,FORT USD PETROL,10.95,14.6
2023-12-28,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,135.76,205.2
2025-07-31,FIFE STREET,FIFE STREET,FIFE USD PETROL,397.98,595.5
2025-03-02,FORT STREET,FORT STREET,FORT USD PETROL,107.97,156.22
2024-10-18,SEKE,SEKE,SEKE USD PETROL,68.7,100.64
2023-09-10,AVONDALE,AVONDALE,AVONDALE USD PETROL,300.08,483.0
2025-11-18,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,35.71,53.9
2024-02-19,BANKET,BANKET,BANKET USD DIESEL,31.45,49.29
2024-06-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,31.75,45.88
2023-12-30,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,3.9,4.62
2024-12-17,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,22.6,32.12
2024-07-23,BANKET,BANKET,BANKET USD PETROL,13.33,19.5
2025-09-24,FORT STREET,FORT STREET,FORT USD DIESEL,353.74,518.91
2024-12-08,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,285.23,424.65
2025-03-04,FORT STREET,FORT STREET,FORT USD DIESEL,787.67,1149.02
2023-12-18,FORT STREET,FORT STREET,FORT USD PETROL,81.94,125.55
2024-12-27,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,87.16,128.76
2024-06-26,ROADPORT,ROADPORT,DIESEL,120.0,1113070.8
2023-05-19,ROADPORT,ROADPORT,ROAPORT USD PETROL,67.73,103.85
2024-10-20,TURNPIKE,TURNPIKE,TURNPIKE USD PETROL,5.41,7.4
2025-08-22,KADOMA,KADOMA,KADOMA USD DIESEL,40.61,59.2
2025-07-30,FIFE STREET,FIFE STREET,FIFE USD PETROL,169.63,253.5
2023-10-27,AVONDALE,AVONDALE,AVONDALE USD PETROL,346.24,560.52
2024-10-18,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,13.42,19.37
2025-02-22,CHEGUTU,CHEGUTU,CHEGUTU USD DIESEL,68.02,99.96
2024-06-27,MSASA,MSASA,MSASA USD PETROL,136.84,201.28
2023-03-13,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,24.69,399978.0
2024-06-10,RUNIVILLE,RUNIVILLE,RUNIVILLE USD DIESEL,175.35,262.5
2024-09-21,CRIPPS,CRIPPS,CRIPPS PETROL USD,40.54,59.2
2024-12-10,CHEGUTU,CHEGUTU,CHEGUTU USD PETROL,70.73,102.9
2023-12-22,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,38.71,58.9
2024-04-07,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,52.63,79.04
2025-01-31,FIFE STREET,FIFE STREET,FIFE USD PETROL,87.83,128.76
2024-02-27,MARONDERA,MARONDERA,MARONDERA USD PETROL,80.98,113.6
2025-03-11,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,90.0,135.0
2024-09-03,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,56.08,82.88
2025-04-10,R MUGABE,R MUGABE,R MUGABE USD PETROL,97.26,141.62
2023-07-29,AVONDALE,AVONDALE,AVONDALE USD PETROL,664.51,1029.2
2025-08-02,FORT STREET,FORT STREET,FORT USD PETROL,177.33,265.5
2025-02-10,SEKE,SEKE,SEKE USD PETROL,78.98,113.88
2024-12-13,CRIPPS,CRIPPS,CRIPPS PETROL USD,60.68,87.0
2025-07-27,KADOMA,KADOMA,DIESEL,30.4,280534.2
2025-11-20,R MUGABE,R MUGABE,R MUGABE USD PETROL,58.44,89.32
2025-07-03,KADOMA,KADOMA,KADOMA USD DIESEL,34.31,49.98
2025-02-22,MPOPOMA,MPOPOMA,MPOPOMA USD DIESEL,34.25,49.64
2023-07-13,RUNIVILLE,RUNIVILLE,DIESEL,138.28,1280031.42
2024-10-18,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,26.84,38.74
2024-10-08,FIFE STREET,FIFE STREET,FIFE USD PETROL,136.97,198.56
2024-06-17,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,39.59,58.11
2024-12-01,KHAMI,KHAMI,KHAMI USD PETROL,17.12,24.82
2023-08-06,AVONDALE,AVONDALE,AVONDALE USD DIESEL,115.11,181.7
2023-03-25,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,90.06,1449966.0
2024-04-28,BANKET,BANKET,BANKET USD PETROL,13.15,19.76
2025-10-09,FIFE STREET,FIFE STREET,FIFE USD PETROL,399.26,598.5
2024-12-03,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD PETROL,26.84,38.74
2024-03-09,MUTARE GREEN MARKET,MUTARE GREEN MARKET,MUTARE GREENMARKET USD DIESEL,81.44,127.98
2024-08-25,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,16.89,23.68
2024-07-14,CHINHOYI MAIN,CHINHOYI MAIN,CHINHOYI MAIN USD DIESEL,30.4,44.4
2025-04-22,ROADPORT,ROADPORT,ROAPORT USD PETROL,122.3,180.56
2023-12-07,AVONDALE,AVONDALE,AVONDALE USD DIESEL,35.71,58.8
2024-06-04,SUNWAY CITY,SUNWAY CITY,SUNWAY USD DIESEL,63.33,94.5
2025-02-19,MPOPOMA,MPOPOMA,MPOPOMA USD PETROL,20.82,28.8
2023-08-17,RUNIVILLE,RUNIVILLE,RUNIVILLE USD PETROL,119.1,186.83
