sale_date,service_station_id,service_station_name,product,total_litres,total_amount
2020-03-09,,Runiville Forecourt,PETROL,0.27,5.0
2020-03-09,,Trek Forecourt,DIESEL,0.48,9.0
2020-03-09,,Trek Forecourt,PETROL,0.27,5.0
2020-03-12,,Runiville,DIESEL,0.27,5.0
2020-03-12,,Runiville,PETROL,0.27,5.0
2020-03-16,,Charter,DIESEL,0.01,0.2
2020-03-16,,Charter,PETROL,0.01,0.2
2020-03-16,,Graniteside,DIESEL,0.0,0.02
2020-03-16,,Graniteside,PETROL,0.01,0.2
2020-03-16,,Samora,PETROL,0.05,1.0
2020-03-17,,Chinhamo,DIESEL,0.04,0.6
2020-03-17,,Chinhamo,PETROL,0.01,0.2
2020-03-17,,Kambuzuma,DIESEL,0.03,0.45
2020-03-17,,Kambuzuma,PETROL,0.01,0.2
2020-03-17,,Kirkman,DIESEL,0.02,0.3
2020-03-17,,Kirkman,PETROL,0.03,0.45
2020-03-17,,Runiville,PETROL,0.53,10.0
2020-03-17,,Snake Park,DIESEL,0.03,0.4
2020-03-17,,Snake Park,PETROL,0.02,0.37
2020-03-17,,Tynwald,DIESEL,0.01,0.15
2020-03-17,,Tynwald,PETROL,0.03,0.5
2020-03-18,,Ford,DIESEL,0.04,0.6
2020-03-18,,Ford,PETROL,0.02,0.3
2020-03-18,,Msasa,DIESEL,0.02,0.3
2020-03-18,,Msasa,PETROL,0.02,0.35
2020-03-18,,Roadport,DIESEL,0.03,0.35
2020-03-18,,Roadport,PETROL,0.02,0.3
2020-03-18,,Snake Park,PETROL,0.0,0.02
2020-03-19,,Kambuzuma,DIESEL,0.01,0.1
2020-03-19,,Kambuzuma,PETROL,0.01,0.1
2020-03-19,,Marondera,DIESEL,0.01,0.2
2020-03-19,,Marondera,PETROL,0.02,0.25
2020-03-19,,Mutare,DIESEL,0.01,0.15
2020-03-19,,Mutare,PETROL,0.03,0.5
2020-03-19,,Roadport,PETROL,0.01,0.1
2020-03-21,,Chinhoyi,DIESEL,0.01,0.2
2020-03-21,,Chinhoyi,PETROL,0.03,0.3
2020-03-23,,Ford,PETROL,0.01,0.1
2020-03-23,,Marondera,DIESEL,0.01,0.1
2020-03-23,,Marondera,PETROL,0.01,0.1
2020-03-23,,Mutare,PETROL,0.01,0.1
2020-03-24,,Marondera,DIESEL,0.01,0.1
2020-03-24,,Marondera,PETROL,0.01,0.1
2020-03-25,,Gweru,DIESEL,0.01,0.11
2020-03-25,,Gweru,PETROL,0.01,0.1
2020-03-25,,Kwekwe,DIESEL,0.02,0.4
2020-03-25,,Kwekwe,PETROL,0.01,0.2
2020-03-26,,Fife Street,DIESEL,0.01,0.1
2020-03-26,,Fife Street,PETROL,0.03,0.3
2020-03-26,,Fort Street,DIESEL,0.01,0.2
2020-03-26,,Fort Street,PETROL,0.03,0.46
2020-03-26,,Khami,DIESEL,0.01,0.2
2020-03-26,,Khami,PETROL,0.02,0.3
2020-03-26,,Main Street,PETROL,0.02,0.4
2020-03-26,,Mpopoma,DIESEL,0.01,0.2
2020-03-26,,Mpopoma,PETROL,0.02,0.2
2020-03-26,,R Mugabe,DIESEL,0.01,0.2
2020-03-26,,R Mugabe,PETROL,0.03,0.5
2020-04-08,,Pomona,PETROL,5.35,100.0
2020-04-09,,,,0.0,4650.0
2020-04-09,,Avondale,PETROL,4.59,100.0
2020-04-09,,Graniteside,PETROL,4.59,100.0
2020-04-09,,Msasa,PETROL,9.18,200.0
2020-04-09,,Samora,PETROL,4.59,100.0
2020-04-12,,,,0.0,30429.49
2020-04-12,,Msasa,DIESEL,1414.01,30429.49
2020-04-13,,,,0.0,21520.0
2020-04-13,,Msasa,DIESEL,896.46,19291.85
2020-04-17,,,,0.0,148874.68
2020-04-17,,Msasa,DIESEL,825.54,17765.61
2020-04-18,,Avondale,PETROL,15.0,326.54
2020-04-19,,,,0.0,1000.0
2020-04-19,,Avondale,DIESEL,100.0,2152.0
2020-04-19,,Graniteside,PETROL,45.93,1000.0
2020-04-20,,,,0.0,2300.0
2020-04-21,,Graniteside,PETROL,20.03,436.0
2020-04-23,,Graniteside,PETROL,16.72,364.0
2020-04-23,,Pomona,DIESEL,140.0,3012.8
2020-04-25,,,,0.0,13105.08
2020-04-25,,Graniteside,DIESEL,1645.9,35419.6
2020-04-25,,Graniteside,PETROL,39.54,860.8
2020-04-26,,Graniteside,DIESEL,1492.63,32121.48
2020-04-27,,,,0.0,1183600.0
2020-04-27,,Samora,DIESEL,1666.0,35852.32
2020-04-27,,Samora,PETROL,100.05,2178.0
2020-04-28,,,,0.0,213003.52
2020-04-28,,Graniteside,DIESEL,869.3,18707.38
2020-04-28,,Graniteside,PETROL,13.73,299.0
2020-04-28,,Pomona,DIESEL,700.0,15064.0
2020-04-28,,Samora,DIESEL,1496.23,32198.86
2020-04-28,,Samora,PETROL,245.0,5333.65
2020-04-29,,,,0.0,16.0
2020-04-29,,Graniteside,DIESEL,627.32,13500.0
2020-04-29,,Gweru,DIESEL,1786.68,40325.22
2020-04-29,,Msasa,DIESEL,1284.44,27641.2
2020-04-29,,Samora,DIESEL,520.48,11200.8
2020-04-30,,Msasa,DIESEL,738.8,15898.97
2020-05-01,,,,0.0,67274.38
2020-05-01,,Msasa,DIESEL,1078.66,23212.67
2020-05-02,,,,0.0,60482.75
2020-05-02,,Chinhoyi,DIESEL,299.95,6599.0
2020-05-02,,Graniteside,PETROL,68.9,1500.0
2020-05-02,,Kambuzuma,PETROL,0.01,0.15
2020-05-02,,Msasa,DIESEL,1475.32,31748.85
2020-05-03,,Chinhamo,PETROL,0.0,0.01
2020-05-03,,Graniteside,DIESEL,23.23,500.0
2020-05-04,,,,0.0,35520.0
2020-05-04,,Graniteside,DIESEL,212.94,4582.38
2020-05-04,,Kirkman,,0.0,100.0
2020-05-04,,Kirkman,PETROL,9.2,200.0
2020-05-05,,,,0.0,221233.86
2020-05-05,,Graniteside,DIESEL,4070.62,87600.0
2020-05-05,,Graniteside,PETROL,91.86,2000.0
2020-05-06,,,,0.0,193712.34
2020-05-06,,Graniteside,PETROL,75.34,1640.0
2020-05-06,,Kirkman,DIESEL,761.98,15879.66
2020-05-06,,Msasa,,0.0,80000.0
2020-05-07,,,,0.0,67700.0
2020-05-07,,Graniteside,DIESEL,1631.48,34000.0
2020-05-07,,Gweru,DIESEL,383.74,8400.0
2020-05-07,,Pomona,PETROL,66.46,1395.66
2020-05-08,,,,0.0,57252.0
2020-05-08,,Graniteside,DIESEL,1122.84,23400.0
2020-05-09,,Msasa,DIESEL,1006.42,20973.86
2020-05-10,,Ford,,0.0,416.8
2020-05-10,,Ford,DIESEL,40.0,833.6
2020-05-10,,Pomona,DIESEL,154.14,3212.28
2020-05-11,,,,0.0,117618.06
2020-05-11,92.0,Msasa,DIESEL,1342.42,27976.0
2020-05-11,110.0,Mutare,DIESEL,1815.02,37824.92
2020-05-12,,,,0.0,121487.5
2020-05-12,92.0,Msasa,DIESEL,2623.76,54679.3
2020-05-12,96.0,Samora,DIESEL,520.0,10836.8
2020-05-12,112.0,Marondera,DIESEL,6840.0,142545.6
2020-05-12,112.0,Marondera,PETROL,100.0,2100.0
2020-05-12,135.0,Graniteside,DIESEL,1358.98,28320.8
2020-05-13,,,,0.0,239200.0
2020-05-13,90.0,Pomona,DIESEL,4200.0,87528.0
2020-05-13,110.0,Mutare,DIESEL,60.08,1252.06
2020-05-13,112.0,Marondera,DIESEL,119.96,2500.0
2020-05-13,112.0,Marondera,PETROL,160.0,3360.0
2020-05-13,121.0,Gweru,DIESEL,461.46,10101.4
2020-05-13,121.0,Gweru,PETROL,538.54,11875.0
2020-05-13,135.0,Graniteside,DIESEL,1617.08,33700.0
2020-05-14,,,,0.0,88680.0
2020-05-14,,Pomona,,0.0,80000.0
2020-05-14,84.0,Avondale,DIESEL,160.0,3334.4
2020-05-14,102.0,Kirkman,DIESEL,1038.96,21652.0
2020-05-14,110.0,Mutare,DIESEL,80.04,1668.0
2020-05-14,112.0,Marondera,DIESEL,280.0,5835.2
2020-05-14,112.0,Marondera,PETROL,120.0,2520.0
2020-05-14,119.0,Chinhoyi,DIESEL,400.0,8528.0
2020-05-14,119.0,Chinhoyi,PETROL,397.02,8528.0
2020-05-14,121.0,Gweru,DIESEL,580.0,12696.2
2020-05-14,125.0,Fort Street,DIESEL,53.34,1186.8
2020-05-14,135.0,Graniteside,DIESEL,2375.82,49512.0
2020-05-14,135.0,Graniteside,PETROL,114.28,2400.0
2020-05-15,,,,0.0,240020.0
2020-05-15,84.0,Avondale,DIESEL,127.56,2658.36
2020-05-15,112.0,Marondera,DIESEL,160.0,3334.4
2020-05-15,112.0,Marondera,PETROL,80.0,1680.0
2020-05-15,119.0,Chinhoyi,DIESEL,400.0,8528.0
2020-05-15,119.0,Chinhoyi,PETROL,40.0,859.2
2020-05-15,125.0,Fort Street,DIESEL,30.0,667.5
2020-05-15,135.0,Graniteside,DIESEL,3957.28,82469.58
2020-05-15,135.0,Graniteside,PETROL,169.54,3560.4
2020-05-16,,,,0.0,29626.02
2020-05-16,102.0,Kirkman,DIESEL,80.14,1670.0
2020-05-16,112.0,Marondera,DIESEL,320.0,6668.8
2020-05-16,112.0,Marondera,PETROL,60.0,1260.0
2020-05-16,121.0,Gweru,DIESEL,461.82,10109.4
2020-05-16,133.0,Main Street,DIESEL,200.0,4450.0
2020-05-16,135.0,Graniteside,DIESEL,239.92,5000.0
2020-05-17,84.0,Avondale,DIESEL,100.24,2089.0
2020-05-17,102.0,Kirkman,DIESEL,3212.28,66944.0
2020-05-17,102.0,Kirkman,PETROL,40.0,840.0
2020-05-18,,,,0.0,62292.0
2020-05-18,110.0,Mutare,DIESEL,400.0,8336.0
2020-05-18,112.0,Marondera,DIESEL,159.98,3333.92
2020-05-18,112.0,Marondera,PETROL,120.0,2520.0
2020-05-18,119.0,Chinhoyi,DIESEL,400.0,8528.0
2020-05-18,135.0,Graniteside,DIESEL,2386.76,49740.0
2020-05-19,,,,0.0,162702.58
2020-05-19,90.0,Pomona,PETROL,133.48,2803.06
2020-05-19,92.0,Msasa,DIESEL,1200.0,25008.0
2020-05-19,98.0,Roadport,DIESEL,800.0,16672.0
2020-05-19,110.0,Mutare,DIESEL,140.0,2917.6
2020-05-19,110.0,Mutare,PETROL,80.0,1680.0
2020-05-19,112.0,Marondera,DIESEL,200.0,4168.0
2020-05-19,112.0,Marondera,PETROL,40.0,840.0
2020-05-20,,,,0.0,366866.4
2020-05-20,,Graniteside,,0.0,50000.0
2020-05-20,82.0,Runiville,DIESEL,2261.3,47125.54
2020-05-20,82.0,Runiville,PETROL,157.14,3300.0
2020-05-20,110.0,Mutare,DIESEL,480.0,10003.2
2020-05-20,112.0,Marondera,PETROL,60.0,1260.0
2020-05-20,119.0,Chinhoyi,DIESEL,2300.0,49036.0
2020-05-20,135.0,Graniteside,DIESEL,6977.96,145420.8
2020-05-20,135.0,Graniteside,PETROL,151.34,3178.14
2020-05-21,,,,0.0,42144.98
2020-05-21,82.0,Runiville,PETROL,469.54,9860.04
2020-05-21,96.0,Samora,PETROL,203.8,4280.0
2020-05-21,112.0,Marondera,DIESEL,32.0,666.88
2020-05-21,112.0,Marondera,PETROL,32.0,672.0
2020-05-21,135.0,Graniteside,PETROL,80.0,1680.0
2020-05-22,,,,0.0,460808.05
2020-05-22,,Runiville,,0.0,50000.0
2020-05-22,82.0,Runiville,PETROL,64.08,1345.68
2020-05-22,84.0,Avondale,DIESEL,320.0,6668.8
2020-05-22,90.0,Pomona,PETROL,270.48,5680.0
2020-05-22,112.0,Marondera,DIESEL,120.0,2500.8
2020-05-22,127.0,Mpopoma,DIESEL,469.98,10457.04
2020-05-22,135.0,Graniteside,DIESEL,5413.42,112816.0
2020-05-22,135.0,Graniteside,PETROL,600.0,12600.0
2020-05-23,,,,0.0,73048.0
2020-05-23,92.0,Msasa,DIESEL,1200.0,25008.0
2020-05-23,102.0,Kirkman,DIESEL,77.12,1607.18
2020-05-23,112.0,Marondera,DIESEL,80.0,1667.2
2020-05-23,119.0,Chinhoyi,PETROL,40.0,859.2
2020-05-23,135.0,Graniteside,DIESEL,3506.02,73065.62
2020-05-24,,,,0.0,40348.0
2020-05-24,,Graniteside,,0.0,63000.0
2020-05-24,82.0,Runiville,PETROL,176.48,3706.08
2020-05-24,92.0,Msasa,DIESEL,401.0,8356.84
2020-05-24,102.0,Kirkman,DIESEL,1400.0,29176.0
2020-05-24,119.0,Chinhoyi,DIESEL,126.72,2701.68
2020-05-24,125.0,Fort Street,PETROL,77.06,1733.84
2020-05-24,129.0,Khami,PETROL,240.0,5400.0
2020-05-24,135.0,Graniteside,DIESEL,640.12,13340.0
2020-05-24,135.0,Graniteside,PETROL,95.24,2000.0
2020-05-25,,,,0.0,35616.0
2020-05-25,,Graniteside,,0.0,17000.0
2020-05-25,82.0,Runiville,DIESEL,57.58,1200.0
2020-05-25,82.0,Runiville,PETROL,80.0,1680.0
2020-05-25,84.0,Avondale,DIESEL,75.0,1563.0
2020-05-25,110.0,Mutare,DIESEL,200.0,4168.0
2020-05-25,119.0,Chinhoyi,PETROL,120.0,2577.6
2020-05-25,121.0,Gweru,DIESEL,2160.0,47282.4
2020-05-25,127.0,Mpopoma,DIESEL,120.0,2670.0
2020-05-25,127.0,Mpopoma,PETROL,120.0,2700.0
2020-05-25,135.0,Graniteside,DIESEL,1631.48,34000.0
2020-05-25,135.0,Graniteside,PETROL,136.0,2856.0
2020-05-26,,,,0.0,451640.76
2020-05-26,82.0,Runiville,PETROL,108.48,2278.0
2020-05-26,110.0,Mutare,DIESEL,440.0,9169.58
2020-05-26,112.0,Marondera,DIESEL,160.0,3334.4
2020-05-26,112.0,Marondera,PETROL,64.0,1344.0
2020-05-26,135.0,Graniteside,DIESEL,2000.0,41680.0
2020-05-26,135.0,Graniteside,PETROL,63.8,1340.0
2020-05-27,,,,0.0,511129.24
2020-05-27,,Msasa,,0.0,80000.0
2020-05-27,82.0,Runiville,DIESEL,698.36,14553.86
2020-05-27,82.0,Runiville,PETROL,178.52,3748.92
2020-05-27,92.0,Msasa,DIESEL,811.26,16906.66
2020-05-27,112.0,Marondera,DIESEL,120.0,2500.8
2020-05-27,119.0,Chinhoyi,DIESEL,234.52,5000.0
2020-05-27,125.0,Fort Street,PETROL,2080.0,46800.0
2020-05-27,129.0,Khami,PETROL,120.0,2700.0
2020-05-27,135.0,Graniteside,DIESEL,600.0,12504.0
2020-05-28,,,,0.0,300929.24
2020-05-28,82.0,Runiville,PETROL,398.04,8358.88
2020-05-28,84.0,Avondale,PETROL,772.42,16220.92
2020-05-28,90.0,Pomona,PETROL,140.16,2943.36
2020-05-28,110.0,Mutare,DIESEL,960.0,20006.4
2020-05-28,110.0,Mutare,PETROL,240.0,5040.0
2020-05-28,112.0,Marondera,DIESEL,40.0,833.6
2020-05-28,112.0,Marondera,PETROL,70.0,1470.0
2020-05-28,135.0,Graniteside,PETROL,128.58,2700.0
2020-05-29,,,,0.0,836746.96
2020-05-29,,Graniteside,,0.0,100000.0
2020-05-29,82.0,Runiville,DIESEL,390.92,8146.8
2020-05-29,82.0,Runiville,PETROL,2209.32,46395.82
2020-05-29,84.0,Avondale,DIESEL,69.24,1442.96
2020-05-29,90.0,Pomona,DIESEL,2057.48,42877.96
2020-05-29,90.0,Pomona,PETROL,400.94,8419.74
2020-05-29,100.0,Ford,PETROL,95.24,2000.0
2020-05-29,102.0,Kirkman,PETROL,79.18,1662.78
2020-05-29,110.0,Mutare,DIESEL,120.0,2500.8
2020-05-29,135.0,Graniteside,DIESEL,13458.78,280480.96
2020-05-29,135.0,Graniteside,PETROL,436.44,9165.24
2020-05-30,,,,0.0,329048.88
2020-05-30,82.0,Runiville,DIESEL,1720.0,35844.8
2020-05-30,82.0,Runiville,PETROL,158.14,3320.94
2020-05-30,84.0,Avondale,PETROL,743.6,15615.6
2020-05-30,96.0,Samora,DIESEL,140.12,2920.0
2020-05-30,98.0,Roadport,DIESEL,11594.6,241631.52
2020-05-30,98.0,Roadport,PETROL,446.82,9383.22
2020-05-30,102.0,Kirkman,DIESEL,200.0,4168.0
2020-05-30,110.0,Mutare,DIESEL,4000.0,83360.0
2020-05-30,112.0,Marondera,PETROL,70.0,1470.0
2020-05-30,129.0,Khami,PETROL,2120.88,47720.0
2020-05-31,,,,0.0,43910.14
2020-05-31,98.0,Roadport,DIESEL,7502.26,156346.96
2020-05-31,98.0,Roadport,PETROL,736.66,15470.0
2020-05-31,127.0,Mpopoma,DIESEL,539.3,11999.42
2020-05-31,135.0,Graniteside,DIESEL,4000.0,83360.0
2020-06-01,,,,0.0,739126.56
2020-06-01,82.0,Runiville,PETROL,20.0,420.0
2020-06-01,98.0,Roadport,DIESEL,2000.0,41680.0
2020-06-01,110.0,Mutare,PETROL,120.0,2520.0
2020-06-01,112.0,Marondera,PETROL,120.0,2520.0
2020-06-01,135.0,Graniteside,DIESEL,4000.0,83360.0
2020-06-02,,,,,183614.64
2020-06-02,82.0,Runiville,DIESEL,50.0,1042.0
2020-06-02,82.0,Runiville,PETROL,447.45,9396.4
2020-06-02,92.0,Msasa,DIESEL,34.02,708.98
2020-06-02,108.0,Kambuzuma,DIESEL,20.0,416.8
2020-06-02,112.0,Marondera,DIESEL,36.31,756.8
2020-06-02,119.0,Chinhoyi,PETROL,40.0,859.2
2020-06-02,125.0,Fort Street,DIESEL,791.02,17600.0
2020-06-02,135.0,Graniteside,PETROL,578.1,12140.0
2020-06-03,,,,,224619.81
2020-06-03,82.0,Runiville,DIESEL,213.75,4454.55
2020-06-03,82.0,Runiville,PETROL,317.67,6671.09
2020-06-03,90.0,Pomona,DIESEL,80.0,1667.2
2020-06-03,98.0,Roadport,PETROL,127.85,2684.85
2020-06-03,102.0,Kirkman,PETROL,40.0,840.0
2020-06-03,104.0,Tynwald,PETROL,60.0,1260.0
2020-06-03,110.0,Mutare,PETROL,180.0,3780.0
2020-06-03,112.0,Marondera,PETROL,20.0,420.0
2020-06-03,135.0,Graniteside,PETROL,20.47,429.87
2020-06-04,,,,,838426.57
2020-06-04,82.0,Runiville,PETROL,244.69,5138.43
2020-06-04,84.0,Avondale,PETROL,30.0,630.0
2020-06-04,123.0,Fife Street,PETROL,1000.0,22520.0
2020-06-04,125.0,Fort Street,DIESEL,791.01,17600.0
2020-06-04,127.0,Mpopoma,PETROL,40.0,900.8
2020-06-04,135.0,Graniteside,PETROL,225.0,4725.0
2020-06-05,,,,,706509.76
2020-06-05,82.0,Runiville,DIESEL,514.0,12813.91
2020-06-05,82.0,Runiville,PETROL,388.19,11241.85
2020-06-05,84.0,Avondale,PETROL,266.7,7723.58
2020-06-05,90.0,Pomona,DIESEL,131.15,3269.57
2020-06-05,90.0,Pomona,PETROL,17.42,504.48
2020-06-05,92.0,Msasa,DIESEL,305.45,7614.92
2020-06-05,92.0,Msasa,PETROL,1805.31,52281.48
2020-06-05,98.0,Roadport,PETROL,55.15,1597.0
2020-06-05,102.0,Kirkman,PETROL,30.0,868.68
2020-06-05,129.0,Khami,PETROL,502.52,15316.8
2020-06-05,135.0,Graniteside,PETROL,265.8,7697.64
2020-06-06,,,,,289200.0
2020-06-06,82.0,Runiville,DIESEL,45.36,1130.81
2020-06-06,82.0,Runiville,PETROL,276.68,8012.61
2020-06-06,84.0,Avondale,PETROL,32.85,951.27
2020-06-06,90.0,Pomona,DIESEL,95.55,2382.0
2020-06-06,90.0,Pomona,PETROL,116.02,3360.0
2020-06-06,110.0,Mutare,PETROL,20.0,579.2
2020-06-06,119.0,Chinhoyi,DIESEL,12.7,322.96
2020-06-06,123.0,Fife Street,PETROL,29.16,888.8
2020-06-06,127.0,Mpopoma,PETROL,114.18,3480.0
2020-06-06,129.0,Khami,PETROL,173.19,5278.77
2020-06-06,135.0,Graniteside,DIESEL,2467.54,61515.74
2020-06-06,135.0,Graniteside,PETROL,300.0,8688.0
2020-06-07,,,,,72196.0
2020-06-07,82.0,Runiville,DIESEL,280.0,6980.4
2020-06-07,82.0,Runiville,PETROL,638.29,18484.99
2020-06-07,84.0,Avondale,DIESEL,232.46,5795.23
2020-06-07,90.0,Pomona,PETROL,427.24,12372.69
2020-06-07,92.0,Msasa,PETROL,760.86,22034.5
2020-06-07,96.0,Samora,PETROL,20.03,580.0
2020-06-07,98.0,Roadport,PETROL,229.8,6655.0
2020-06-07,135.0,Graniteside,DIESEL,2315.12,57716.0
2020-06-07,135.0,Graniteside,PETROL,85.0,2461.6
2020-06-08,,,,,397826.69
2020-06-08,82.0,Runiville,DIESEL,154.39,3848.95
2020-06-08,82.0,Runiville,PETROL,2620.85,75899.58
2020-06-08,84.0,Avondale,DIESEL,163.06,4065.08
2020-06-08,84.0,Avondale,PETROL,168.54,4880.88
2020-06-08,90.0,Pomona,PETROL,186.0,5386.56
2020-06-08,92.0,Msasa,PETROL,198.0,5734.13
2020-06-08,102.0,Kirkman,PETROL,733.19,21233.18
2020-06-08,119.0,Chinhoyi,DIESEL,50.0,1271.5
2020-06-08,135.0,Graniteside,DIESEL,900.0,22437.0
2020-06-09,,,,,2395701.07
2020-06-09,82.0,Runiville,DIESEL,3366.55,83927.94
2020-06-09,82.0,Runiville,PETROL,1824.74,52844.31
2020-06-09,84.0,Avondale,PETROL,128.06,3708.62
2020-06-09,88.0,Chinhamo,PETROL,84.48,2446.73
2020-06-09,96.0,Samora,PETROL,95.0,2751.2
2020-06-09,102.0,Kirkman,PETROL,79.78,2310.52
2020-06-09,112.0,Marondera,PETROL,67.37,1951.0
2020-06-09,119.0,Chinhoyi,PETROL,0.34,10.0
2020-06-09,135.0,Graniteside,DIESEL,10603.98,264357.16
2020-06-09,135.0,Graniteside,PETROL,151.06,4374.59
2020-06-10,,,,,404930.74
2020-06-10,82.0,Runiville,DIESEL,163.06,4065.09
2020-06-10,82.0,Runiville,PETROL,2459.71,71233.13
2020-06-10,84.0,Avondale,DIESEL,145.3,3622.28
2020-06-10,84.0,Avondale,PETROL,164.0,4749.52
2020-06-10,86.0,Charter,PETROL,200.0,5792.0
2020-06-10,88.0,Chinhamo,PETROL,20.03,580.0
2020-06-10,90.0,Pomona,PETROL,339.02,9817.89
2020-06-10,110.0,Mutare,DIESEL,290.0,7229.7
2020-06-10,112.0,Marondera,PETROL,52.0,1506.0
2020-06-10,119.0,Chinhoyi,PETROL,75.27,2217.48
2020-06-10,125.0,Fort Street,DIESEL,30.0,793.5
2020-06-10,135.0,Graniteside,DIESEL,160.0,3988.8
2020-06-10,135.0,Graniteside,PETROL,80.0,2316.8
2020-06-11,,,,,1252069.83
2020-06-11,82.0,Runiville,DIESEL,30.0,747.9
2020-06-11,82.0,Runiville,PETROL,2070.59,59964.05
2020-06-11,84.0,Avondale,PETROL,222.37,6439.83
2020-06-11,86.0,Charter,PETROL,14.98,433.72
2020-06-11,90.0,Pomona,PETROL,343.04,9934.43
2020-06-11,92.0,Msasa,PETROL,484.47,14030.15
2020-06-11,96.0,Samora,PETROL,50.0,1448.0
2020-06-11,114.0,Kadoma,PETROL,203.03,6113.13
2020-06-11,119.0,Chinhoyi,PETROL,128.51,3785.9
2020-06-11,125.0,Fort Street,DIESEL,50.0,1322.5
2020-06-11,135.0,Graniteside,PETROL,592.69,17164.53
2020-06-12,,,,,265217.11
2020-06-12,82.0,Runiville,DIESEL,111.17,2771.5
2020-06-12,82.0,Runiville,PETROL,125.0,3620.0
2020-06-12,84.0,Avondale,PETROL,63.42,1836.64
2020-06-12,90.0,Pomona,PETROL,97.09,2811.72
2020-06-12,92.0,Msasa,PETROL,211.92,6137.0
2020-06-12,96.0,Samora,DIESEL,50.0,1246.5
2020-06-12,96.0,Samora,PETROL,20.01,579.4
2020-06-12,102.0,Kirkman,PETROL,394.74,11431.59
2020-06-12,112.0,Marondera,DIESEL,40.0,997.2
2020-06-12,112.0,Marondera,PETROL,108.2,3133.44
2020-06-12,119.0,Chinhoyi,PETROL,10.18,300.0
2020-06-12,135.0,Graniteside,PETROL,617.14,17872.37
2020-06-13,,,,,206758.0
2020-06-14,,,,,225200.0
2020-06-15,,,,,2774553.26
2020-06-16,,,,,371798.34
2020-06-17,,,,,352370.3
2020-06-18,,,,,300282.82
2020-06-19,,,,,122183.37
2020-06-20,,,,,434542.45
2020-06-21,,,,,890727.18
2020-06-22,,,,,421331.64
2020-06-23,,,,,223907.01
2020-06-24,,,,,812538.79
2020-06-25,,,,,2169039.461
2020-06-26,,,,,715981.57
2020-06-27,,,,,530884.15
2020-06-28,,,,,15825.14
2020-06-29,,,,,214031.6
2020-06-30,,,,,156812.89
2020-07-01,,,,,407853.2
2020-07-02,,,,,261166.78
2020-07-03,,,,,419116.31
2020-07-04,,,,,140592.54
2020-07-05,,,,,49376.0
2020-07-06,,,,,1198898.13
2020-07-07,,,,,1853428.75
2020-07-08,,,,,805570.49
2020-07-09,,,,,1338672.82
2020-07-10,,,,,104420.0
2020-07-11,,,,,3000.0
2020-07-13,,,,,206585.42
2020-07-14,,,,,359576.2
2020-07-15,,,,,1078211.32
2020-07-16,,,,,499038.77
2020-07-17,,,,,642713.0
2020-07-18,,,,,155608.0
2020-07-20,,,,,672328.02
2020-07-21,,,,,138629.12
2020-07-22,,,,,7999593.05
2020-07-23,,,,,732843.3
2020-07-24,,,,,354844.77
2020-07-25,,,,,38682.43
2020-07-26,,,,,120716.62
2020-07-27,,,,,227965.05
2020-07-28,,,,,180252.77
2020-07-29,,,,,31385.0
2020-07-30,,,,,41671.51
2020-07-31,,,,,39385.0
2020-08-01,,,,,21754.5
2020-08-03,,,,,19906.7
2020-08-04,,,,,2066.2
2020-08-05,,,,,636444.17
2020-08-06,,,,,1003498.84
2020-08-07,,,,,358517.81
2020-08-08,,,,,20000.0
2020-08-09,,,,,39015.0
2020-08-10,,,,,339114.7
2020-08-11,,,,,16135.34
2020-08-12,,,,,949247.04
2020-08-13,,,,,24524.57
2020-08-14,,,,,288075.17
2020-08-15,,,,,15405.99
2020-08-16,,,,,719.0
2020-08-17,,,,,35873.48
2020-08-18,,,,,16333.82
2020-08-19,,,,,404567.03
2020-08-20,,,,,363990.98
2020-08-21,,,,,515553.26
2020-08-22,,,,,186346.8
2020-08-24,,,,,147575.43
2020-08-25,,,,,2691.7
2020-08-26,,,,,30136.32
2020-08-27,,,,,38463.12
2020-08-28,,,,,389396.49
2020-08-29,,,,,42956.0
2020-08-30,,,,,1200.0
2020-08-31,,,,,283520.74
2020-09-01,,,,,136701.0
2020-09-02,,,,,118813.93
2020-09-03,,,,,192545.45
2020-09-04,,,,,100723.32
2020-09-05,,,,,2050.0
2020-09-06,,,,,9436.0
2020-09-07,,,,,101554.18
2020-09-08,,,,,18262595.95
2020-09-09,,,,,440625.4
2020-09-10,,,,,1193351.56
2020-09-11,,,,,805772.96
2020-09-12,,,,,103098.0
2020-09-13,,,,,38252.0
2020-09-14,,,,,224327.37
2020-09-15,,,,,183216.51
2020-09-16,,,,,65658.36
2020-09-17,,,,,82721.54
2020-09-18,,,,,147615.83
2020-09-19,,,,,8144.68
2020-09-20,,,,,9920.0
2020-09-21,,,,,142756.24
2020-09-22,,,,,253613.64
2020-09-23,,,,,87088.37
2020-09-24,,,,,454703.99
2020-09-25,,,,,74656.69
2020-09-26,,,,,500.0
2020-09-27,,,,,400.0
2020-09-28,,,,,209485.75
2020-09-29,,,,,266209.36
2020-09-30,,,,,61657.8
2020-10-01,,,,,1469681.24
2020-10-02,,,,,668691.29
2020-10-03,,,,,827.0
2020-10-04,,,,,301402.0
2020-10-05,,,,,425709.2
2020-10-06,,,,,522437.87
2020-10-07,,,,,1169198.42
2020-10-08,,,,,291951.35
2020-10-09,,,,,98634.15
2020-10-10,,,,,355500.98
2020-10-11,,,,,300954.0
2020-10-12,,,,,841018.35
2020-10-13,,,,,98294.71
