created_at_local,product,amount,quantity
2025-10-11 19:20:21.803787,SUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-11 19:29:20.778949,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-11 19:30:16.580879,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-10-11 20:54:46.769927,SEK-RUBIA SX SAE40 500ML,3,1.0
2025-10-11 23:19:54.604685,CHA-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-12 10:20:54.545578,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-12 12:20:47.724347,TUR-QUARTZ 4X4 15W40 5L,20,1.0
2025-10-12 12:21:53.150360,SEK-QUARTZ 5000 20W50 5L,22,1.0
2025-10-12 12:51:03.301108,GWE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-12 14:48:41.470063,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-12 15:24:48.393502,CHE-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-12 16:18:12.685963,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-14 18:53:19.267096,TUR-QUARTZ 4X4 15W40 5L,40,2.0
2025-10-14 18:56:10.031895,TUR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-14 19:07:11.749922,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-14 19:51:35.149124,RUN-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-14 19:52:08.553175,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-14 20:13:05.206693,KHA-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-14 20:58:33.038454,GWE-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-10-14 21:34:53.835313,TRO-RUBIA SX SAE40 500ML,6,2.0
2025-10-14 21:35:05.018394,TRO-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-14 21:35:27.998813,TRO-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-14 21:55:50.850769,SEK-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-14 22:52:50.843111,CRI-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-14 23:43:32.781301,SUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-15 10:08:48.225761,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-15 11:00:35.083196,KHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-15 11:00:46.113896,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-15 11:12:16.851886,RUN-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-10-15 12:01:09.448024,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-15 12:01:31.575977,GWE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-15 13:27:34.363299,CHA-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-15 13:50:31.140588,CHA-QUARTZ 4X4 15W40 500ML,6,2.0
2025-10-15 14:06:23.850659,CHA-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-15 16:15:13.099957,BAN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-15 17:55:28.369584,RUN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-15 18:30:59.789602,MPO-RUBIA TIR 7400 15W40 500ML,12,4.0
2025-10-15 18:31:22.056943,MPO-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-15 18:34:08.338243,BAN-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-17 20:48:53.911195,KHA-RUBIA SX SAE40 500ML,6,2.0
2025-10-17 21:10:44.927387,KHA-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-18 06:40:26.202489,RM-QUARTZ 7000 SAE 10W40 SN 5L,25,1.0
2025-10-18 06:44:25.745314,RM-QUARTZ 5000 20W50 5L,22,1.0
2025-10-18 09:06:03.068611,TUR-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-18 09:28:11.366047,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-18 09:49:55.497679,MSA-RACE BRAKEFLUID DOT4+ 200ML,2,1.0
2025-10-18 11:51:42.589247,SEK-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-18 12:33:47.946333,RUN-FLUIDMATIC DIII MV 500ML,12,4.0
2025-10-18 13:36:32.182535,CHA-RUBIA SX SAE40 500ML,3,1.0
2025-10-18 14:29:04.167095,KIR-RUBIA SX SAE40 500ML,6,2.0
2025-10-18 14:29:59.090588,KIR-RUBIA SX SAE40 500ML,12,4.0
2025-10-18 15:01:28.093105,BAN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-18 15:02:01.430530,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-18 15:03:18.171839,BAN-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-18 17:40:10.883985,KIR-QUARTZ 5000 20W50 500ML,12,4.0
2025-10-21 00:12:12.417318,RM-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-21 00:12:58.917970,RM-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-21 07:53:25.366934,FIF-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-21 07:55:35.768752,FIF-RUBIA SX SAE40 500ML,3,1.0
2025-10-21 07:58:49.382993,FIF-QUARTZ 5000 20W50 500ML,21,7.0
2025-10-21 07:59:21.794701,FIF-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-21 09:25:54.993705,SEK-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-21 10:14:29.605555,SAM-QUARTZ 4X4 15W40 500ML,9,3.0
2025-10-21 10:15:12.747740,SAM-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-21 10:16:06.891467,SAM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-21 10:37:41.813644,SEK-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-21 10:49:55.898319,SEK-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-21 10:58:21.600500,KAD-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-21 11:14:55.676784,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-21 14:11:00.227767,RUN-QUARTZ 4X4 15W40 500ML,9,3.0
2025-10-21 16:08:34.110935,MPO-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-10-21 18:02:03.230540,TRO-QUARTZ 4X4 15W40 500ML,9,3.0
2025-10-21 18:28:53.715477,MSA-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-21 18:32:54.008551,CHI-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-21 20:34:27.850167,RUN-QUARTZ 3000 SG 20W50 500ML,12,4.0
2025-10-22 07:31:10.323853,FIF-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-24 19:02:58.318017,TUR-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-24 19:03:36.407090,TUR-RUBIA SX SAE40 500ML,6,2.0
2025-10-24 19:10:39.718469,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-24 19:13:45.105703,TUR-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-24 19:27:00.411398,SEK-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-24 19:32:03.518052,TUR-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-24 20:22:20.014593,CHI-QUARTZ 5000 20W50 500ML,9,3.0
2025-10-25 01:26:25.159067,GWE-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-10-25 08:48:29.091617,CHI-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-25 11:10:06.085519,BAN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-25 11:28:41.578765,CRI-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-25 11:33:26.905733,CHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-25 11:35:29.083518,CRI-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-25 11:40:15.500489,SEK-RUBIA SX SAE40 500ML,6,2.0
2025-10-25 12:16:36.607361,SEK-RUBIA SX SAE40 500ML,3,1.0
2025-10-25 13:15:21.200332,KHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-25 13:29:33.399556,CHI-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-25 14:47:13.379174,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-25 15:00:13.602673,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-25 15:00:13.784047,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-25 15:15:20.290650,GWE-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-25 15:16:07.597708,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-25 15:48:41.425649,KHA-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-25 17:42:31.295077,RUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-25 18:16:09.515218,FIF-RUBIA SX SAE40 500ML,3,1.0
2025-10-25 19:05:29.200206,TUR-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-25 19:09:57.126325,CHE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-27 22:14:04.584010,CHI-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-27 23:35:01.253963,KIR-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-28 07:38:46.840219,MPO-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-28 07:40:20.230839,MPO-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-28 07:40:45.260232,MPO-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-28 07:43:06.686233,RM-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-28 14:57:59.778945,KAD-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-28 15:13:02.024363,CHE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-28 16:26:41.138377,SAM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-28 16:57:05.662083,CHE-RUBIA SX SAE40 500ML,6,2.0
2025-10-28 17:46:32.418969,FIF-QUARTZ 5000 20W50 500ML,12,4.0
2025-10-28 17:46:55.807109,FOR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-28 17:47:54.977742,FOR-RUBIA SX SAE40 500ML,3,1.0
2025-10-28 17:49:15.489143,FOR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-30 20:03:31.188558,TRO-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-30 20:03:31.946064,TRO-NEPTUNA 2T SUPER SPORT 500ML,24,6.0
2025-10-30 20:03:32.134536,TRO-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-30 20:07:43.837910,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-30 20:08:20.435853,TUR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-30 20:08:55.260217,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-30 20:30:56.250338,CHI-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-30 21:12:57.976063,CHI-QUARTZ 5000 20W50 5L,22,1.0
2025-10-30 22:09:05.382131,SEK-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-31 08:49:23.354004,CRI-RUBIA SX SAE40 500ML,3,1.0
2025-10-31 09:27:24.709393,SEK-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-31 10:13:57.898689,CHI-RUBIA SX SAE40 500ML,6,2.0
2025-10-31 10:47:40.122197,FOR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-31 10:47:40.312732,FOR-RUBIA SX SAE40 500ML,3,1.0
2025-10-04 13:49:57.624350,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-04 13:51:16.854028,TUR-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-04 14:18:16.341513,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-04 19:52:53.039949,BAN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-04 20:34:46.449113,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-04 21:05:05.480676,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-04 21:11:41.565575,CHA-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-05 07:26:40.898889,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-07 15:17:21.213686,BAN-RUBIA SX SAE40 500ML,6,2.0
2025-10-07 16:08:01.961985,GWE-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-07 16:39:04.320857,RUN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-07 17:16:13.360678,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-07 17:50:48.803085,TRO-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-07 19:19:32.382212,SUN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-07 19:19:54.335047,SUN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-07 20:05:56.299239,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-07 20:20:32.261321,KAD-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-07 20:45:05.835774,TRO-QUARTZ 5000 20W50 500ML,9,3.0
2025-10-07 20:45:27.821282,TRO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-08 09:36:22.251238,SAM-RUBIA SX SAE40 500ML,3,1.0
2025-10-08 09:44:22.194569,TUR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-08 10:45:05.700068,CRI-RUBIA SX SAE40 500ML,3,1.0
2025-10-08 12:28:18.949514,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-08 12:42:11.943413,CRI-RUBIA SX SAE40 500ML,6,2.0
2025-10-10 16:02:54.509385,SUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-10 16:17:55.004539,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-10-10 17:43:04.704974,KIR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-10 19:39:35.170822,SEK-RUBIA SX SAE40 500ML,3,1.0
2025-10-10 19:45:53.593499,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-10 19:46:37.783796,RUN-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-10 20:49:22.661391,RUN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-10 21:12:18.313314,SEK-RUBIA SX SAE40 500ML,3,1.0
2025-10-10 21:20:02.070565,CHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-10 22:29:45.168723,MSA-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-11 01:59:45.915217,TRO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-11 13:48:16.234531,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-10-11 13:55:43.477845,CHE-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-11 13:57:33.014561,CHE-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-11 14:34:24.925548,BAN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-13 18:09:05.135547,FIF-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-13 18:15:12.510957,SUN-QUARTZ 5000 20W50 500ML,15,5.0
2025-10-13 18:16:31.230232,SUN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-13 18:17:38.606180,FIF-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-13 18:18:34.567111,FIF-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-13 20:15:12.366393,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-13 21:35:01.683486,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-13 23:08:49.702760,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-14 00:33:21.361478,MSA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-14 00:33:43.284938,MSA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-14 00:34:38.427903,MPO-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-14 07:54:58.474148,FIF-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-14 10:29:26.206842,RUN-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-14 15:17:52.900041,SUN-RACE BRAKEFLUID DOT4+ 500ML,16,4.0
2025-10-14 15:29:45.171244,CHE-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-14 16:00:56.679941,RM-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-14 16:02:13.327724,RM-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-14 16:02:46.919137,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-14 16:39:07.122018,GWE-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-16 19:19:45.033790,BAN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-16 19:26:49.114759,TRO-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-16 19:29:11.337303,BAN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-16 20:12:42.551878,SUN-QUARTZ 7000 SAE 10W40 SN 5L,25,1.0
2025-10-17 00:29:00.981077,CHE-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-17 08:06:56.822032,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-17 09:51:58.469958,CHI-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-10-17 10:29:15.309224,BAN-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-17 11:02:36.636532,CHAR-SWIFTEX BATTERY 650C,160,1.0
2025-10-17 16:09:53.387910,RM-FLUIDMATIC CVT MV 1L,20,2.0
2025-10-17 16:10:59.106634,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-17 16:11:32.211202,RM-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-17 16:13:02.707482,RM-RUBIA SX SAE40 500ML,3,1.0
2025-10-17 17:46:26.769856,CRI-RUBIA SX SAE40 500ML,3,1.0
2025-10-17 18:41:53.155800,TRO-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-10-17 18:41:53.515453,TRO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-20 09:15:50.806216,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-20 09:47:50.776993,SEK-RUBIA SX SAE40 500ML,3,1.0
2025-10-20 09:51:28.147458,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-20 11:32:43.426938,TUR-RUBIA TIR 7400 15W40 500ML,12,4.0
2025-10-20 13:40:20.863758,TUR-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-20 15:27:59.200979,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-20 16:02:44.423405,CHE-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-20 16:03:17.019248,CHE-RUBIA SX SAE40 500ML,6,2.0
2025-10-20 16:04:00.550095,CHE-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-20 16:58:14.939098,BAN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-20 17:10:58.850709,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-20 17:25:48.847612,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-20 17:35:33.052872,FIF-NEPTUNA 2T SUPER SPORT 500ML,12,3.0
2025-10-20 17:40:00.626683,FIF-RUBIA TIR 7400 15W40 500ML,18,6.0
2025-10-20 17:40:38.352355,FIF-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-20 17:44:55.152501,FIF-RUBIA SX SAE40 500ML,6,2.0
2025-10-20 19:03:26.813214,RUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-20 19:13:21.564595,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-20 19:56:49.137127,SUN-QUARTZ 5000 20W50 500ML,21,7.0
2025-10-20 19:57:11.168492,SUN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-10-20 19:57:32.438657,SUN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-20 20:24:11.069147,BAN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-20 20:25:27.343194,KIR-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-23 17:04:17.334686,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-10-23 18:15:37.518334,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-23 18:18:15.113105,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-23 19:13:47.935400,TUR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-23 20:12:30.204573,SUN-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-10-23 20:56:17.030353,CHI-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-23 22:11:48.136171,KAD-RUBIA SX SAE40 500ML,6,2.0
2025-10-24 05:59:51.415100,GWE-PROSYLVA 2 STROKE 200ML,2,1.0
2025-10-24 08:55:31.382026,BAN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-24 09:48:09.304984,BAN-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-10-24 09:51:57.105851,GWE-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-24 10:42:42.510187,TUR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-24 10:46:55.697193,SEK-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-24 10:55:44.584870,KHA-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-24 11:32:24.799760,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-24 12:09:30.201545,RUN-RUBIA SX SAE40 500ML,6,2.0
2025-10-24 14:12:08.822131,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-24 14:13:33.616023,GWE-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-24 15:07:39.721111,TUR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-24 16:09:23.518724,SEK-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-24 17:10:33.024029,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-24 17:39:34.010630,MSA-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-24 17:51:20.530115,CHA-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-24 17:58:28.823610,FIF-RUBIA SX SAE40 500ML,3,1.0
2025-10-24 18:02:22.710724,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-10-24 18:02:59.019200,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-25 19:45:46.312464,BAN-MULTIS EP 2 500G,7,1.0
2025-10-25 19:46:09.110220,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-25 22:58:16.543517,KIR-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-25 22:59:05.323103,KIRK-PROSYLVA 2 STROKE 200ML,2,1.0
2025-10-25 23:59:23.400312,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-26 00:01:52.318958,GWE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-26 00:24:06.758778,SAM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-26 00:24:15.727285,SAM-FLUIDMATIC DIII MV 500ML,6,2.0
2025-10-26 00:24:37.139445,SAM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-26 00:24:39.545212,SAM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-26 00:24:40.697674,SAM-QUARTZ 4X4 15W40 500ML,9,3.0
2025-10-26 07:16:31.542436,CRI-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-26 07:37:28.842965,MSA-QUARTZ 4X4 15W40 500ML,6,2.0
2025-10-26 08:02:02.624227,FOR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-26 08:02:03.877761,FOR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-26 08:02:07.809052,FOR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-26 08:02:12.451717,FOR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-26 08:02:17.821649,FOR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-26 08:02:30.592623,FOR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-26 08:02:31.487396,FOR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-26 08:02:37.496802,FOR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-10-26 08:21:25.661594,SUN-QUARTZ 4X4 15W40 5L,20,1.0
2025-10-26 08:47:12.374200,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-26 08:52:27.566062,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-26 08:52:28.501274,KHA-FLUIDMATIC DIII MV 500ML,9,3.0
2025-10-26 09:00:04.849147,RM-QUARTZ 5000 20W50 5L,22,1.0
2025-10-26 09:00:21.964058,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-26 09:01:01.966915,RM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-26 09:05:00.744437,RM-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-26 09:05:38.857979,RM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-26 09:05:57.650071,RM-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-26 09:06:33.166969,RM-RUBIA SX SAE40 500ML,6,2.0
2025-10-26 09:07:09.049115,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-26 09:07:26.357538,RM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-26 09:08:02.149335,RM-QUARTZ 5000 20W50 500ML,15,5.0
2025-10-26 09:15:20.580044,RM-QUARTZ 5000 20W50 500ML,18,6.0
2025-10-26 09:51:06.181460,SAM-RUBIA SX SAE40 500ML,6,2.0
2025-10-26 10:08:11.562845,SEK-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-26 10:22:29.657795,MPO-RUBIA SX SAE40 500ML,3,1.0
2025-10-26 10:23:48.769032,MPO-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-26 10:32:45.177031,MAR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-26 10:58:24.174063,MPO-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-26 11:24:25.063771,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-10-26 11:24:48.267254,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-10-26 12:17:27.082266,KIR-QUARTZ 9000 SAE 5W40 500ML,20,4.0
2025-10-26 13:00:20.457061,GWE-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-26 13:01:51.687048,GWE-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-29 20:14:44.583189,KHA-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-29 23:48:11.289737,CHI-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-30 00:10:04.008231,TRO-NEPTUNA 2T SUPER SPORT 500ML,76,19.0
2025-10-30 00:10:52.734200,TRO-RUBIA TIR 7400 15W40 500ML,15,5.0
