created_at_local,product,amount,quantity
2025-09-18 08:36:40.646664,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-18 12:41:02.798580,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-18 14:57:52.361188,TRO-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-09-18 14:57:52.546136,TRO-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-09-18 16:41:29.846576,TUR-RUBIA SX SAE40 500ML,6,2.0
2025-09-18 17:15:23.627975,RM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-18 17:16:54.628052,RM-FLUIDMATIC CVT MV 1L,10,1.0
2025-09-18 17:17:27.391952,RM-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-18 17:18:11.860764,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-18 17:18:34.327900,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-18 17:18:45.590749,RM-QUARTZ 4X4 15W40 500ML,3,1.0
2025-09-18 17:27:13.219871,CHE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-09-18 17:32:40.076207,GWE-RUBIA SX SAE40 500ML,6,2.0
2025-09-18 18:05:01.318815,FIF-QUARTZ 5000 20W50 5L,22,1.0
2025-09-18 18:43:15.826542,KIR-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-18 20:17:44.740937,FOR-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-18 20:41:06.996655,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-09-18 23:24:15.600096,RM-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-19 00:58:39.293316,KIR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-09-21 09:00:06.095385,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-21 09:43:05.678903,CHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-21 11:29:22.066428,SUN-FLUIDMATIC DIII MV 500ML,15,5.0
2025-09-21 11:29:43.972081,SUN-FLUIDMATIC CVT MV 1L,10,1.0
2025-09-21 12:00:22.080247,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-21 13:17:27.251231,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-21 13:57:23.179307,SUN-FLUIDMATIC DIII MV 500ML,6,2.0
2025-09-21 16:48:12.148022,BAN-RUBIA SX SAE40 500ML,12,4.0
2025-09-21 17:07:08.063489,BAN-RUBIA SX SAE40 500ML,3,1.0
2025-09-21 18:41:23.492764,TRO-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-21 18:43:37.914808,TRO-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-09-21 19:00:19.754198,KIR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-21 23:22:24.962907,CHE-QUARTZ 9000 SAE 5W40 5L,60,2.0
2025-09-21 23:22:57.857487,CHE-QUARTZ 4X4 15W40 500ML,15,5.0
2025-09-22 09:58:11.973263,BAN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-23 08:31:48.137038,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-09-23 08:43:37.722528,TUR-RUBIA SX SAE40 500ML,6,2.0
2025-09-23 08:44:11.623820,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-23 09:39:06.585169,RM-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-23 09:40:02.363917,RM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-23 09:40:46.593914,RM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-23 09:41:19.577785,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-23 09:58:35.521827,CHI-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-23 10:33:51.450679,RUN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-23 11:03:45.037075,KIR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-23 13:50:32.762584,FOR-RUBIA SX SAE40 500ML,6,2.0
2025-09-23 14:24:12.412463,FOR-FLUIDMATIC DIII MV 500ML,6,2.0
2025-09-23 16:44:46.661241,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-23 18:31:14.796255,KIR-QUARTZ 3000 SG 20W50 500ML,6,2.0
2025-09-23 18:31:26.706503,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-23 19:12:42.961672,CHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-23 20:19:52.667371,AVO-SWIFTEX BATTERY 652P,110,1.0
2025-09-23 21:46:15.935531,RUN-RUBIA SX SAE40 500ML,9,3.0
2025-09-23 23:47:58.838792,FOR-QUARTZ 4X4 15W40 500ML,6,2.0
2025-09-26 16:02:32.071704,SUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-26 16:11:54.229571,CHA-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-26 16:26:40.438275,CHE-QUARTZ 9000 SAE 5W40 500ML,20,4.0
2025-09-26 17:38:00.710742,ROD-SWIFTEX BATTERY 631C,85,1.0
2025-09-26 17:46:16.523374,RM-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-09-26 17:46:40.534639,RM-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-26 17:47:14.227469,RM-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-26 18:55:24.597783,KIR-QUARTZ 7000 SAE 15W50 500ML,8,2.0
2025-09-26 18:55:46.601682,KIR-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-09-26 18:56:31.501249,KIR-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-09-26 18:57:05.194143,KIR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-09-26 20:23:27.166247,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-27 07:43:54.441950,TRO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-27 07:59:42.562416,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-27 09:08:32.067116,CHA-QUARTZ 4X4 15W40 500ML,6,2.0
2025-09-27 10:14:50.754894,KHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-27 14:02:21.098409,FIF-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-27 14:12:14.024688,BAN-FLUIDMATIC CVT MV 1L,10,1.0
2025-09-27 16:18:28.989851,MPO-NEPTUNA 2T SUPER SPORT 500ML,16,4.0
2025-09-27 16:24:10.211137,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-27 16:24:21.438285,MPO-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-27 16:45:09.487578,KAD-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-30 08:48:17.655975,TRO-QUARTZ 5000 20W50 5L,22,1.0
2025-09-30 10:06:20.239824,RUN-QUARTZ 9000 SAE 5W40 500ML,15,3.0
2025-09-30 11:24:49.657574,KAD-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-09-30 12:07:15.000074,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-30 12:58:20.992450,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-30 14:28:29.092054,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-09-30 14:34:19.044593,SAM-QUARTZ 3000 SG 20W50 500ML,3,1.0
2025-09-30 15:08:09.751702,SAM-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-30 16:43:16.154595,MSA-SWIFTEX BATTERY 658P,160,1.0
2025-09-30 16:43:38.085724,RUN-NEPTUNA 2T SUPER SPORT 500ML,20,5.0
2025-09-30 17:27:29.699507,GWE-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-30 17:35:18.822990,KHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-30 17:35:45.910470,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-30 17:54:15.420812,FOR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-30 18:01:15.730339,KIR-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-30 18:09:41.231002,GWE-MULTIS EP 2 500G,7,1.0
2025-09-30 19:21:31.847607,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-30 20:19:25.641519,TUR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-30 20:25:28.799115,BAN-FLUIDMATIC DIII MV 500ML,12,4.0
2025-10-02 21:30:08.851490,RUN-FLUIDMATIC CVT MV 1L,10,1.0
2025-10-02 23:45:13.843356,KIR-RUBIA SX SAE40 500ML,3,1.0
2025-10-03 08:27:23.969827,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-01 20:15:09.845939,SEK-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-01 20:27:33.709471,CRI-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-01 20:33:50.827447,BAN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-01 20:40:28.665647,SEK-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-05 09:41:01.393978,TUR-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-10-05 10:07:40.741575,GWE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-05 10:14:37.777849,SEK-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-05 10:39:05.707889,SUN-SWIFTEX BATTERY 658P,160,1.0
2025-10-05 10:40:11.064996,SUN-QUARTZ 5000 20W50 500ML,9,3.0
2025-10-05 10:40:44.630794,SUN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-10-05 10:57:37.722071,BAN-RUBIA SX SAE40 500ML,6,2.0
2025-10-05 12:26:02.769808,GWE-FLUIDMATIC DIII MV 500ML,6,2.0
2025-09-03 14:27:52.654793,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-09-03 17:00:37.183089,TRO-RUBIA TIR 7400 SAE 15W40 5L,50,2.0
2025-09-03 17:01:20.511665,TRO-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-03 17:34:53.450513,SUN-FLUIDMATIC DIII MV 500ML,6,2.0
2025-09-03 18:23:24.110150,RUN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-03 18:23:36.893887,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-09-03 18:30:19.295631,RUN-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-03 19:28:02.511781,MAR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-03 21:03:58.628186,GWE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-09-03 23:01:18.560687,CHI-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-03 23:56:25.057800,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-04 00:15:43.899276,KIR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-04 10:15:06.229343,CHE-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-04 10:15:28.058596,CHE-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-04 13:37:55.425366,TRO-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-09-04 14:36:06.531701,RUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-04 14:38:17.080880,KHA-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-09-04 15:35:43.081623,TRO-NEPTUNA 2T SUPER SPORT 500ML,12,3.0
2025-09-04 16:55:38.289707,BAN-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-06 16:48:28.835756,CHI-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-06 18:55:51.778864,RUN-RUBIA SX SAE40 500ML,6,2.0
2025-09-06 18:57:32.593217,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-06 19:55:57.767887,BAN-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-06 21:16:46.670040,TRO-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-06 21:18:50.492946,TRO-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-06 21:19:36.553553,TRO-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-06 22:33:42.346805,KAD-RUBIA SX SAE40 500ML,3,1.0
2025-09-07 00:07:54.101468,KIR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-09-07 04:54:08.997901,FOR-FLUIDMATIC DIII MV 500ML,12,4.0
2025-09-07 08:35:25.008448,CHA-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-07 10:56:20.268826,MPO-QUARTZ 5000 20W50 500ML,9,3.0
2025-09-07 10:57:15.265181,MPO-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-09-07 10:57:59.229782,MPO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-07 11:08:33.628929,TRO-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-09-07 12:31:21.855252,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-07 12:44:04.218638,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-07 13:21:30.749205,KHA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-07 13:49:42.987531,TRO-QUARTZ 5000 20W50 5L,22,1.0
2025-09-07 16:06:41.982884,SEK-QUARTZ 4X4 15W40 5L,20,1.0
2025-09-09 15:37:46.264135,TUR-QUARTZ 5000 20W50 5L,22,1.0
2025-09-09 16:27:07.885969,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-09-09 16:28:37.798236,RUN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-09 16:53:25.073305,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-09 17:38:11.198694,BAN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-09 19:19:52.656569,MAR-FLUIDMATIC DIII MV 500ML,9,3.0
2025-09-09 19:54:50.647324,AVO-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-09 20:44:24.377007,TRO-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-09 20:44:35.874002,TRO-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-09-10 07:39:27.407016,MPO-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-10 07:45:32.723418,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-10 07:45:32.909093,MPO-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-10 09:21:46.274868,BAN-QUARTZ 5000 20W50 5L,22,1.0
2025-09-10 10:50:02.258900,KIR-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-09-10 10:55:40.088008,SEK-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-09-10 10:55:40.268405,SEK-FLUIDMATIC CVT MV 1L,10,1.0
2025-09-12 15:29:29.657228,BAN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-12 16:56:38.569517,GWE-RUBIA SX SAE40 500ML,3,1.0
2025-09-12 17:12:23.758849,FOR-RUBIA SX SAE40 500ML,9,3.0
2025-09-12 17:12:23.951895,FOR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-12 17:53:43.887044,RM-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-12 19:17:21.902803,RUN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-12 20:02:32.038291,TUR-RUBIA SX SAE40 500ML,9,3.0
2025-09-12 21:33:15.958970,CHI-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-12 21:44:38.006847,TRO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-12 21:44:49.359807,TRO-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-13 00:55:04.333330,KIR-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-13 00:55:26.248936,KIR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-09-13 12:37:29.620019,SUN-FLUIDMATIC DIII MV 500ML,6,2.0
2025-09-13 13:05:19.973230,TUR-RUBIA SX SAE40 500ML,6,2.0
2025-09-15 19:59:25.660807,GWE-RUBIA SX SAE40 500ML,3,1.0
2025-09-15 20:08:44.064268,TUR-RUBIA SX SAE40 500ML,6,2.0
2025-09-15 20:58:11.911622,TRO-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-15 20:59:07.712852,TRO-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-16 10:15:43.834948,BAN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-09-16 10:42:45.749176,KHA-FLUIDMATIC CVT MV 1L,10,1.0
2025-09-16 11:40:47.256557,BAN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-16 12:25:46.605880,GWE-MULTIS EP 2 500G,7,1.0
2025-09-16 14:22:43.435309,BAN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-16 15:16:14.633699,CHA-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-16 15:52:22.358385,KAD-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-16 17:55:27.299637,KIR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-16 17:56:13.292793,KIR-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-16 18:12:41.214637,MGM-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-16 18:13:48.413304,MGM-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-09-16 18:14:55.140626,MGM-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-16 18:58:32.188147,RUN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-16 19:02:18.463358,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-09-16 19:03:14.992767,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-19 07:45:27.488100,FIF-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-09-19 07:46:00.807902,FIF-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-19 07:55:56.195152,MPO-RUBIA SX SAE40 500ML,3,1.0
2025-09-19 07:56:17.846040,MPO-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-19 09:38:08.037931,TUR-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-19 11:17:06.278042,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-19 12:34:01.247855,BAN-RUBIA SX SAE40 500ML,9,3.0
2025-09-19 12:59:25.639363,TUR-RUBIA SX SAE40 500ML,6,2.0
2025-09-19 18:55:24.430939,TRO-NEPTUNA 2T SUPER SPORT 500ML,12,3.0
2025-09-19 18:55:46.589133,TRO-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-19 19:04:27.039080,BAN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-19 19:43:08.401286,RUN-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-09-19 19:52:25.821553,CHA-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-19 20:52:23.694808,BAN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-19 23:20:09.809805,MSA-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-20 00:04:46.052800,CHA-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-22 11:19:20.517006,FOR-RUBIA SX SAE40 500ML,3,1.0
2025-09-22 15:08:13.812184,BAN-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-09-22 15:34:22.750638,SWIFTEX - 628CE,80,1.0
2025-09-22 17:05:29.630847,TRO-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-22 18:36:00.278891,TUR-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-22 18:37:52.014114,KAD-QUARTZ 4X4 15W40 500ML,3,1.0
2025-09-22 19:51:34.520981,KIR-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-22 21:35:40.868113,TRO-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-22 21:36:14.384479,TRO-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-22 22:50:32.148486,FOR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-23 01:41:32.133818,CHA-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-09-25 11:13:07.103713,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-25 13:01:36.997854,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-25 13:33:27.195535,SUN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-25 13:34:13.413384,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-09-25 13:34:47.048611,SUN-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-09-25 14:18:13.535025,SUN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-25 14:27:57.211815,GWE-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-25 15:13:02.326167,TUR-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-25 16:10:09.282157,GWE-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-25 16:15:38.288755,GWE-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-25 16:21:00.125665,CHA-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-25 17:05:09.592459,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-25 17:59:07.038089,SUN-FLUIDMATIC CVT MV 1L,10,1.0
2025-09-25 19:10:48.197766,TRO-RUBIA TIR 7400 SAE 15W40 5L,75,3.0
2025-09-25 19:11:32.561346,TRO-QUARTZ 9000 SAE 5W40 5L,60,2.0
2025-09-25 19:42:18.397629,MAR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-25 20:49:56.600263,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-25 21:08:58.277840,TUR-RUBIA SX SAE40 500ML,3,1.0
2025-09-25 21:09:20.302935,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-25 21:52:10.034050,SUN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-26 11:48:21.813136,BAN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-26 12:15:31.150369,RM-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-09-26 12:38:38.063403,RUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-26 12:39:00.130330,RUN-QUARTZ 4X4 15W40 500ML,9,3.0
2025-09-26 13:07:35.417679,BAN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-26 14:06:45.028617,RUN-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-26 14:07:35.782228,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-28 20:44:04.308513,RUN-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-09-28 21:08:41.717673,RUN-FLUIDMATIC CVT MV 1L,20,2.0
2025-09-29 07:59:27.225919,FOR-QUARTZ 4X4 15W40 500ML,3,1.0
2025-09-29 09:51:13.610498,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-09-29 09:51:57.430064,RUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-29 09:52:19.366354,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-29 10:31:19.914051,SAM-QUARTZ 5000 20W50 500ML,12,4.0
2025-09-29 10:32:58.570481,SUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-29 10:33:31.481219,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-09-29 10:52:29.596762,GWE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-09-29 13:39:17.027242,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-29 13:40:59.713342,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-29 13:55:16.055266,KAD-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-29 14:48:14.694121,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-29 16:01:40.505723,CHA-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-29 16:58:19.259339,CHE-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-09-29 16:58:41.340615,CHE-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-29 17:51:11.575508,BAN-QUARTZ 9000 SAE 5W40 500ML,20,4.0
2025-09-29 17:52:06.878479,BAN-QUARTZ 9000 SAE 5W40 5L,30,1.0
2025-09-29 18:52:50.802522,BAN-RUBIA TIR 7400 15W40 500ML,6,2.0
2025-09-29 19:01:34.156121,TUR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-09-29 19:03:46.577924,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-09-29 19:04:08.939862,BAN-RACE BRAKEFLUID DOT4+ 500ML,8,2.0
2025-09-29 19:22:29.677765,RUN-FLUIDMATIC DIII MV 500ML,3,1.0
2025-09-29 19:26:25.295704,CHE-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-09-29 19:26:47.586076,CHE-RUBIA TIR 7400 15W40 500ML,3,1.0
2025-09-29 21:42:37.490205,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-01 21:45:55.452996,TRO-RUBIA TIR 7400 15W40 500ML,9,3.0
2025-10-01 23:23:00.150544,KIR-FLUIDMATIC CVT MV 1L,20,2.0
2025-10-02 07:57:33.436030,FIF-QUARTZ 4X4 15W40 500ML,18,6.0
2025-10-02 07:58:06.298336,FIF-QUARTZ 9000 SAE 5W40 500ML,20,4.0
2025-10-02 07:58:28.194115,FIF-QUARTZ 5000 20W50 500ML,18,6.0
2025-10-02 07:59:01.617769,FIF-NEPTUNA 2T SUPER SPORT 500ML,8,2.0
2025-10-02 07:59:45.276401,FIF-RACE BRAKEFLUID DOT4+ 500ML,12,3.0
2025-10-02 08:17:37.802725,SUN-QUARTZ 5000 20W50 500ML,6,2.0
2025-10-02 09:14:00.041672,KAD-FLUIDMATIC DIII MV 500ML,3,1.0
2025-10-02 10:26:33.006905,SUN-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-02 11:04:21.550945,BAN-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-02 11:34:27.849537,GWE-QUARTZ 5000 20W50 5L,22,1.0
2025-10-02 11:35:34.403636,GWE-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-02 11:43:27.041727,RUN-RUBIA SX SAE40 500ML,3,1.0
2025-10-02 11:47:41.328278,CHE-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-02 11:49:20.361399,FOR-RACE BRAKEFLUID DOT4+ 500ML,4,1.0
2025-10-02 12:55:09.095446,BAN-RUBIA TIR 7400 SAE 15W40 5L,25,1.0
2025-10-02 12:56:26.196566,SUN-QUARTZ 5000 20W50 5L,22,1.0
2025-10-02 14:00:50.911076,SAM-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-02 14:01:13.207128,SAM-QUARTZ 9000 SAE 5W40 500ML,10,2.0
2025-10-02 14:03:25.388935,SUN-QUARTZ 5000 20W50 500ML,3,1.0
2025-10-02 14:04:31.683184,SUN-QUARTZ 4X4 15W40 500ML,9,3.0
2025-10-02 15:21:32.736947,TUR-QUARTZ 9000 SAE 5W40 500ML,5,1.0
2025-10-02 17:29:33.815523,CHA-NEPTUNA 2T SUPER SPORT 500ML,4,1.0
2025-10-02 19:12:15.031479,SUN-QUARTZ 3000 SG 20W50 500ML,3,1.0
